"Paper Title","Paper Link","Publication Year","Publication Type","Publication Title","Author Names","DOI","PDF Link","Abstract","TL;DR"
"Association between weight reduction achieved with tirzepatide and quality of life in adults with obesity: Results from the <scp>SURMOUNT</scp>‐1 study","https://scispace.com/paper/association-between-weight-reduction-achieved-with-zmvtjl137bjf","2024","Journal Article","Diabetes, Obesity and Metabolism","Kimberly A. Gudzune
Adam Stefański
Dachuang Cao
Donna Mojdami
Fangyu Wang
Nadia Ahmad
Jiat Ling Poon","10.1111/dom.16046","","Abstract Aims The SURMOUNT‐1 trial investigated effects of tirzepatide, a glucose‐dependent insulinotropic polypeptide and glucagon‐like peptide‐1 receptor agonist, on body weight in participants with obesity or overweight. This analysis evaluated changes in patient‐reported outcomes (PROs) assessing physical function, psychosocial well‐being, and overall health aspects of participants' health‐related quality of life (HRQoL) in SURMOUNT‐1. Methods PRO instruments included the Impact of Weight on Quality of Life‐Lite Clinical Trials version (IWQOL‐Lite‐CT), Short Form Survey‐36 version 2 (SF‐36v2) and EQ‐5D‐5L. Scores were analysed by treatment group and by categorical degree of weight reduction group: &gt;0 to &lt;5%, ≥5 to &lt;10%, ≥10 to &lt;20% and ≥20%. Relevant PROs were evaluated for participants with or without physical or psychosocial limitations at baseline, as measured by Patient Global Impression of Status for physical activity (PGIS) and Patient Health Questionnaire‐2 (PHQ‐2), respectively. Results All tirzepatide groups demonstrated significant improvements in PRO scores versus placebo. There was a consistent trend of incremental PRO improvement with greater degrees of weight reduction, starting from ≥5% weight reduction. Participants achieving ≥20% weight reduction demonstrated the greatest changes from baseline to week 72 (SF‐36v2 Physical Component Summary, 4.60; SF‐36v2 Mental Component Summary, 0.80; IWQOL‐Lite CT Total score, 24.7). Those with baseline physical and psychosocial limitations experienced greater improvements than those without. Conclusions Tirzepatide treatment was associated with improved HRQoL compared to placebo in people with overweight or obesity. Higher percentages of weight reduction were associated with greater improvements. Clinical trial registration number for SURMOUNT‐1: NCT04184622. ","The SURMOUNT-1 study found that tirzepatide treatment significantly improved health-related quality of life in adults with obesity, with greater weight reduction (>5%) associated with incremental improvements in physical and mental well-being."
"Tirzepatide for Older Adults with Type 2 Diabetes and Without Obesity: A Post Hoc Analysis of the SURPASS Clinical Trials","https://scispace.com/paper/tirzepatide-for-older-adults-with-type-2-diabetes-and-elj7goe9f4x2","2025","Journal Article","Diabetes Therapy","N. Rasouli
J. Wilding
Anita Y M Kwan
Jim S. Paik
Palash Sharma
J. Peleshok","10.1007/s13300-025-01711-0","","Tirzepatide, a once-weekly glucose-dependent insulinotropic polypeptide/glucagon-like peptide-1 receptor agonist approved in the US for treating type 2 diabetes (T2D) and obesity, has demonstrated significant improvements in glycated hemoglobin A1c (HbA1c) and clinically meaningful weight loss in the SURPASS-1 to -5 clinical trials. This post hoc analysis examined the safety and efficacy results for tirzepatide in older participants with T2D who do not have obesity. A post hoc analysis was conducted on a subgroup of participants aged ≥ 65 years with a body mass index (BMI) < 30 kg/m2 amongst the pooled SURPASS-1 through -5 clinical trial populations. Primary efficacy endpoints and safety were assessed for both this subgroup and overall pooled populations. Participants aged ≥ 65 years with BMI < 30 kg/m2 treated with tirzepatide experienced clinically meaningful HbA1c reduction (− 1.97 to − 2.10%) regardless of the assigned randomized maintenance dose. In contrast, a dose-proportional HbA1c decrease was observed in the overall population. Weight reduction in this subgroup was dose-proportional but numerically lower than in the overall population. Older participants without obesity were more likely to discontinue treatment due to adverse events (AEs), although the overall incidence of AEs was low in this subgroup. The incidence of hypoglycemia in this group was consistent with that of the overall cohort, regardless of concurrent insulin or sulfonylurea use. Tirzepatide may be an effective treatment for older adults without obesity, and in this post hoc analysis, it was associated with clinically relevant HbA1c reduction and dose-proportional weight loss without increasing hypoglycemic risk.","This post-hoc analysis of the SURPASS clinical trials found tirzepatide effectively reduced HbA1c and promoted weight loss in older adults with type 2 diabetes and without obesity, with a low incidence of adverse events and hypoglycemia."
"790-P: The Effect of Tirzepatide vs. Placebo on Changes and Shifts in BMI Category in Adults with Type 2 Diabetes—A Post Hoc Analysis of the SURMOUNT-2 Study","https://scispace.com/paper/790-p-the-effect-of-tirzepatide-vs-placebo-on-changes-and-28zwazkjru","2024","Journal Article","Diabetes","RODOLFO J. GALINDO
ETHAN LAZARUS
Hui Wang
LUIS-EMILIO GARCIA-PEREZ
Mingjie Zhang
G. A. Grant
Raleigh Malik","10.2337/db24-790-p","","Tirzepatide (TZP) is a GIP and GLP-1 receptor agonist indicated as an adjunct to a reduced-calorie diet and increased physical activity for chronic weight management in adults. The SURMOUNT-2 (SM-2) trial demonstrated significant reductions in body weight in participants treated with TZP with a BMI ≥27 kg/m2 and T2D. This subgroup analysis explored changes in BMI during the SM-2 trial. Prespecified subgroup analyses were conducted on the mITT population in the SM-2 trial to assess the effects of weekly treatment (TZP 10 or 15 mg vs placebo (PBO)) on change from baseline in BMI category at week 72. Table shows shifts in BMI category from baseline to week 72. At Week 72, TZP 10 and 15 mg each resulted in statistically significant reductions in BMI from baseline versus PBO (-4.87 and -5.66 versus -1.18 kg/m2 respectively, p&amp;lt;0.001). For TZP 10 mg and 15 mg arms, 64.7% and 69.5% of participants shift down at least one BMI category, versus 20.9% for PBO. A normal BMI (&amp;lt;25kg/m2) at endpoint was achieved by 18.0% of participants in the 15 mg, and 12.2% in the 10 mg TZP arm compared with 1.9% for PBO. The most common adverse reactions were GI across subgroups, consistent with the results of SM-2. In conclusion, participants on TZP had significant mean reductions in BMI from baseline and a greater proportion of participants treated with TZP shifted to a lower BMI category compared with PBO. Disclosure R.J. Galindo: Consultant; Abbott. Other Relationship; Dexcom, Inc. Consultant; Bayer Inc. Other Relationship; Novo Nordisk, Eli Lilly and Company. Consultant; Boehringer-Ingelheim, AstraZeneca. E. Lazarus: Speaker's Bureau; Novo Nordisk, Eli Lilly and Company. H. Wang: None. L. Garcia-Perez: Employee; Eli Lilly and Company. Stock/Shareholder; Eli Lilly and Company. M.X. Zhang: Employee; Eli Lilly and Company. Stock/Shareholder; Eli Lilly and Company. G. Grant: Employee; Eli Lilly and Company. Stock/Shareholder; Eli Lilly and Company. R. Malik: Employee; Eli Lilly and Company. Stock/Shareholder; Eli Lilly and Company. Funding Eli Lilly and Company ","Tirzepatide significantly reduced body weight and shifted a large proportion of participants to a lower BMI category compared with placebo in adults with type 2 diabetes."
"Tirzepatide cardiovascular event risk assessment: a pre-specified meta-analysis","https://scispace.com/paper/tirzepatide-cardiovascular-event-risk-assessment-a-pre-k52wg0yk","2022","Journal Article","Nature Medicine","Naveed Sattar
Darren K. McGuire
Imre Pavo
Govinda Weerakkody
Hiroshi Nishiyama
R. Wiese
Sophia Zoungas","10.1038/s41591-022-01707-4","https://scispace.com/pdf/tirzepatide-cardiovascular-event-risk-assessment-a-pre-k52wg0yk.pdf","Tirzepatide is a novel, once weekly, dual GIP/GLP-1 receptor agonist and is under development for the treatment of type 2 diabetes (T2D) and obesity. Its association with cardiovascular outcomes requires evaluation. This pre-specified cardiovascular meta-analysis included all seven randomized controlled trials with a duration of at least 26 weeks from the tirzepatide T2D clinical development program, SURPASS. The pre-specified primary objective of this meta-analysis was the comparison of the time to first occurrence of confirmed four-component major adverse cardiovascular events (MACE-4; cardiovascular death, myocardial infarction, stroke and hospitalized unstable angina) between pooled tirzepatide groups and control groups. A stratified Cox proportional hazards model, with treatment as a fixed effect and trial-level cardiovascular risk as the stratification factor, was used for the estimation of hazard ratios (HRs) and confidence intervals (CIs) comparing tirzepatide to control. Data from 4,887 participants treated with tirzepatide and 2,328 control participants were analyzed. Overall, 142 participants, 109 from the trial with high cardiovascular risk and 33 from the six trials with lower cardiovascular risk, had at least one MACE-4 event. The HRs comparing tirzepatide versus controls were 0.80 (95% CI, 0.57-1.11) for MACE-4; 0.90 (95% CI, 0.50-1.61) for cardiovascular death; and 0.80 (95% CI, 0.51-1.25) for all-cause death. No evidence of effect modifications was observed for any subgroups, although the evidence was stronger for participants with high cardiovascular risk. Tirzepatide did not increase the risk of major cardiovascular events in participants with T2D versus controls. ","Tirzepatide is a dual GIP/GLP-1 receptor agonist and is under development for the treatment of type 2 diabetes (T2D) and obesity as discussed by the authors ."
"Tirzepatide cardiovascular event risk assessment: a pre-specified meta-analysis","https://scispace.com/paper/tirzepatide-cardiovascular-event-risk-assessment-a-pre-gi8nk8rg","2022","Journal Article","Nature Medicine","Naveed Sattar
Darren K. McGuire
Imre Pavo
Govinda Weerakkody
Hiroshi Nishiyama
R. Wiese
Sophia Zoungas","10.1038/s41591-022-01707-4","https://scispace.com/pdf/tirzepatide-cardiovascular-event-risk-assessment-a-pre-gi8nk8rg.pdf","Tirzepatide is a novel, once weekly, dual GIP/GLP-1 receptor agonist and is under development for the treatment of type 2 diabetes (T2D) and obesity. Its association with cardiovascular outcomes requires evaluation. This pre-specified cardiovascular meta-analysis included all seven randomized controlled trials with a duration of at least 26 weeks from the tirzepatide T2D clinical development program, SURPASS. The pre-specified primary objective of this meta-analysis was the comparison of the time to first occurrence of confirmed four-component major adverse cardiovascular events (MACE-4; cardiovascular death, myocardial infarction, stroke and hospitalized unstable angina) between pooled tirzepatide groups and control groups. A stratified Cox proportional hazards model, with treatment as a fixed effect and trial-level cardiovascular risk as the stratification factor, was used for the estimation of hazard ratios (HRs) and confidence intervals (CIs) comparing tirzepatide to control. Data from 4,887 participants treated with tirzepatide and 2,328 control participants were analyzed. Overall, 142 participants, 109 from the trial with high cardiovascular risk and 33 from the six trials with lower cardiovascular risk, had at least one MACE-4 event. The HRs comparing tirzepatide versus controls were 0.80 (95% CI, 0.57-1.11) for MACE-4; 0.90 (95% CI, 0.50-1.61) for cardiovascular death; and 0.80 (95% CI, 0.51-1.25) for all-cause death. No evidence of effect modifications was observed for any subgroups, although the evidence was stronger for participants with high cardiovascular risk. Tirzepatide did not increase the risk of major cardiovascular events in participants with T2D versus controls. ","Tirzepatide is a dual GIP/GLP-1 receptor agonist and is under development for the treatment of type 2 diabetes (T2D) and obesity as mentioned in this paper ."
"Tirzepatide for the Maintenance of Body Weight Reduction: Rationale, Design, and Baseline Characteristics of <scp>SURMOUNT</scp>‐<scp>MAINTAIN</scp>","https://scispace.com/paper/tirzepatide-for-the-maintenance-of-body-weight-reduction-eoecduknprpc","2025","Journal Article","Obesity","Deborah B. Horn
Louis J. Aronne
Sean Wharton
Harold Bays
Elisa Gomez‐Valderas
Avigdor D. Arad
Palash Sharma
Julia P. Dunn
Çağrı Şenyücel
Clare J. Lee","10.1002/oby.70014","","ABSTRACT Objective SURMOUNT‐MAINTAIN aims to evaluate the efficacy and safety of reducing the tirzepatide dose and/or continuing the maximum tolerated dose (MTD) versus placebo in maintaining body weight (BW) reduction achieved with tirzepatide MTD. Methods This Phase 3b, multicenter, randomized, parallel‐arm, double‐blinded, placebo‐controlled, 52‐week clinical trial is in progress comparing treatment with once weekly tirzepatide (5 mg and/or MTD of 15 mg or 10 mg) versus placebo in achieving BW reduction maintenance from the initial 60‐week open‐label weight‐loss period on tirzepatide MTD, in adults with obesity (BMI ≥ 30 kg/m 2 or ≥ 27 kg/m 2 with ≥ 1 obesity‐related comorbidity, excluding type 2 diabetes). The primary endpoint is percent maintenance of BW reduction achieved during the weight‐loss period at Week 112 among those who reached a BW plateau (i.e., &lt; 5% BW change) between Weeks 48 and 60. Results Participants are mostly female (65%) with a mean ± SD age of 47 ± 13 years, BW 114 ± 27 kg, BMI 40 ± 8 kg/m 2 , and waist circumference 119 ± 18 cm. Conclusions The SURMOUNT‐MAINTAIN trial will evaluate whether reducing or continuing the tirzepatide dose as a long‐term treatment option may help maintain the reduced BW initially achieved with tirzepatide MTD versus switching to placebo. Combined, this study may provide additional evidence to help tailor patient‐centered strategies for maintenance of BW reduction in adults living with obesity. Trial Registration ClinicalTrials.gov identifier: NCT06047548 image ","This Phase 3b trial evaluates the efficacy and safety of tirzepatide for maintaining body weight reduction in adults with obesity, comparing reduced doses or maximum tolerated dose to placebo, with a primary endpoint of percent body weight maintenance at Week 112."
"Safety and Effectiveness of Tirzepatide Use in Obesity Without Type 2 Diabetes Mellitus","https://scispace.com/paper/safety-and-effectiveness-of-tirzepatide-use-in-obesity-b60gb8zfy3","2024","Journal Article","Cureus","Ali M Al Zweihary","10.7759/cureus.51788","","The challenge of obesity persists globally, requiring effective and safe treatment solutions. This literature review investigates the safety and effectiveness of tirzepatide, a new therapeutic agent, in managing obesity in patients who do not have type 2 diabetes mellitus (T2DM). A thorough search through electronic databases resulted in 25 relevant studies, among which 10 met the inclusion criteria. The results consistently demonstrate that tirzepatide for obese individuals without T2DM leads to significant weight loss, improved metabolic parameters, and better cardiovascular health. Adverse effects were generally mild and temporary, with gastrointestinal disturbances being the most frequent problem experienced by participants. These findings indicate the potential for adopting tirzepatide as a therapy option for non-diabetic individuals with obesity. However, further long-term research is necessary to determine its sustained efficacy and remain secure over time.","Findings indicate the potential for adopting tirzepatide as a therapy option for non-diabetic individuals with obesity, but further long-term research is necessary to determine its sustained efficacy and remain secure over time."
"Abstract 4361308: Tirzepatide Reduces the Risk of Major Adverse Cardiovascular Events: An Individual Participant Data Meta-analysis of Phase 3 Randomized Clinical Trials","https://scispace.com/paper/abstract-4361308-tirzepatide-reduces-the-risk-of-major-sat8ejbg2qu6","2025","Journal Article","Circulation","Arya Aminorroaya
Evangelos Oikonomou
Dhruva Biswas
Ania Jastreboff
Rohan Khera","10.1161/circ.152.suppl_3.4361308","","Background: Individual participant data (IPD) from Phase 3 trials of tirzepatide offer a unique opportunity to evaluate its CV efficacy and identify response correlates. These insights may guide the clinical use of the drug while we await results from CVOTs, particularly in examining its CV effectiveness. Aim: In this IPD meta-analysis, we sought to assess the CV efficacy of tirzepatide and identify predictors of treatment response. Methods: We pooled individual-level data from 11 Phase 3 RCTs comparing tirzepatide with placebo, insulin, or GLP-1 RAs in participants with or without T2D to assess tirzepatide’s CV efficacy. In the intervention arm, participants who received tirzepatide 15 mg/week—the maximum tolerated dose—were included and compared against pooled comparators, in line with ongoing CVOTs. MACE was a composite of adjudicated ACS, CVA, HF hospitalization, and CV death. We used a mixed-effects Cox proportional hazards model to model MACE, with the intervention as a fixed effect and the trial as a random effect. Inverse probability weighting (IPW) was employed to account for study design differences across RCTs. To identify response correlates within the tirzepatide arm, we analyzed the hazard of MACE for those who showed improvement in cardiometabolic components vs. those who did not. Results: There were 3,360 individuals in the tirzepatide 15 mg/week and 4,028 in the comparator arms across trials, with a median age of 55 years [IQR, 46-63] and 52% women. Over a median follow-up of 56 weeks [44-76], 119 (1.6%) experienced MACE. Tirzepatide 15 mg/week significantly reduced the risk of MACE (HR, 0.67 [95% CI, 0.51-0.87]), with an IPW-weighted incidence of MACE of 1.1% in the tirzepatide and 1.7 % in the comparator arms. Tirzepatide’s CV efficacy was consistent across subgroups, with more pronounced MACE benefits among individuals with vs. without obesity (P&lt;0.001). In the tirzepatide arm, the hazard of MACE was up to 81% lower in participants who experienced improvements in weight, waist circumference (WC), diastolic blood pressure (DBP), and fasting blood glucose (FBG), among other cardiometabolic components, compared with those without such improvements. Conclusion: Tirzepatide 15 mg/week reduces the risk of MACE by 33% with consistent efficacy across subgroups. Weight loss and reductions in WC, DBP, and FBG during tirzepatide therapy suggest potential long-term benefits for MACE, highlighting their role in personalized treatment recommendations. ",""
"1707-P: Real-World 12-Month Weight Loss Outcomes of Tirzepatide—The Mayo Clinic Experience","https://scispace.com/paper/1707-p-real-world-12-month-weight-loss-outcomes-of-1l3qtha87e","2024","Journal Article","Diabetes","Sima Fansa
Elif Tama
Nancy Safwan
Wissam Ghusn
Diego Anazco
Andrés Acosta
Maria D. Hurtado","10.2337/db24-1707-p","","Introduction: Tirzepatide, a dual GIP/GLP-1 receptor agonist, has been recently approved for the treatment of overweight and obesity given its proven effectiveness and safety in phase 3 clinical trials. In this study, we aim to evaluate weight loss outcomes associated with tirzepatide in the real-world setting. Methods: This is a retrospective cohort study of adults taking tirzepatide for the treatment of overweight or obesity. Endpoints: total body weight loss percentage (TBWL%) at 3, 6, and 12 months; TBWL% difference by type 2 diabetes (T2D) status; proportion of patients achieving ≥5%, ≥10%, ≥15% and ≥20% of TBWL% at 12 months; and side effects. We used paired t-test to assess TBWL% compared to baseline and non-paired t-test to compare TBWL% by T2D status. Results are presented as mean ± standard deviation. Results: We included 200 patients: 78% female, 91% White, age 50±12 y, BMI 39±8 kg/m2, 36.5% with T2D. Most patients were on 15 mg (26.5%) or 7.5 mg (20.0%) of tirzepatide weekly. TBWL% at 3, 6, and 12 months were -9±5% (n= 138, p&amp;lt;0.001), -12±6% (n= 113, p&amp;lt;0.001), and -17±9% (n= 97, p&amp;lt;0.001), respectively. Compared to patients without T2D, those with T2D lost less weight at 12 months: -14±9% vs. -19±9%, p=0.01. The percentages of patients losing ≥5%, ≥10%, ≥15% and ≥20% of TBWL% at 12 months were 90%, 73%, 57%, and 40%. Only 11% and 6% of patients received nutritional and behavioral support, respectively. Side effects were reported by 29% of patients. The most frequent was nausea (18%). Seven patients (4%) discontinued tirzepatide due to side effects. Conclusion: In the real-world setting, tirzepatide led to substantial weight loss at 12 months in patients with and without T2D, comparable to what has been reported in pivotal trials. Future real-world studies with a larger number of participants are needed to better assess the long-term efficacy, safety, and tolerability of tirzepatide in this setting. Disclosure S. Fansa: None. E. Tama: None. N. Safwan: None. W. Ghusn: None. D. Anazco: None. A. Acosta: Consultant; Amgen Inc., Regeneron Pharmaceuticals Inc., Nestlé Health Science, Structure Therapeutics, Inc., Boehringer-Ingelheim. Research Support; Vivus. Consultant; Currax. Other Relationship; Gila Therapeutics, Phenomix Sciences. Speaker's Bureau; Eli Lilly and Company. M.D. Hurtado: None. Funding National Institutes of Health (K12AR084222) ","Real-world weight loss outcomes of tirzepatide are comparable to clinical trial results, with substantial weight loss at 12 months in patients with and without T2D."
"1704-P: Efficacy and Safety of Tirzepatide for Weight Loss—A Meta-analysis of Randomized Controlled Trials","https://scispace.com/paper/1704-p-efficacy-and-safety-of-tirzepatide-for-weight-loss-a-1isy0ykk","2023","Journal Article","Diabetes","Izabela Pera Calvi
Isabela Reis Marques
Eduardo Messias Hirano Padrão
Rhanderson Cardoso
Filipe Moura
V.V. Rafalskiy","10.2337/db23-1704-p","","Tirzepatide (TZP) is a new dual glucose-dependent insulinotropic polypeptide and glucagon-like peptide-1 receptor agonist approved for type 2 diabetes and shown to have substantial efficacy on weight loss. We performed a meta-analysis to assess the efficacy and safety of TZP for weight loss. We searched PubMed, Cochrane and Embase up until July 2022 for RCTs comparing TZP with placebo for the co-primary endpoints of absolute and percent change in weight. Mean difference (MD) and odds ratios (OR) were utilized, respectively, for continuous and binary outcomes. Of 397 search results, 6 studies were included, with 4036 participants. Pooled analysis showed that TZP 5 mg, 10 mg, and 15 mg were more effective than placebo, with MD in body weight change ranging from -7.7 kg (95% CI -11.0, -4.4; p < 0.001) to -11.8 kg (95% CI -17.4, -6.2; p < 0.001) - Figure 1A. The MD in percent change in weight ranged from -8.1% (95% CI -11.0, -5.2; p < 0.001) to -12.4% (95% CI -17.2, -7.5; p < 0.001) - Figure 1B. Adverse events were more frequent with TZP compared with placebo, especially with the 15 mg dose, with respect to nausea (OR 4.2; 95% CI 2.4, 7.5; p < 0.001), vomiting (OR 7.0; 95% CI 4.3, 11.4; p < 0.001), and diarrhea (OR 2.8; 95% CI 1.6, 4.9; p < 0.001). The results support that TZP leads to a significant reduction in body weight and may be a valuable therapeutic option for weight management, despite an increase in gastrointestinal side effects.
 
 
 
 Y.L.L.Mesquita: None. I.P.Calvi: None. I.R.Marques: None. S.A.Cruz: None. E.M.H.Padrao: None. R.Cardoso: None. F.Moura: None. V.V.Rafalskiy: None.
","In this article , the authors performed a meta-analysis to assess the efficacy and safety of Tirzepatide (TZP) for weight loss and found that TZP 5 mg, 10 mg, and 15 mg were more effective than placebo, with MD in body weight change ranging from -7.7 kg (95% CI -11.4, -6.2; p < 0.001) to -12.4%"
"Improved health‐related quality of life with tirzepatide versus semaglutide in adults with obesity or overweight from the <scp>SURMOUNT</scp> ‐5 trial","https://scispace.com/paper/improved-health-related-quality-of-life-with-tirzepatide-pxyb78wvijel","2025","Journal Article","Diabetes, Obesity and Metabolism","Alpana P Shukla
Julia P Dunn
Elisa Gomez-Valderas
Julia Fraseur Brumm
Chrisanthi A. Karanikas
Theresa Hunter Gibble","10.1111/dom.70215","","Abstract Aims In SURMOUNT‐5, tirzepatide led to greater body weight (BW) reduction versus semaglutide in adults with obesity without T2D. Health‐related quality of life (HRQoL) with tirzepatide versus semaglutide in SURMOUNT‐5 was evaluated. Materials and Methods This analysis included on‐treatment data from participants who received ≥1 dose of tirzepatide or semaglutide at their maximum tolerated dose. Changes in prespecified Short Form‐36 Health Survey Version 2 (SF‐36v2) norm‐based scores for the Physical Component Summary (PCS), Mental Component Summary (MCS), and each domain, Patient Health Questionnaire‐9, and Patient Global Impression of Status for Physical Activity scores were assessed at Week 72. Post hoc analysis of changes in SF‐36v2 scores in participants with limited baseline physical function and by BW reduction thresholds was assessed at Week 72. Results Baseline scores were similar between treatments and among BW reduction categories. At Week 72, PCS scores improved from baseline with both treatments ( p &lt; 0.001). However, MCS scores did not show significant improvements from baseline ( p &gt; 0.05 for both treatment arms). All domain scores improved ( p ≤ 0.008), with greater improvements in General Health (GH) with tirzepatide versus semaglutide (5.45 vs. 4.20; p = 0.003). Participants with limited physical function improved in PCS, Physical Functioning (PF), and GH with tirzepatide versus semaglutide ( p ≤ 0.025). Higher BW reductions were associated with more improvement in PCS, PF, Role‐Physical, Bodily Pain (BP), GH, and Vitality scores with tirzepatide and semaglutide (pooled). Conclusions HRQoL improved with tirzepatide and semaglutide, with greater improvement in GH with tirzepatide, especially in participants with limited baseline physical function. Participants who lost the most BW showed the greatest improvements in PF, BP, and GH. ","Tirzepatide improved health-related quality of life in adults with obesity or overweight, particularly in general health and physical functioning, compared to semaglutide, with greater benefits in those with limited baseline physical function and higher body weight reductions."
"#1696673 Weight reduction over time in tirzepatide-treated participants by early weight loss response – post hoc analysis in SURMOUNT-1","https://scispace.com/paper/1696673-weight-reduction-over-time-in-tirzepatide-treated-1z5yxzk3f8","2024","Journal Article","Endocrine Practice","Kimberly Gudzune
Ildiko Lingvay
Dachuang Cao
Donna Mojdami
A. Stefanski
Casey Mast
Clare Lee","10.1016/j.eprac.2024.03.253","","While some obesity treatment guidelines suggest discontinuing anti-obesity medication (AOM) that fails to produce ≥5% weight reduction within 12 weeks, newer AOMs may take longer to achieve full weight loss (WL) benefit given their recommended dose titration schedule. Tirzepatide (TZP) is a once weekly GIP/GLP-1 receptor agonist approved in the US for treatment of type 2 diabetes and obesity. The objective was to assess the baseline characteristics and weight reduction achieved at 24 and 72 weeks in TZP-treated participants by early response status (defined as early responders if ≥5% and slow responders if < 5% weight reduction achieved at Week 12) in SURMOUNT-1. ","This post-hoc analysis of SURMOUNT-1 examines weight reduction in tirzepatide-treated participants by early response status, assessing baseline characteristics and weight loss at 24 and 72 weeks in early responders and slow responders."
"227-OR: Tirzepatide Reduces HbA1c and Body Weight Significantly More than Placebo Regardless of Insulin Sensitivity and Beta-Cell Function—Post Hoc Analysis from SURMOUNT-2","https://scispace.com/paper/227-or-tirzepatide-reduces-hba1c-and-body-weight-1w1mnsab89","2024","Journal Article","Diabetes","TIM HEISE
Hui Wang
Carole Mast
Imane Benabbad
Clare Lee
Bing Liao","10.2337/db24-227-or","","Treatment with tirzepatide (TZP) led to substantial improvements in body weight (BW) and glycemia compared to placebo in participants with obesity and type 2 diabetes (T2D) in SURMOUNT (SM)-2. In this analysis, we assessed whether baseline markers of pancreatic beta cell function and insulin sensitivity were associated with the magnitudes of BW and glycemic reductions. Post hoc analyses examined changes from baseline in BW and HbA1c in SM-2 at 72 weeks across HOMA2-B (computed with C-peptide) and HOMA2-IR (computed with insulin) quartiles (Q) from low (lower beta cell function/insulin resistance) (Q1) to high (Q4) as assessed by a mixed model for repeated measures using efficacy estimand. BW and HbA1c reductions were greater with TZP 10 mg and 15 mg than placebo within each HOMA2-B and HOMA2-IR baseline Q. More participants across all Qs achieved ≥15% BW reduction with TZP (36-63%) than placebo (up to 4%). More participants across all Qs reached HbA1c &amp;lt;5.7% with TZP (ranging from 42-71%) than placebo (up to 6%). TZP was more effective than placebo in reducing BW and HbA1c regardless of beta cell function and insulin resistance in participants with obesity and T2D. BW reductions with TZP trended greater with higher beta cell function, whereas HbA1c reduction trended greater with lower beta cell function. Disclosure T. Heise: Research Support; ADOCIA, AstraZeneca, Biocon, Crinetics Pharmaceuticals, Inc., Eli Lilly and Company, Genova, Novo Nordisk A/S. Consultant; Gan&amp;Lee Pharmaceuticals. Speaker's Bureau; Eli Lilly and Company. Research Support; Altimmune Inc., Sanofi, Zealand Pharma A/S, BIOTON, Civica Foundation, Enyo Pharma, Gan&amp;Lee Pharmaceuticals, Nanexa AB, SamChunDang Pharm. Co. H. Wang: None. C.J. Mast: Employee; Eli Lilly and Company. I. Benabbad: Employee; Eli Lilly and Company. C. Lee: Employee; Eli Lilly and Company. Stock/Shareholder; Eli Lilly and Company. B. Liao: Employee; Eli Lilly and Company. ","Tirzepatide significantly reduces HbA1c and body weight compared to placebo regardless of insulin sensitivity and beta-cell function in participants with obesity and T2D."
"231-OR: Differences in Weight Reduction Efficacy of Tirzepatide in Adults Without vs. With Type 2 Diabetes with Overweight or Obesity in SURMOUNT 1 and 2","https://scispace.com/paper/231-or-differences-in-weight-reduction-efficacy-of-44er4abxws","2024","Journal Article","Diabetes","RODOLFO J. GALINDO
W. Timothy Garvey
LISA M. NEFF
Adam Stefański
Dan Cao
Clare Lee","10.2337/db24-231-or","","Tirzepatide (TZP), a once-weekly GIP and GLP-1 receptor agonist approved in the US for treatment of type 2 diabetes and obesity, led to significant weight reduction (WR) in participants with overweight or obesity without type 2 diabetes (T2D, SURMOUNT (SM)-1) or with T2D (SM-2). Reasons behind higher WR efficacy with obesity treatment observed in people without T2D compared to people with T2D are unknown. We estimated the WR efficacy with TZP in SM-1 vs SM-2 after matching key baseline characteristics. Propensity score matching was used to create a balanced cohort of participants from SM-1 (excluding TZP 5 mg) and SM-2 (excluding those on sulfonylurea or pioglitazone), matched by age, gender, weight, BMI, antidepressant use or depression, and obesity-related comorbidities (ORCs). MMRM was performed to compare the percent of WR at Week 72 between the groups. At baseline, SM-2 cohort was on average older with more males, lower weight, higher HbA1c and higher comorbidity burden, compared to SM-1. The differences in WR remained after balancing baseline characteristics in the propensity matched sample (mean age 51.6 vs 53.9 yrs, females 55% vs 55%, weight 103.3 vs 99.5 kg and ≥2 ORCs 85% vs 85%) (FIG). The differences in WR efficacy with TZP between the SM-1 and SM-2 studies persisted after matching key baseline characteristics suggesting additional contributing factors. Disclosure R.J. Galindo: Consultant; Abbott. Other Relationship; Dexcom, Inc. Consultant; Bayer Inc. Other Relationship; Novo Nordisk, Eli Lilly and Company. Consultant; Boehringer-Ingelheim, AstraZeneca. W. Garvey: Advisory Panel; Novo Nordisk, Eli Lilly and Company, Boehringer-Ingelheim, Inogen, Zealand Pharma A/S, Alnylam Pharmaceuticals, Inc., Pfizer Inc., Merck &amp; Co., Inc., Fractyl Health, Inc., Allurion. Research Support; Novo Nordisk, Eli Lilly and Company, Epitomee, Neurovalens, Pfizer Inc. Consultant; Boehringer-Ingelheim, Eli Lilly and Company. L.M. Neff: Employee; Eli Lilly and Company. Stock/Shareholder; Eli Lilly and Company. A. Stefanski: Employee; Eli Lilly and Company. D. Cao: Employee; Eli Lilly and Company. Stock/Shareholder; Eli Lilly and Company. C. Lee: Employee; Eli Lilly and Company. Stock/Shareholder; Eli Lilly and Company. Funding Eli Lilly and Company ","The differences in weight reduction efficacy of Tirzepatide between adults with and without type 2 diabetes in SURMOUNT 1 and 2 studies persist after matching key baseline characteristics."
