"Paper Title","Paper Link","Publication Year","Publication Type","Publication Title","Author Names","DOI","PDF Link","Relevance","Abstract","Weight Loss Outcomes","Cardiovascular Outcomes","Adverse Events"
"Tirzepatide for Older Adults with Type 2 Diabetes and Without Obesity: A Post Hoc Analysis of the SURPASS Clinical Trials","https://scispace.com/paper/tirzepatide-for-older-adults-with-type-2-diabetes-and-elj7goe9f4x2","2025","Journal Article","Diabetes Therapy","N. Rasouli
J. Wilding
Anita Y M Kwan
Jim S. Paik
Palash Sharma
J. Peleshok","10.1007/s13300-025-01711-0","","- **Relevance Score:** 60/100
- **Relevance Tag:** Partially Relevant
- **Reasoning:** Discusses tirzepatide efficacy and dose‑proportional weight loss in older adults, reports adverse events, but provides no cardiovascular outcome data and only references SURPASS, not SURMOUNT trials.","Tirzepatide, a once-weekly glucose-dependent insulinotropic polypeptide/glucagon-like peptide-1 receptor agonist approved in the US for treating type 2 diabetes (T2D) and obesity, has demonstrated significant improvements in glycated hemoglobin A1c (HbA1c) and clinically meaningful weight loss in the SURPASS-1 to -5 clinical trials. This post hoc analysis examined the safety and efficacy results for tirzepatide in older participants with T2D who do not have obesity. A post hoc analysis was conducted on a subgroup of participants aged ≥ 65 years with a body mass index (BMI) < 30 kg/m2 amongst the pooled SURPASS-1 through -5 clinical trial populations. Primary efficacy endpoints and safety were assessed for both this subgroup and overall pooled populations. Participants aged ≥ 65 years with BMI < 30 kg/m2 treated with tirzepatide experienced clinically meaningful HbA1c reduction (− 1.97 to − 2.10%) regardless of the assigned randomized maintenance dose. In contrast, a dose-proportional HbA1c decrease was observed in the overall population. Weight reduction in this subgroup was dose-proportional but numerically lower than in the overall population. Older participants without obesity were more likely to discontinue treatment due to adverse events (AEs), although the overall incidence of AEs was low in this subgroup. The incidence of hypoglycemia in this group was consistent with that of the overall cohort, regardless of concurrent insulin or sulfonylurea use. Tirzepatide may be an effective treatment for older adults without obesity, and in this post hoc analysis, it was associated with clinically relevant HbA1c reduction and dose-proportional weight loss without increasing hypoglycemic risk.","","",""
"Emerging Role of GLP-1 Agonists in Obesity: A Comprehensive Review of Randomised Controlled Trials","https://scispace.com/paper/emerging-role-of-glp-1-agonists-in-obesity-a-comprehensive-3ccy71iw","2023","Journal Article","International Journal of Molecular Sciences","Mihaela Popoviciu
Lorena Păduraru
Galal Yahya
Kamel Metwally
Simona Cavalu","10.3390/ijms241310449","https://scispace.com/pdf/emerging-role-of-glp-1-agonists-in-obesity-a-comprehensive-3ccy71iw.pdf","- **Relevance Score:** 60/100
- **Relevance Tag:** Partially Relevant
- **Reasoning:** Discusses tirzepide, its weight‑loss effects and adverse events, but provides no cardiovascular outcome data and does not reference SURMOUNT trials.","Obesity is a chronic disease with high prevalence and associated comorbidities, making it a growing global concern. These comorbidities include type 2 diabetes, hypertension, ventilatory dysfunction, arthrosis, venous and lymphatic circulation diseases, depression, and others, which have a negative impact on health and increase morbidity and mortality. GLP-1 agonists, used to treat type 2 diabetes, have been shown to be effective in promoting weight loss in preclinical and clinical studies. This review summarizes numerous studies conducted on the main drugs in the GLP-1 agonists class, outlining the maximum achievable weight loss. Our aim is to emphasize the active role and main outcomes of GLP-1 agonists in promoting weight loss, as well as in improving hyperglycemia, insulin sensitivity, blood pressure, cardio–metabolic, and renal protection. We highlight the pleiotropic effects of these medications, along with their indications, contraindications, and precautions for both diabetic and non-diabetic patients, based on long-term follow-up studies.","","",""
"Tirzepatide Associated With Improved Health‐Related Quality of Life in Adults With Obesity or Overweight in <scp>SURMOUNT</scp>‐4","https://scispace.com/paper/tirzepatide-associated-with-improved-health-related-quality-r08bgjm2dej6","2025","Journal Article","Obesity","Theresa Hunter
Dachuang Cao
Madhumita Murphy
Irina Jouravskaya
Birong Liao
Harold Bays","10.1002/oby.70011","","- **Relevance Score:** 60/100
- **Relevance Tag:** Partially Relevant
- **Reasoning:** Evaluates tirzepatide's effect on HRQoL and weight changes in SURMOUNT‑4, but does not address cardiovascular outcomes or adverse events.","ABSTRACT Objective In SURMOUNT‐4, participants with obesity or overweight regained substantial weight after tirzepatide withdrawal, whereas continued treatment resulted in additional weight reduction. We evaluated the effect of continued tirzepatide treatment on health‐related quality of life (HRQoL) in SURMOUNT‐4. Methods Participants who achieved tirzepatide maximum tolerated dose (MTD; 10 or 15 mg; N = 670) during a 36‐week (W) lead‐in period were randomized (1:1) to continue receiving tirzepatide MTD or switch to placebo through W88. HRQoL was assessed using patient‐reported outcomes (PROs: SF‐36v2, IWQOL‐Lite‐CT, EQ‐5D‐5L). Post hoc analysis included changes in PROs by weight reduction categories and baseline Patient Global Impression of Status for physical activity response categories among tirzepatide‐treated participants and by weight regain categories in the placebo group. Results Tirzepatide treatment was associated with improved PROs from W0 to W36, and these improvements were maintained from W36 to W88 with continued tirzepatide treatment versus placebo. Tirzepatide‐treated participants with greater weight reduction and those with physical function limitations at baseline showed numerically greater improvements in PROs. Greater weight regain among participants who switched to placebo was associated with worsening of PROs. Conclusions In participants with overweight or obesity, continued tirzepatide treatment was associated with maintaining HRQoL improvement, while treatment withdrawal resulted in worsening of HRQoL. Trial Registration: ClinicalTrials.gov identifier NCT04660643. ","","",""
"1707-P: Real-World 12-Month Weight Loss Outcomes of Tirzepatide—The Mayo Clinic Experience","https://scispace.com/paper/1707-p-real-world-12-month-weight-loss-outcomes-of-1l3qtha87e","2024","Journal Article","Diabetes","Sima Fansa
Elif Tama
Nancy Safwan
Wissam Ghusn
Diego Anazco
Andrés Acosta
Maria D. Hurtado","10.2337/db24-1707-p","","- **Relevance Score:** 60/100
- **Relevance Tag:** Partially Relevant
- **Reasoning:** Reports real-world tirzepatide weight loss and side effects; lacks cardiovascular outcomes and SURMOUNT trial discussion.","Introduction: Tirzepatide, a dual GIP/GLP-1 receptor agonist, has been recently approved for the treatment of overweight and obesity given its proven effectiveness and safety in phase 3 clinical trials. In this study, we aim to evaluate weight loss outcomes associated with tirzepatide in the real-world setting. Methods: This is a retrospective cohort study of adults taking tirzepatide for the treatment of overweight or obesity. Endpoints: total body weight loss percentage (TBWL%) at 3, 6, and 12 months; TBWL% difference by type 2 diabetes (T2D) status; proportion of patients achieving ≥5%, ≥10%, ≥15% and ≥20% of TBWL% at 12 months; and side effects. We used paired t-test to assess TBWL% compared to baseline and non-paired t-test to compare TBWL% by T2D status. Results are presented as mean ± standard deviation. Results: We included 200 patients: 78% female, 91% White, age 50±12 y, BMI 39±8 kg/m2, 36.5% with T2D. Most patients were on 15 mg (26.5%) or 7.5 mg (20.0%) of tirzepatide weekly. TBWL% at 3, 6, and 12 months were -9±5% (n= 138, p&amp;lt;0.001), -12±6% (n= 113, p&amp;lt;0.001), and -17±9% (n= 97, p&amp;lt;0.001), respectively. Compared to patients without T2D, those with T2D lost less weight at 12 months: -14±9% vs. -19±9%, p=0.01. The percentages of patients losing ≥5%, ≥10%, ≥15% and ≥20% of TBWL% at 12 months were 90%, 73%, 57%, and 40%. Only 11% and 6% of patients received nutritional and behavioral support, respectively. Side effects were reported by 29% of patients. The most frequent was nausea (18%). Seven patients (4%) discontinued tirzepatide due to side effects. Conclusion: In the real-world setting, tirzepatide led to substantial weight loss at 12 months in patients with and without T2D, comparable to what has been reported in pivotal trials. Future real-world studies with a larger number of participants are needed to better assess the long-term efficacy, safety, and tolerability of tirzepatide in this setting. Disclosure S. Fansa: None. E. Tama: None. N. Safwan: None. W. Ghusn: None. D. Anazco: None. A. Acosta: Consultant; Amgen Inc., Regeneron Pharmaceuticals Inc., Nestlé Health Science, Structure Therapeutics, Inc., Boehringer-Ingelheim. Research Support; Vivus. Consultant; Currax. Other Relationship; Gila Therapeutics, Phenomix Sciences. Speaker's Bureau; Eli Lilly and Company. M.D. Hurtado: None. Funding National Institutes of Health (K12AR084222) ","","",""
"Tirzepatide vs. semaglutide for obesity, glycemic control, and cardiovascular outcomes: a narrative review of clinical trials","https://scispace.com/paper/5Z-ie_ikCzsJ","","","","MH Harbi
AM Ashour
NM Alorfi
MM Aldurdunji","","https://www.frontiersin.org/journals/medicine/articles/10.3389/fmed.2026.1764664/pdf","- **Relevance Score:** 60/100
- **Relevance Tag:** Partially Relevant
- **Reasoning:** Uses tirzepatide to compare weight loss, glycemic control, and cardiovascular outcomes versus semaglutide, but provides no adverse‑event discussion and does not reference SURMOUNT trials.","","","",""
"An observational study of cardiovascular outcomes of tirzepatide vs glucagon-like peptide-1 receptor agonists","https://scispace.com/paper/an-observational-study-of-cardiovascular-outcomes-of-8ai927yisoue","2025","Journal Article","","Sourbha S. Dani
Bhargav Makwana
Sumanth Khadke
Ashish Kumar
Pardeep S. Jhund
Khurram Nasir
N. Sattar
Sadeer Al-Kindi
G. Fonarow
Javed Butler
Deepak L. Bhatt
M. Kosiborod
Anju Nohria
S. Ganatra","10.1016/j.jacadv.2025.101740","","- **Relevance Score:** 60/100
- **Relevance Tag:** Partially Relevant
- **Reasoning:** Shows tirzepatide’s cardiovascular benefits and mentions weight loss effects, but provides no adverse event data and does not reference SURMOUNT trials.","Background While cardiovascular benefits of tirzepatide, a glucose-dependent insulinotropic peptide/glucagon-like peptide-1 receptor agonist in patients with type 2 diabetes mellitus (T2DM), and its comparative effectiveness vs glucagon-like peptide-1 receptor agonists (GLP-1RAs) is studied in randomized controlled trials, real-world outcomes may provide critical insights. Objectives The purpose of this study was to examine the cardiovascular benefits of tirzepatide vs GLP-1RA in people living with overweight or obesity, with T2DM, age ≥40 years, and pre-existing ischemic heart disease (IHD). Methods A retrospective cohort analysis of de-identified, aggregate patient data from the TriNetX research network was conducted. People with T2DM, age ≥40 years, pre-existing IHD, and body mass index ≥25 kg/m2 receiving either tirzepatide or GLP-1RA were identified and divided into 2 groups (tirzepatide vs GLP-1RA). After propensity score matching, Cox-proportional HRs were used to compare efficacy and safety outcomes during 1-year follow-up. Results Among 47,719 adults, 753 received tirzepatide, and 46,966 were on GLP-1RA. After propensity score matching, each group had 751 adults (mean age 59.9 ± 8.9 years, 46.5% females, 74.8% White adults in the tirzepatide group). Treatment with tirzepatide was associated with lower primary composite outcomes of acute myocardial infarction, ischemic stroke, and all-cause mortality (HR: 0.60, 95% CI: 0.43-0.84, P < 0.001). Individually, acute myocardial infarction (HR: 0.59, 95% CI: 0.38-0.91) and all-cause mortality (HR: 0.35, 95% CI: 0.14-0.88, P = 0.001) were also found to be favorable in the tirzepatide group. Conclusions Tirzepatide use is associated with better outcomes in adults aged 40 years or older with T2DM, body mass index ≥25 kg/m2, and pre-existing IHD.","","",""
"Tirzepatide versus insulin glargine as second-line or third-line therapy in type 2 diabetes in the Asia-Pacific region: the SURPASS-AP-Combo trial","https://scispace.com/paper/tirzepatide-versus-insulin-glargine-as-second-line-or-third-1gn2n8zf","2023","Journal Article","Nature Medicine","Leili Gao
Byung Wan Lee
Manoj Chawla
Li Huo
Li Ying Du
Li Jin","10.1038/s41591-023-02344-1","https://scispace.com/pdf/tirzepatide-versus-insulin-glargine-as-second-line-or-third-1gn2n8zf.pdf","- **Relevance Score:** 60/100
- **Relevance Tag:** Partially Relevant
- **Reasoning:** Shows tirzepatide reduces HbA1c and body weight, reports mild GI adverse events, but does not address cardiovascular outcomes or mention SURMOUNT trials.","Tirzepatide is a once-weekly GIP/GLP-1 receptor agonist. In this phase 3, randomized, open-label trial, insulin-naive adults (≥18 years of age) with type 2 diabetes (T2D) uncontrolled on metformin (with or without a sulphonylurea) were randomized 1:1:1:1 to weekly tirzepatide 5 mg, 10 mg or 15 mg or daily insulin glargine at 66 hospitals in China, South Korea, Australia and India. The primary endpoint was non-inferiority of mean change in hemoglobin A1c (HbA1c) from baseline to week 40 after treatment with 10 mg and 15 mg of tirzepatide. Key secondary endpoints included non-inferiority and superiority of all tirzepatide doses in HbA1c reduction, proportions of patients achieving HbA1c < 7.0% and weight loss at week 40. A total of 917 patients (763 (83.2%) in China) were randomized to tirzepatide 5 mg (n = 230), 10 mg (n = 228) or 15 mg (n = 229) or insulin glargine (n = 230). All doses of tirzepatide were non-inferior and superior to insulin glargine for least squares mean (s.e.) reduction in HbA1c from baseline to week 40: tirzepatide 5 mg, 10 mg and 15 mg, −2.24% (0.07), −2.44% (0.07) and −2.49% (0.07), respectively, and insulin glargine, −0.95% (0.07), with a treatment difference ranging from −1.29% to −1.54% (all P < 0.001). Proportions of patients achieving HbA1c < 7.0% at week 40 were greater in tirzepatide 5-mg (75.4%), 10-mg (86.0%) and 15-mg (84.4%) groups compared to insulin glargine (23.7%) (all P < 0.001). All tirzepatide doses led to superior body weight reduction at week 40: tirzepatide 5 mg, 10 mg and 15 mg, −5.0 kg (−6.5%), −7.0 kg (−9.3%) and −7.2 kg (−9.4%), respectively, compared to insulin glargine, 1.5 kg (+2.1%) (all P < 0.001). The most common adverse events with tirzepatide were mild to moderate decreased appetite, diarrhea and nausea. No severe hypoglycemia was reported. Tirzepatide demonstrated superior reductions in HbA1c versus insulin glargine in an Asia-Pacific, predominately Chinese, population with T2D and was generally well tolerated. ClinicalTrials.gov registration: NCT04093752 . Findings from the SURPASS-AP-Combo trial demonstrate that addition of tirzepatide is non-inferior and superior to insulin glargine for glycemic outcomes at 40 weeks when used as second-line or third-line therapy in an Asia-Pacific (predominantly Chinese) population with type 2 diabetes. ","","",""
"1704-P: Efficacy and Safety of Tirzepatide for Weight Loss—A Meta-analysis of Randomized Controlled Trials","https://scispace.com/paper/1704-p-efficacy-and-safety-of-tirzepatide-for-weight-loss-a-1isy0ykk","2023","Journal Article","Diabetes","Izabela Pera Calvi
Isabela Reis Marques
Eduardo Messias Hirano Padrão
Rhanderson Cardoso
Filipe Moura
V.V. Rafalskiy","10.2337/db23-1704-p","","- **Relevance Score:** 60/100
- **Relevance Tag:** Partially Relevant
- **Reasoning:** Analyzes tirzepatide’s weight‑loss efficacy and reports increased gastrointestinal adverse events, but does not address cardiovascular outcomes or SURMOUNT trials.","Tirzepatide (TZP) is a new dual glucose-dependent insulinotropic polypeptide and glucagon-like peptide-1 receptor agonist approved for type 2 diabetes and shown to have substantial efficacy on weight loss. We performed a meta-analysis to assess the efficacy and safety of TZP for weight loss. We searched PubMed, Cochrane and Embase up until July 2022 for RCTs comparing TZP with placebo for the co-primary endpoints of absolute and percent change in weight. Mean difference (MD) and odds ratios (OR) were utilized, respectively, for continuous and binary outcomes. Of 397 search results, 6 studies were included, with 4036 participants. Pooled analysis showed that TZP 5 mg, 10 mg, and 15 mg were more effective than placebo, with MD in body weight change ranging from -7.7 kg (95% CI -11.0, -4.4; p < 0.001) to -11.8 kg (95% CI -17.4, -6.2; p < 0.001) - Figure 1A. The MD in percent change in weight ranged from -8.1% (95% CI -11.0, -5.2; p < 0.001) to -12.4% (95% CI -17.2, -7.5; p < 0.001) - Figure 1B. Adverse events were more frequent with TZP compared with placebo, especially with the 15 mg dose, with respect to nausea (OR 4.2; 95% CI 2.4, 7.5; p < 0.001), vomiting (OR 7.0; 95% CI 4.3, 11.4; p < 0.001), and diarrhea (OR 2.8; 95% CI 1.6, 4.9; p < 0.001). The results support that TZP leads to a significant reduction in body weight and may be a valuable therapeutic option for weight management, despite an increase in gastrointestinal side effects.
 
 
 
 Y.L.L.Mesquita: None. I.P.Calvi: None. I.R.Marques: None. S.A.Cruz: None. E.M.H.Padrao: None. R.Cardoso: None. F.Moura: None. V.V.Rafalskiy: None.
","","",""
"The relation between tirzepatide and adverse cardiovascular events or renal adverse events: a meta-analysis based on randomized controlled trials","https://scispace.com/paper/the-relation-between-tirzepatide-and-adverse-cardiovascular-wimh0219fnik","2025","Journal Article","Diabetology & Metabolic Syndrome","Lishen Liu
Jingqi Chen
Xiaoming Zhang
Sidong Zhu
Tianfu Dai
Qingping Wu
Yinchao Fang","10.1186/s13098-025-02064-1","https://link.springer.com/content/pdf/10.1186/s13098-025-02064-1.pdf","- **Relevance Score:** 60/100
- **Relevance Tag:** Partially Relevant
- **Reasoning:** Analyzes tirzepatide’s risk of adverse cardiovascular and renal events in T2DM/obesity; does not address weight loss or reference SURMOUNT trials.","This meta-analysis aimed to evaluate the relation between tirzepatide exposure and the risk of adverse cardiovascular or renal events in participants with type 2 diabetes mellitus (T2DM) or obesity. A comprehensive search was conducted from inception until 17th September 2025 across PubMed, Web of Science, EMBASE, ScienceDirect, and ClinicalTrials.gov. Randomized controlled trials (RCTs) comparing tirzepatide with a control group (placebo or other active treatments) in participants with T2DM or obesity that reported adverse cardiovascular events (myocardial infarction (MI), coronary artery disease (CAD), heart failure (HF), and stroke) or adverse renal events (urinary tract infections, kidney stones, renal impairment, renal cell carcinoma) were included. Risk ratios (RR) with 95% confidence intervals (CI) were set to evaluate. A total of 20 RCTs involving 15,905 participants were included. Overall, no significant relation was observed between tirzepatide exposure and adverse cardiovascular events (RR = 0.83, 95%CI: 0.63–1.08, p = 0.16, I²=0%) or adverse renal events (RR = 1.22, 95%CI: 0.78–1.89, p = 0.39, I²=0%) compared with the control group. Subgroup analyses based on indication (T2DM or obesity), subtype of adverse cardiovascular events, subtype of adverse renal events, dose of tirzepatide, and type of comparator showed no significant differences between the tirzepatide and control groups. In participants with T2DM or obesity, no significant difference between exposure group and control group was observed in our findings. However, longer-term safety, especially in high-risk groups, cannot be ascertained due to heterogeneous outcome definitions and short follow-up durations. The study was registered with PROSPERO and the ID number is CRD420251054743.","","",""
"Indirect comparative efficacy and safety of tirzepatide 10 and 15 mg versus semaglutide 2.4 mg for the management of obesity and overweight in patients with type 2 diabetes.","https://scispace.com/paper/40537987","2025","Journal Article","Diabetes, obesity & metabolism","Ciudin
Johansson
Zimner-Rapuch
Dimitriadis
Bertrand
Curteis
Clark
Fan
Sapin
Bergmann","10.1111/dom.16508","https://www.ncbi.nlm.nih.gov/pmc/articles/PMC12326929/pdf","- **Relevance Score:** 60/100
- **Relevance Tag:** Partially Relevant
- **Reasoning:** Compares tirzepatide (including SURMOUNT‑2) to semaglutide for obesity/overweight in T2D, addressing efficacy and safety but lacking cardiovascular outcome data.","This indirect treatment comparison (ITC) compared the efficacy and safety of tirzepatide with semaglutide for managing obesity or overweight in participants with type 2 diabetes (T2D), informed by the pivotal trials SURMOUNT-2 and STEP 2.","","",""
"Tirzepatide: A Novel, Once-weekly Dual GIP and GLP-1 Receptor Agonist for the Treatment of Type 2 Diabetes","https://scispace.com/paper/tirzepatide-a-novel-once-weekly-dual-gip-and-glp-1-receptor-1dauwwj6","2022","Journal Article","Endocrinology","Shizuka Kaneko","10.17925/ee.2022.18.1.10","https://scispace.com/pdf/tirzepatide-a-novel-once-weekly-dual-gip-and-glp-1-receptor-1dauwwj6.pdf","- **Relevance Score:** 60/100
- **Relevance Tag:** Partially Relevant
- **Reasoning:** Discusses tirzepatide’s weight‑loss effects and safety profile in SURPASS trials, but lacks cardiovascular outcome data and does not mention SURMOUNT studies.","Gastrointestinal hormones are currently used to treat type 2 diabetes mellitus (T2D). Incretin preparations with gastric inhibitory polypeptide (GIP) activity or glucagon-like peptide-1 (GLP-1) provide new means for controlling blood glucose levels, body weight, and lipid metabolism. GIP, an incretin, has not been used due to lack of promising action against diabetes. However, recent studies have shown that GIP has an important effect on glucagon and insulin secretion under normoglycaemic conditions. Co-existence of GIP with GLP-1 and glucagon signalling leads to a stronger effect than that of GLP-1 stimulation alone. The development of a GIP/GLP-1R unimolecular dual agonist with affinity for both GIP and GLP-1 receptors is under investigation, and the drug is expected to be clinically available in the near future. Tirzepatide, a GIP/GLP-1R unimolecular dual agonist, regulates metabolism via both peripheral organs and the central nervous system. The SURPASS phase III clinical trials conducted for tirzepatide comprise 10 clinical trials, including five global trials and the global SURPASS-CVOT trial, with >13,000 patients with T2D (ClinicalTrials.gov Identifier: NCT04255433). The clinical application of tirzepatide as a therapy for T2D may provide new insights into diabetic conditions and help clarify the role of GIP in its pathogenesis. ","","",""
"Association between weight reduction achieved with tirzepatide and quality of life in adults with obesity: Results from the <scp>SURMOUNT</scp>‐1 study","https://scispace.com/paper/association-between-weight-reduction-achieved-with-zmvtjl137bjf","2024","Journal Article","Diabetes, Obesity and Metabolism","Kimberly A. Gudzune
Adam Stefański
Dachuang Cao
Donna Mojdami
Fangyu Wang
Nadia Ahmad
Jiat Ling Poon","10.1111/dom.16046","","- **Relevance Score:** 60/100
- **Relevance Tag:** Partially Relevant
- **Reasoning:** Evaluates tirzepatide‑induced weight loss and HRQoL in SURMOUNT‑1; does not address cardiovascular outcomes or adverse events.","Abstract Aims The SURMOUNT‐1 trial investigated effects of tirzepatide, a glucose‐dependent insulinotropic polypeptide and glucagon‐like peptide‐1 receptor agonist, on body weight in participants with obesity or overweight. This analysis evaluated changes in patient‐reported outcomes (PROs) assessing physical function, psychosocial well‐being, and overall health aspects of participants' health‐related quality of life (HRQoL) in SURMOUNT‐1. Methods PRO instruments included the Impact of Weight on Quality of Life‐Lite Clinical Trials version (IWQOL‐Lite‐CT), Short Form Survey‐36 version 2 (SF‐36v2) and EQ‐5D‐5L. Scores were analysed by treatment group and by categorical degree of weight reduction group: &gt;0 to &lt;5%, ≥5 to &lt;10%, ≥10 to &lt;20% and ≥20%. Relevant PROs were evaluated for participants with or without physical or psychosocial limitations at baseline, as measured by Patient Global Impression of Status for physical activity (PGIS) and Patient Health Questionnaire‐2 (PHQ‐2), respectively. Results All tirzepatide groups demonstrated significant improvements in PRO scores versus placebo. There was a consistent trend of incremental PRO improvement with greater degrees of weight reduction, starting from ≥5% weight reduction. Participants achieving ≥20% weight reduction demonstrated the greatest changes from baseline to week 72 (SF‐36v2 Physical Component Summary, 4.60; SF‐36v2 Mental Component Summary, 0.80; IWQOL‐Lite CT Total score, 24.7). Those with baseline physical and psychosocial limitations experienced greater improvements than those without. Conclusions Tirzepatide treatment was associated with improved HRQoL compared to placebo in people with overweight or obesity. Higher percentages of weight reduction were associated with greater improvements. Clinical trial registration number for SURMOUNT‐1: NCT04184622. ","","",""
"Clinical Insight on Semaglutide for Chronic Weight Management in Adults: Patient Selection and Special Considerations","https://scispace.com/paper/clinical-insight-on-semaglutide-for-chronic-weight-11mrlgoi","2022","Journal Article","Drug Design Development and Therapy","","10.2147/dddt.s365416","https://scispace.com/pdf/clinical-insight-on-semaglutide-for-chronic-weight-11mrlgoi.pdf","- **Relevance Score:** 60/100
- **Relevance Tag:** Partially Relevant
- **Reasoning:** Mentions tirzepide achieving ~20.9% weight loss and being tested in SURMOUNT trials, but lacks cardiovascular outcome or adverse event details.","Losses of 5-10% or more of initial body weight are associated with improvements in obesity-related comorbidities. However, attaining and sustaining this level of weight loss is challenging. The novel anti-obesity medication semaglutide 2.4 mg injected subcutaneously once weekly as an adjunct to a reduced-calorie diet and physical activity helps patients achieve average losses of 9.6-17.4% of initial body weight at week 68, as well as improvements in cardiometabolic and psychosocial indices. Despite these average benefits, prescribers should carefully assess the suitability of patients for this medication. In this paper, we discuss considerations for the selection of individuals who are candidates for semaglutide and special considerations related to the use of this medication. These include its efficacy and safety, as well as its contraindications, potential adverse effects, management of comorbidities and drug interactions, insurance coverage and cost, and patient preferences. ","","",""
"Comparative efficacy of tirzepatide, liraglutide, and semaglutide in reduction of risk of major adverse cardiovascular events in patients with obstructive sleep apnea …","https://scispace.com/paper/fWnMf7tfCjQJ","","","","AE Henney
DR Riley
M Anson","","","- **Relevance Score:** 60/100
- **Relevance Tag:** Partially Relevant
- **Reasoning:** Compares tirzepatide, liraglutide, semaglutide for major cardiovascular event risk reduction and notes weight loss magnitude, but omits adverse events and SURMOUNT trial details.","","","",""
"Heart failure with preserved ejection fraction and obesity: emerging metabolic therapeutic strategies","https://scispace.com/paper/heart-failure-with-preserved-ejection-fraction-and-obesity-arwanhdy0bzx","2025","Journal Article","Diabetology & Metabolic Syndrome","Wenwen Zheng
Qianxian Qi
Jie Li
Chao‐Jie He
Hongyan Fan","10.1186/s13098-025-01917-z","https://scispace.compdf/heart-failure-with-preserved-ejection-fraction-and-obesity-arwanhdy0bzx.pdf","- **Relevance Score:** 60/100
- **Relevance Tag:** Partially Relevant
- **Reasoning:** Discusses tirzepatide’s effects on weight loss and cardiovascular outcomes in obese HFpEF patients, but lacks adverse event details and does not reference SURMOUNT trials.","The global prevalence of obesity is rapidly in creasing, significantly increasing the incidence of heart failure with preserved ejection fraction (HFpEF). Obesity, one of the most common clinical phenotypes of HFpEF, facilitates the onset and progression of HFpEF via multiple pathophysiological mechanisms. Lifestyle intervention, which serves as the cornerstone of weight loss, plays a crucial role in the management of HFpEF. Novel antidiabetic therapies, including sodium glucose cotransporter 2 inhibitors (SGLT2i), glucagon-like peptide-1 receptor agonists (GLP-1 RA), and glucose‒dependent insulinotropic polypeptide (GIP)/glucagon‒like peptide-1 (GLP-1) dual receptor agonists, have favourable effects on clinical outcomes in obese HFpEF patients. For patients with heart failure (HF) prior to bariatric surgery (BSx), there is moderate evidence supporting the efficacy and safety of the procedure. This review systematically summarizes the clinical evidence related to metabolic therapy treatment strategies for obese HFpEF patients and discusses the potential advantages of such therapy. ","","",""
"Tirzepatide and blood pressure reduction: stratified analyses of the SURMOUNT-1 randomised controlled trial.","https://scispace.com/paper/39084707","2024","Journal Article","Heart (British Cardiac Society)","Krumholz
de Lemos
Sattar
Linetzky
Sharma
Mast
Ahmad
Bunck
Stefanski","10.1136/heartjnl-2024-324170","https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11420724/pdf","- **Relevance Score:** 60/100
- **Relevance Tag:** Partially Relevant
- **Reasoning:** Uses tirzepatide in the SURMOUNT-1 trial to achieve weight loss and blood pressure reduction; does not report cardiovascular outcomes or adverse events.","Treating obesity may be a pathway to prevent and control hypertension. In the SURMOUNT-1 trial in people with obesity or overweight with weight-related complications, 72-week tirzepatide treatment led to clinically meaningful body weight and blood pressure reduction. Post hoc analyses were conducted to further explore the effects of tirzepatide on the pattern of blood pressure reduction and whether the effects were consistent across various subgroups.","","",""
