"Paper Title","Paper Link","Publication Year","Publication Type","Publication Title","Author Names","DOI","PDF Link","Abstract"
"Convolutional Neural Networks Accurately Identify Ungradable Images in a Diabetic Retinopathy Telemedicine Screening Program.","https://scispace.com/paper/36730708","2023","Journal Article","Telemedicine journal and e-health : the official journal of the American Telemedicine Association","Bryan
Bryar
Mirza","10.1089/tmj.2022.0357","",""
"Comparative Analysis of Vision Transformers and Conventional Convolutional Neural Networks in Detecting Referable Diabetic Retinopathy.","https://scispace.com/paper/39165694","2024","Journal Article","Ophthalmology science","Goh
Ang
Srinivasan
Lei
Loh
Quek
Xue
Xu
Liu
Cheng
Rajapakse
Tham","10.1016/j.xops.2024.100552","https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11334703/pdf","Vision transformers (ViTs) have shown promising performance in various classification tasks previously dominated by convolutional neural networks (CNNs). However, the performance of ViTs in referable diabetic retinopathy (DR) detection is relatively underexplored. In this study, using retinal photographs, we evaluated the comparative performances of ViTs and CNNs on detection of referable DR."
"Diabetic Retinopathy Grading by Deep Graph Correlation Network on Retinal Images Without Manual Annotations.","https://scispace.com/paper/35492360","2022","Journal Article","Frontiers in medicine","Zhang
Sun
Chen
Gao
Zhang
Li
Yang","10.3389/fmed.2022.872214","https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9046841/pdf","Diabetic retinopathy, as a severe public health problem associated with vision loss, should be diagnosed early using an accurate screening tool. While many previous deep learning models have been proposed for this disease, they need sufficient professional annotation data to train the model, requiring more expensive and time-consuming screening skills."
"A CNN-Transformer fusion network for Diabetic retinopathy image classification.","https://scispace.com/paper/41151189","2025","Journal Article","Computerized medical imaging and graphics : the official journal of the Computerized Medical Imaging Society","Huang
Ai
She
Li
Wei
Xu
Lu
Zeng","10.1016/j.compmedimag.2025.102655","","Diabetic retinopathy (DR) is a leading cause of blindness worldwide, yet current diagnosis relies on labor-intensive and subjective fundus image interpretation. Here we present a convolutional neural network-transformer fusion model (DR-CTFN) that integrates ConvNeXt and Swin Transformer algorithms with a lightweight attention block (LAB) to enhance feature extraction. To address dataset imbalance, we applied standardized preprocessing and extensive image augmentation. On the Kaggle EyePACS dataset, DR-CTFN outperformed ConvNeXt and Swin Transformer in accuracy by 3.14% and 8.39%, while also achieving a superior area under the curve (AUC) by 1% and 26.08%. External validation on APTOS 2019 Blindness Detection and a clinical DR dataset yielded accuracies of 84.45% and 85.31%, with AUC values of 95.22% and 95.79%, respectively. These results demonstrate that DR-CTFN enables rapid, robust, and precise DR detection, offering a scalable approach for early diagnosis and prevention of vision loss, thereby enhancing the quality of life for DR patients."
"HDR-EfficientNet: A Classification of Hypertensive and Diabetic Retinopathy Using Optimize EfficientNet Architecture.","https://scispace.com/paper/37892058","2023","Journal Article","Diagnostics (Basel, Switzerland)","Abbas
Daadaa
Rashid
Sajid
Ibrahim","10.3390/diagnostics13203236","https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10606674/pdf","Hypertensive retinopathy (HR) and diabetic retinopathy (DR) are retinal diseases closely associated with high blood pressure. The severity and duration of hypertension directly impact the prevalence of HR. The early identification and assessment of HR are crucial to preventing blindness. Currently, limited computer-aided methods are available for detecting HR and DR. These existing systems rely on traditional machine learning approaches, which require complex image processing techniques and are often limited in their application. To address this challenge, this work introduces a deep learning (DL) method called HDR-EfficientNet, which aims to provide an efficient and accurate approach to identifying various eye-related disorders, including diabetes and hypertensive retinopathy. The proposed method utilizes an EfficientNet-V2 network for end-to-end training focused on disease classification. Additionally, a spatial-channel attention method is incorporated into the approach to enhance its ability to identify specific areas of damage and differentiate between different illnesses. The HDR-EfficientNet model is developed using transfer learning, which helps overcome the challenge of imbalanced sample classes and improves the network's generalization. Dense layers are added to the model structure to enhance the feature selection capacity. The performance of the implemented system is evaluated using a large dataset of over 36,000 augmented retinal fundus images. The results demonstrate promising accuracy, with an average area under the curve (AUC) of 0.98, a specificity (SP) of 96%, an accuracy (ACC) of 98%, and a sensitivity (SE) of 95%. These findings indicate the effectiveness of the suggested HDR-EfficientNet classifier in diagnosing HR and DR. In summary, the HDR-EfficientNet method presents a DL-based approach that offers improved accuracy and efficiency for the detection and classification of HR and DR, providing valuable support in diagnosing and managing these eye-related conditions."
"Diabetic retinopathy classification based on multipath CNN and machine learning classifiers.","https://scispace.com/paper/34033015","2021","Journal Article","Physical and engineering sciences in medicine","Gayathri
Gopi
Palanisamy","10.1007/s13246-021-01012-3","","Eye care professionals generally use fundoscopy to confirm the occurrence of Diabetic Retinopathy (DR) in patients. Early DR detection and accurate DR grading are critical for the care and management of this disease. This work proposes an automated DR grading method in which features can be extracted from the fundus images and categorized based on severity using deep learning and Machine Learning (ML) algorithms. A Multipath Convolutional Neural Network (M-CNN) is used for global and local feature extraction from images. Then, a machine learning classifier is used to categorize the input according to the severity. The proposed model is evaluated across different publicly available databases (IDRiD, Kaggle (for DR detection), and MESSIDOR) and different ML classifiers (Support Vector Machine (SVM), Random Forest, and J48). The metrics selected for model evaluation are the False Positive Rate (FPR), Specificity, Precision, Recall, F1-score, K-score, and Accuracy. The experiments show that the best response is produced by the M-CNN network with the J48 classifier. The classifiers are evaluated across the pre-trained network features and existing DR grading methods. The average accuracy obtained for the proposed work is 99.62% for DR grading. The experiments and evaluation results show that the proposed method works well for accurate DR grading and early disease detection."
"Accuracy of Diabetic Retinopathy Staging with a Deep Convolutional Neural Network Using Ultra-Wide-Field Fundus Ophthalmoscopy and Optical Coherence Tomography Angiography.","https://scispace.com/paper/33884202","2021","Journal Article","Journal of ophthalmology","Nagasawa
Tabuchi
Masumoto
Morita
Niki
Ohara
Yoshizumi
Mitamura","10.1155/2021/6651175","https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8041547/pdf","The present study aimed to compare the accuracy of diabetic retinopathy (DR) staging with a deep convolutional neural network (DCNN) using two different types of fundus cameras and composite images."
"Performance analysis of pretrained convolutional neural network models for ophthalmological disease classification.","https://scispace.com/paper/39298728","2023","Journal Article","Arquivos brasileiros de oftalmologia","Emir
Colak","10.5935/0004-2749.2022-0124","https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11623917/pdf","This study aimed to evaluate the classification performance of pretrained convolutional neural network models or architectures using fundus image dataset containing eight disease labels."
"EffiViT: Hybrid CNN-Transformer for Retinal Imaging.","https://scispace.com/paper/40249994","2025","Journal Article","Computers in biology and medicine","Rajatha
Ashoka","10.1016/j.compbiomed.2025.110164","","The human eye is a vital sensory organ that is crucial for visual perception. The retina is the main component of the eye and is responsible for visual signals. Due to its characteristics, the retina can reveal the occurrence of ocular diseases. So, early detection and automated diagnosis of retinal disease are crucial for preventing both temporary and permanent blindness. In the proposed work, a comprehensive framework is introduced, meticulously designed to leverage the synergic strengths of EfficientNet-B4 and Vision Transformers for attention-driven sophisticated analysis, offering a promising tool for advanced ophthalmic healthcare. This framework transcends the conventional hybridization by embedding the EfficientNetB4 reimagined as the multiscale feature encoder, creating discriminative feature maps preserving both local and intermediate contextual information. Then, Vision Transformer are incorporated to capitalize on the attention mechanisms to capture and model the global dependencies effectively. This combination establishes a sophisticated paradigm for capturing intricate patterns, focusing on the pertinent factors of the image, enabling precise and reliable classification. It is seen that the proposed model achieved a significant advancement by scoring an AUC of 0.9466, mAP of 0.7865, F1-score of 0.75 and Model Score of 0.8665. The framework achieved a remarkable 5.17% increase in the overall score when compared to the previous cutting-edge technologies on the same task. This improvement underscores the effectiveness of the hybrid model in identifying both local and global contextual information, making it a robust and reliable tool for precise retinal diagnosis."
"Referable diabetic retinopathy identification from eye fundus images with weighted path for convolutional neural network.","https://scispace.com/paper/31606108","2019","Journal Article","Artificial intelligence in medicine","Liu
Li
Xu
Li
Liang","10.1016/j.artmed.2019.07.002","","Diabetic retinopathy (DR) is the most common cause of blindness in middle-age subjects and low DR screening rates demonstrates the need for an automated image assessment system, which can benefit from the development of deep learning techniques. Therefore, the effective classification performance is significant in favor of the referable DR identification task. In this paper, we propose a new strategy, which applies multiple weighted paths into convolutional neural network, called the WP-CNN, motivated by the ensemble learning. In WP-CNN, multiple path weight coefficients are optimized by back propagation, and the output features are averaged for redundancy reduction and fast convergence. The experiment results show that with the efficient training convergence rate WP-CNN achieves an accuracy of 94.23% with sensitivity of 90.94%, specificity of 95.74%, an area under the receiver operating curve of 0.9823 and F1-score of 0.9087. By taking full advantage of the multipath mechanism, the proposed WP-CNN is shown to be accurate and effective for referable DR identification compared to the state-of-art algorithms."
