"Paper Title","Paper Link","Publication Year","Publication Type","Publication Title","Author Names","DOI","PDF Link","Abstract","TL;DR"
"Enhanced Detection of Referable Diabetic Retinopathy via DCNNs and Transfer Learning","https://scispace.com/paper/enhanced-detection-of-referable-diabetic-retinopathy-via-1wz8c7kqhd","2018","Book Chapter","Asian Conference on Computer Vision","Michelle Y.T. Yip
Zhan Wei Lim
Gilbert Lim
Nguyen Duc Quang
Haslina Hamzah
Jinyi Ho
Valentina Bellemo
Yuchen Xie
Xin Qi Lee
Mong Li Lee
Wynne Hsu
Tien Yin Wong
Daniel Shu Wei Ting","10.1007/978-3-030-21074-8_23","","A clinically acceptable deep learning system (DLS) has been developed for the detection of diabetic retinopathy by the Singapore Eye Research Institute. For its utility in a national screening programme, further enhancement was needed. With newer deep convolutional neural networks (DCNNs) being introduced and technological methodology such as transfer learning gaining recognition for better performance, this paper compared the performance of the DCNN used in the original DLS, VGGNet, with newer DCNNs, ResNet and Ensemble, with transfer learning. The DLS performance improved with higher AUC, sensitivity and specificity with the adoption of the newer DCNNs and transfer learning.","The DLS performance improved with higher AUC, sensitivity and specificity with the adoption of the newer DCNNs and transfer learning with newer deep convolutional neural networks."
"Understanding inherent image features in CNN-based assessment of diabetic retinopathy","https://scispace.com/paper/understanding-inherent-image-features-in-cnn-based-4izvmyhsy7","2021","Journal Article","Scientific Reports","Roc Reguant
Søren Brunak
Sajib Saha","10.1038/S41598-021-89225-0","https://scispace.com/pdf/understanding-inherent-image-features-in-cnn-based-4izvmyhsy7.pdf","Diabetic retinopathy (DR) is a leading cause of blindness and affects millions of people throughout the world. Early detection and timely checkups are key to reduce the risk of blindness. Automated grading of DR is a cost-effective way to ensure early detection and timely checkups. Deep learning or more specifically convolutional neural network (CNN)—based methods produce state-of-the-art performance in DR detection. Whilst CNN based methods have been proposed, no comparisons have been done between the extracted image features and their clinical relevance. Here we first adopt a CNN visualization strategy to discover the inherent image features involved in the CNN’s decision-making process. Then, we critically analyze those features with respect to commonly known pathologies namely microaneurysms, hemorrhages and exudates, and other ocular components. We also critically analyze different CNNs by considering what image features they pick up during learning to predict and justify their clinical relevance. The experiments are executed on publicly available fundus datasets (EyePACS and DIARETDB1) achieving an accuracy of 89 ~ 95% with AUC, sensitivity and specificity of respectively 95 ~ 98%, 74 ~ 86%, and 93 ~ 97%, for disease level grading of DR. Whilst different CNNs produce consistent classification results, the rate of picked-up image features disagreement between models could be as high as 70%.","In this paper, the authors adopt a CNN visualization strategy to discover the inherent image features involved in the CNN's decision-making process and critically analyze those features with respect to commonly known pathologies such as microaneurysms, hemorrhages and exudates, and other ocular components."
"Automated identification and grading system of diabetic retinopathy using deep neural networks","https://scispace.com/paper/automated-identification-and-grading-system-of-diabetic-35p2ibse0d","2019","Journal Article","Knowledge Based Systems","Wei Zhang
Jie Zhong
Shijun Yang
Zhentao Gao
Junjie Hu
Yuanyuan Chen
Zhang Yi","10.1016/J.KNOSYS.2019.03.016","","Diabetic retinopathy (DR) is a major cause of human vision loss worldwide. Slowing down the progress of the disease requires early screening. However, the clinical diagnosis of DR presents a considerable challenge in low-resource settings where few ophthalmologists are available to care for all patients with diabetes. In this study, an automated DR identification and grading system called DeepDR is proposed. DeepDR directly detects the presence and severity of DR from fundus images via transfer learning and ensemble learning. It comprises a set of state-of-the-art neural networks based on combinations of popular convolutional neural networks and customised standard deep neural networks. The DeepDR system is developed by constructing a high-quality dataset of DR medical images and then labelled by clinical ophthalmologists. We further explore the relationship between the number of ideal component classifiers and the number of class labels, as well as the effects of different combinations of component classifiers on the best integration performance to construct an optimal model. We evaluate the models on the basis of validity and reliability using nine metrics. Results show that the identification model performs best with a sensitivity of 97.5%, a specificity of 97.7% and an area under the curve of 97.7%. Meanwhile, the grading model achieves a sensitivity of 98.1% and a specificity of 98.9%. On the basis of the methods above, DeepDR can detect DR satisfactorily. Experiment results indicate the importance and effectiveness of the ideal number and combinations of component classifiers in relation to model performance. DeepDR provides reproducible and consistent detection results with high sensitivity and specificity instantaneously. Hence, this work provides ophthalmologists with insights into the diagnostic process.","An automated DR identification and grading system called DeepDR provides reproducible and consistent detection results with high sensitivity and specificity instantaneously, and provides ophthalmologists with insights into the diagnostic process."
"The Impact of Image Input Size on the Efficiency and Suitability of Deep Learning Models in Diabetic Retinopathy","https://scispace.com/paper/the-impact-of-image-input-size-on-the-efficiency-and-a4o4j9fffn69","2025","Journal Article","","Thiago Araújo
Beatriz Schaan
Carla M. D. S. Freitas
Philippe Navaux","10.5753/eramiars.2025.16713","","The high computational cost and environmental impact of deep learning (DL) models hinder their adoption for diabetic retinopathy (DR) classification, underscoring the need for models that strike a balance between performance and efficiency. This study evaluates how image input size affects the effectiveness of convolutional neural networks (CNNs) in classifying DR. Using a dataset of 2,579 Brazilian fundus images from the Federal University of São Paulo (UNIFESP), we assessed the performance of the EfficientNetV2B0 and MobileNet models across five input image sizes. We measured the area under the ROC curve (AUC), energy consumption, and training time. For the MobileNet model, an input resolution of 300×300 achieved an AUC of 0.91, resulting in a 69% reduction in energy consumption and a 74% reduction in training time. EfficientNetV2B0 achieved an AUC of 0.93 at the same resolution, with reductions in energy consumption and training time of 66% and 70%, respectively. These results highlight the importance of optimizing input size as a simple yet effective way to improve the efficiency and sustainability of DL diagnostic models while maintaining high predictive accuracy.","This study evaluates the impact of image input size on deep learning models for diabetic retinopathy classification, finding that reducing input size improves efficiency and sustainability without compromising accuracy, with significant reductions in energy consumption and training time."
"MTCSNN: Multi-task Clinical Siamese Neural Network for Diabetic Retinopathy Severity Prediction","https://scispace.com/paper/mtcsnn-multi-task-clinical-siamese-neural-network-for-1szjjvof","2022","Journal Article","arXiv.org","Chao Feng
Jui Po Hung
Aishan Li
Jie Yang
Xin Zhang","10.48550/arXiv.2208.06917","","Diabetic Retinopathy (DR) has become one of the leading causes of vision impairment in working-aged people and is a severe problem worldwide. However, most of the works ignored the ordinal information of labels. In this project, we propose a novel design MTCSNN, a Multi-task Clinical Siamese Neural Network for Diabetic Retinopathy severity prediction task. The nov-elty of this project is to utilize the ordinal information among labels and add a new regression task, which can help the model learn more discriminative feature embedding for ﬁne-grained classiﬁcation tasks. We perform comprehensive experiments over the RetinaMNIST, comparing MTCSNN with other models like ResNet-18, 34, 50. Our results indicate that MTCSNN outperforms the benchmark models in terms of AUC and accuracy on the test dataset. The code is available at https://github.com/chlorophyllccc/MTCSNN_for_Diabetic_Retinopathy_ Severity_Prediction .","The nov-elty of this project is to utilize the ordinal information among labels and add a new regression task, which can help the model learn more discriminative feature embedding for ﬁne-grained classiﬁcation tasks."
"Diabetic Retinopathy Detection with Deep Transfer Learning Methods","https://scispace.com/paper/diabetic-retinopathy-detection-with-deep-transfer-learning-31a2zqzsfb","2021","","","Gökalp Çinarer
Kazım Kiliç","10.1007/978-3-030-85577-2_17","","Diabetic retinopathy is an eye disease that occurs with damage to the retina and has many different complications, ranging from permanent blindness. The aim of this study is to develop a (convolutional neural network) CNN model that determines with high accuracy whether fundus images are diabetic retinopathy. The performance of the model has been verified in Kaggle APTOS 2019 dataset with AlexNET and VggNET-16 deep transfer learning algorithms. Various image processing techniques have been used as well as deep learning methods to further improve the classification performance. Images in the data set were rescaled to 224 × 224 × 3 and converted to Grayscale color space. Besides Gauss filter applied to eliminate the noise in the images. The area under the curve (AUC), precision, recall, and accuracy metrics of the deep transfer learning models used in this study were compared. The AlexNet model achieved a 98.6% AUC score, 95.2% accuracy, and the VggNET-16 model achieved a 99.6% AUC score and 98.1% accuracy. VggNET-16 was found to have higher confidence. Our results show that with the correct optimization of the CNN model applied in diabetic retinopathy classification, deep transfer learning models can achieve high performance and can be used in the detection of diabetic retinopathy patients.","The results show that with the correct optimization of the CNN model applied in diabetic Retinopathy classification, deep transfer learning models can achieve high performance and can be used in the detection of diabetic retinopathy patients."
"Diabetic Retinopathy Prediction Using Deep Learning: Insights From CNN","https://scispace.com/paper/diabetic-retinopathy-prediction-using-deep-learning-insights-btxq0l3b5wr0","2025","Journal Article","","Ranga Swamy Sirisati
V. Navyasri
T. Swathi
M. Akhila
Astried Astried","10.58723/ijaaiml.v2i3.420","","Background of study: Diabetic Retinopathy (DR) is a severe microvascular complication of diabetes mellitus that can lead to vision loss if not detected early. With over 93 million individuals affected globally, the need for accurate and efficient diagnostic systems has become urgent. Traditional screening methods depend on manual interpretation of fundus images by ophthalmologists, which is time-consuming and prone to subjectivity.Aims: This research seeks to create and assess a deep learning diagnostic model designed to reliably identify the severity levels of diabetic retinopathy using retinal fundus images. The research also explores model interpretability using Shapley Additive Explanations (SHAP) to increase transparency in AI-assisted medical diagnosis.Methods: Convolutional Neural Networks (CNNs) were implemented using transfer learning with pretrained architectures such as ResNet50 and InceptionV3. The EyePACS dataset, containing images categorized into five DR severity levels, was used for model training. Preprocessing techniques, including contrast enhancement, histogram equalization, and data augmentation, improved image quality and model generalization. The models were optimized with the Adam and assessed through accuracy, precision, recall, F1-score, and AUC. Additionally, SHAP analysis was employed to interpret and illustrate the model’s predictions.Results: The proposed CNN-based model achieved 98.5% accuracy, with a sensitivity and specificity of 0.99, demonstrating strong performance across multiple DR stages. Comparison with existing studies revealed a notable improvement in diagnostic accuracy. SHAP visualizations confirmed that critical retinal features such as microaneurysms, hemorrhages, and cotton-wool spots were key predictors influencing model decisions.Conclusion: The findings validate the efficacy of deep learning, particularly CNNs, in enhancing early detection and classification of diabetic retinopathy. The integration of SHAP interpretability bridges the gap between AI predictions and clinical trust, making this approach a promising tool for large-scale automated DR screening and supporting ophthalmologists in timely diagnosis and treatment.","This study develops a deep learning model using CNNs to accurately predict diabetic retinopathy severity from retinal fundus images, achieving 98.5% accuracy and improving upon existing methods, with SHAP analysis providing interpretability and transparency in AI-assisted medical diagnosis."
"Suitability Classification of Retinal Fundus Images for Diabetic Retinopathy Using Deep Learning","https://scispace.com/paper/suitability-classification-of-retinal-fundus-images-for-3hxb3lr4","2022","Journal Article","Electronics","German Pinedo-Diaz
Susana Ortega-Cisneros
E. Ulises Moya-Sánchez
Jorge Rivera
Pedro Mejia-Alvarez
F. J. Rodriguez-Navarrete
Abraham Sánchez","10.3390/electronics11162564","https://scispace.com/pdf/suitability-classification-of-retinal-fundus-images-for-3hxb3lr4.pdf","Diabetic retinopathy (DR) is the primary cause of blindness in developing and developed countries. Early-stage DR detection reduces the risk of blindness in Diabetes Mellitus (DM) patients. There has been a sharp rise in the prevalence of DM in recent years, especially in low- and middle-income countries. In this context, automated artificial intelligence-based DM screening is a crucial tool to help classify the considerable amount of Retinal Fundus Images (RFI). However, retinal image quality assessment has shown to be fundamental in real-world DR screening processes to avoid out-of-distribution data, drift, and images lacking relevant anatomical information. This work analyzes the spatial domain features and image quality assessment metrics for carrying out Deep Learning (DL) classification and detecting notable features in RFI. In addition, a novel lightweight convolutional neural network is proposed specifically for binary classification at a low computational cost. The training results are comparable to state-of-the-art neural networks, which are widely used in DL applications. The implemented architecture achieves 98.6% area under the curve, and 97.66%, and 98.33% sensitivity and specificity, respectively. Moreover, the object detection model trained achieves 94.5% mean average precision. Furthermore, the proposed approach can be integrated into any automated RFI analysis system.","This work analyzes the spatial domain features and image quality assessment metrics for carrying out Deep Learning (DL) classification and detecting notable features in RFI and proposes a novel lightweight convolutional neural network specifically for binary classification at a low computational cost."
"Deep Learning Approaches for Detecting Diabetic Retinopathy using CNN Models","https://scispace.com/paper/deep-learning-approaches-for-detecting-diabetic-retinopathy-3lzyst1h","2022","Proceedings Article","2022 International Conference on Automation, Computing and Renewable Systems (ICACRS)","","10.1109/icacrs55517.2022.10029234","","Chronic diabetes is linked to diabetic retinopathy (DR), an eye condition. Is therefore predicted will be even more than DR affects 93 million populations? Making it the main source of vision among adults of working age. Early detection of DR is essential for preventing severe vision loss; however, this may be challenging since the condition often displays no indications until it's too late to give effective therapy. Retinal fundus views in digitized RGB are now examined and evaluated by ophthalmologists or qualified physicians to identify DR through the presence of lesions associated with the disease's pathological changes, a procedure that is both time-consuming and labor-intensive. The development of DR may be controlled or managed by using the computerized method of diagnostic testing to expedite detection and consideration. The previous techniques used to Support Vector Machine and Probabilistic Neural Network techniques are poor results. This research work provides an automated classification method, which uses a convolutional neural network, VGG-16, as well as VGG-19 machine learning methods were used to analyze fundus images with varying illumination and sectors of vision and produce a seriousness grading for diabetic retinopathy (DR). Classifying pictures 80% sensitive, 82% precision, 82% specific, and a range of 0 to 4, where 0 represents no DR and 4 represents proliferative DR 0.904 AUC is an impressive feat for this system. ","In this paper , a convolutional neural network (CNN) and a VGG-19 machine learning method were used to analyze fundus images with varying illumination and sectors of vision and produce a seriousness grading for diabetic retinopathy (DR)."
"Diabetic retinopathy detection system using hybrid convolutional neural network","https://scispace.com/paper/diabetic-retinopathy-detection-system-using-hybrid-uoduk2wlvnx6","2025","Journal Article","","Jehoiada Wong
Ivan Sebastian Edbert","10.1109/icimcis68501.2025.11327102","","Diabetic retinopathy (DR) screening systems often drop 15–20% of performance when moving different clinics because of the data differences. Pure CNNs often miss the big picture, while Transformers overlook tiny details. To tackle this, we ran a head to head test of hybrid CNN-Transformer models across datasets. We trained six top models—classic CNNs like InceptionV3, ResNet50, and DenseNet121; pure Transformer (ViTBase); and hybrids ConvNeXt and MaxViT—on 35,126 EyePACS images, using smart sampling and targeted augmentations to handle imbalance in the dataset. We then tested them cold on 3,662 APTOS and 1,748 Messidor images. MaxViT stood out with a 91.8% AUC (95% CI: 90.5–93.1%), beating CNNs by 1.5–2.9%, slashing cross-dataset performance dips by 38% (p < 0.001; just 2.5% drop vs. 4.2% for ResNet50), and cutting false positives by 15% thanks to its clever grid-window attention that nails both micro-lesions and the overall retinal pattern. ","A hybrid CNN-Transformer model, MaxViT, outperforms classic CNNs and pure Transformers in diabetic retinopathy detection, achieving 91.8% AUC on unseen datasets with reduced performance dips and false positives, leveraging grid-window attention for micro-lesion and retinal pattern recognition."
