"Paper Title","Paper Link","Publication Year","Publication Type","Publication Title","Author Names","DOI","PDF Link","Abstract","TL;DR"
"Hybrid Curvelet-CNN Fusion for Automated Diabetic Retinopathy Analysis","https://scispace.com/paper/hybrid-curvelet-cnn-fusion-for-automated-diabetic-zlzftmz773wj","2025","Journal Article","","Sri Harini
Deva Priya Isravel
Julia Punitha Malar Dhas","10.1109/icsss66939.2025.11346328","","Early detection of Diabetic Retinopathy (DR) is important because it continues to be a significant cause of vision loss in people with diabetes. This research introduces a Deep learning (DL) driven approach that automatically analyzes retinal fundus images to detect and categorize DR. This paper evaluates various DL models and identifies the Curvelet-CNN as the most effective architecture for DR classification, proving its strong potential for automated DR screening. Public datasets from Kaggle are used to evaluate the performance of DL models. The findings from the performance metrics confirm that the classification are accurate and reliable. The insights gathered from the experiments indicate that deep learning models can assist clinicians by offering reliable and consistent diagnostic predictions. Future improvements will explore ensemble learning, attention mechanisms, and explainable Artificial intelligent to enhance model performance, transparency, and suitability for realworld clinical use.","This study introduces a Deep Learning-driven approach using Curvelet-CNN to automatically detect and categorize Diabetic Retinopathy from retinal fundus images, achieving accurate and reliable classification results on public datasets, with potential for clinical use and future improvements."
"Diagnostic accuracy of AI or DL-enhanced technologies in the diagnosis of diabetic retinopathy: a systematic review","https://scispace.com/paper/diagnostic-accuracy-of-ai-or-dl-enhanced-technologies-in-the-sb7g7wvyecw4","2025","Journal Article","","Reem Dhobaian Alshammari
Wajiha Moussa Abu Haliqa
Rawan Youssef Majzoub
Reem Dhobaian Alshammari
Wajiha Moussa Abu Haliqa
Rawan Youssef Majzoub","10.1007/s44326-025-00083-w","https://scispace.compdf/diagnostic-accuracy-of-ai-or-dl-enhanced-technologies-in-the-sb7g7wvyecw4.pdf","Abstract Background Diabetic retinopathy (DR) remains a leading cause of preventable vision loss globally, particularly among individuals with long-standing diabetes. Conventional DR screening methods, such as manual retinal grading by ophthalmologists, are labor-intensive, time-consuming, and subject to inter-grader variability. These limitations highlight the urgent need for automated, scalable, and reliable diagnostic solutions that can improve early detection and the need for clinical detection. Objective This systematic review aimed to evaluate the diagnostic accuracy of artificial intelligence (AI) and deep learning (DL) models for DR detection, with a particular focus on hybrid architectures that combine convolutional neural networks (CNNs), Vision Transformers (ViTs), and traditional machine learning (ML) classifiers. Methods A comprehensive search of six databases covering 2012–2024 identified 327 studies, of which 20 met the inclusion criteria. Two independent reviewers conducted screening, data extraction, and risk of bias assessment using the QUADAS-2 tool. Due to heterogeneity in model architectures, datasets, and reporting, a meta-analysis was not feasible. Complete database search strategies are available in the supplementary appendix. Results Hybrid AI models consistently outperformed conventional DL and ML approaches, achieving sensitivities of 92–100% and specificities above 80%. Models that integrated both fundus photography and optical coherence tomography (OCT) images achieved the highest diagnostic accuracy (sensitivity 97.2%). Attention mechanisms, ensemble learning, and explainable AI (XAI) methods (e.g., Grad-CAM, LIME) enhanced model interpretability and clinical applicability. Conclusions Hybrid AI-based diagnostic platforms show strong potential to transform DR screening by offering improved scalability, accuracy, and cost-effectiveness. However, clinical translation will require greater data diversity, robust external validation, and regulatory compliance. These findings provide timely evidence to support the integration of AI-driven DR screening into national diabetes strategies and public health policies, particularly in regions with high diabetes prevalence, such as Qatar and the Middle East. ",""
"Attention-Guided CNN with Preprocessing Analysis for Accurate Diabetic Retinopathy Detection From Retinal Fundus Images","https://scispace.com/paper/attention-guided-cnn-with-preprocessing-analysis-for-i7833sbopj4d","2025","Journal Article","","Ahmad Al Hassan
Marwan Alhawat
Firas Zakaria
Ahmad Diab","10.1109/icabme66883.2025.11211839","","Diabetes is a chronic disease that affects all age groups. It is due to the absence or improper usage of insulin by the human body., and it can lead to various serious complications. Hyperglycemia causes damage to the retina's blood vessels which leads to the development of diabetic retinopathy (DR), and ultimately results in blindness. Traditionally, ophthalmologists evaluate DR through a process that requires a considerable amount of time and effort. For this purpose, this paper presents an automated deep learning DR classifier harnessing the capabilities of CNNs and CBAM to extract features and highlight the most relevant ones for the classification task. Moreover, several preprocessing techniques could be employed before passing the data to the model. This paper primarily aims to train the proposed model with various preprocessing techniques, and establish a comparison between them to identify the most adequate for this specific task. The used techniques are: histogram equalization, Retinex enhancement, top-hat transform, contrast-limited adaptive histogram equalization (CLAHE), unsharp masking, gamma correction, adaptive gamma correction, and bilateral filtering; along with the original images (baseline). The proposed model achieved high results on the original images before preprocessing. When preprocessed, all techniques yielded extremely close results, with adaptive gamma correction yielding the highest, achieving 95 % accuracy, 94 % precision, 97 % recall, 95 % F1-score, 97 % AUC, and 94 % specificity.","This study presents an attention-guided CNN for diabetic retinopathy detection from retinal fundus images, leveraging preprocessing techniques to enhance accuracy, achieving 95% accuracy with adaptive gamma correction."
"HIRD-Net: An Explainable CNN-Based Framework with Attention Mechanism for Diabetic Retinopathy Diagnosis Using CLAHE-D-DoG Enhanced Fundus Images","https://scispace.com/paper/hird-net-an-explainable-cnn-based-framework-with-attention-29v72e8ft3ud","2025","Journal Article","Reproductive and developmental Biology","Muhammad Hassaan Ashraf
Muhammad Nabeel Mehmood
Musharif Ahmed
Dildar Hussain
Jawad Khan
Younhyun Jung
Mohammed Zakariah
Deema Mohammed Alsekait","10.3390/life15091411","","Diabetic Retinopathy (DR) is a leading cause of vision impairment globally, underscoring the need for accurate and early diagnosis to prevent disease progression. Although fundus imaging serves as a cornerstone of Computer-Aided Diagnosis (CAD) systems, several challenges persist, including lesion scale variability, blurry morphological patterns, inter-class imbalance, limited labeled datasets, and computational inefficiencies. To address these issues, this study proposes an end-to-end diagnostic framework that integrates an enhanced preprocessing pipeline with a novel deep learning architecture, Hierarchical-Inception-Residual-Dense Network (HIRD-Net). The preprocessing stage combines Contrast Limited Adaptive Histogram Equalization (CLAHE) with Dilated Difference of Gaussian (D-DoG) filtering to improve image contrast and highlight fine-grained retinal structures. HIRD-Net features a hierarchical feature fusion stem alongside multiscale, multilevel inception-residual-dense blocks for robust representation learning. The Squeeze-and-Excitation Channel Attention (SECA) is introduced before each Global Average Pooling (GAP) layer to refine the Feature Maps (FMs). It further incorporates four GAP layers for multi-scale semantic aggregation, employs the Hard-Swish activation to enhance gradient flow, and utilizes the Focal Loss function to mitigate class imbalance issues. Experimental results on the IDRiD-APTOS2019, DDR, and EyePACS datasets demonstrate that the proposed framework achieves 93.46%, 82.45% and 79.94% overall classification accuracy using only 4.8 million parameters, highlighting its strong generalization capability and computational efficiency. Furthermore, to ensure transparent predictions, an Explainable AI (XAI) approach known as Gradient-weighted Class Activation Mapping (Grad-CAM) is employed to visualize HIRD-Net's decision-making process. ","This study proposes HIRD-Net, an explainable CNN-based framework with attention mechanism for diabetic retinopathy diagnosis, achieving 93.46% accuracy on IDRiD-APTOS2019 dataset with 4.8 million parameters, and utilizing CLAHE-D-DoG enhanced fundus images for robust representation learning."
"Diabetic Retinopathy Detection Using Deep Learning","https://scispace.com/paper/diabetic-retinopathy-detection-using-deep-learning-odtmuy2wjhgx","2024","Proceedings Article","","B. Keerthi
K. K. Powmika
Pranudev Narendra
N. Karthik","10.1109/iconscept61884.2024.10627921","","- In this research, we present DRNet, a deep learning model for automated detection and grading of diabetic retinopathy (DR) using fundus images. DR is a leading cause of vision loss in diabetic individuals, emphasizing the importance of early detection. Our model combines the ResNet architecture for feature extraction with the U-Net architecture for lesion segmentation. Trained on a large dataset of 666,383 fundus images from 121,342 diabetic patients, DRNet incorporates realtime image quality assessment, lesion detection, and grading of DR severity. Evaluation on both local and external datasets, totaling 409,455 images, demonstrates the effectiveness of DRNet, achieving an area under the receiver operating characteristic curves (AUC) of 0.90-0.936 for lesion detection and 0.96-0.98 for DR severity grading. Our results suggest that DRNet has the potential to enhance DR screening programs by improving accuracy and efficiency in diagnosis, thereby benefiting patient outcomes and healthcare systems.","This study presents DRNet, a deep learning model for diabetic retinopathy detection and grading, achieving high accuracy (AUC 0.90-0.98) on 409,455 images, and has the potential to enhance DR screening programs with improved accuracy and efficiency."
"A novel approach for intelligent diagnosis and grading of diabetic retinopathy.","https://scispace.com/paper/a-novel-approach-for-intelligent-diagnosis-and-grading-of-2nj8fiqyj5","2024","Journal Article","Computers in Biology and Medicine","Zeru Hai
Beiji Zou
Xiaoxia Xiao
Qinghua Peng
Junfeng Yan
Wensheng Zhang
Kejuan Yue","10.1016/j.compbiomed.2024.108246","","Diabetic retinopathy (DR) is a severe ocular complication of diabetes that can lead to vision damage and even blindness. Currently, traditional deep convolutional neural networks (CNNs) used for DR grading tasks face two primary challenges: (1) insensitivity to minority classes due to imbalanced data distribution, and (2) neglecting the relationship between the left and right eyes by utilizing the fundus image of only one eye for training without differentiating between them. To tackle these challenges, we proposed the DRGCNN (DR Grading CNN) model. To solve the problem caused by imbalanced data distribution, our model adopts a more balanced strategy by allocating an equal number of channels to feature maps representing various DR categories. Furthermore, we introduce a CAM-EfficientNetV2-M encoder dedicated to encoding input retinal fundus images for feature vector generation. The number of parameters of our encoder is 52.88 M, which is less than RegNet_y_16gf (80.57 M) and EfficientNetB7 (63.79 M), but the corresponding kappa value is higher. Additionally, in order to take advantage of the binocular relationship, we input fundus retinal images from both eyes of the patient into the network for features fusion during the training phase. We achieved a kappa value of 86.62% on the EyePACS dataset and 86.16% on the Messidor-2 dataset. Experimental results on these representative datasets for diabetic retinopathy (DR) demonstrate the exceptional performance of our DRGCNN model, establishing it as a highly competitive intelligent classification model in the field of DR. The code is available for use at https://github.com/Fat-Hai/DRGCNN. ","Researchers propose DRGCNN, a novel deep learning model for intelligent diabetic retinopathy diagnosis and grading, addressing imbalanced data and binocular relationship challenges, achieving high kappa values of 86.62% and 86.16% on EyePACS and Messidor-2 datasets, respectively."
"MAFNet: A novel adaptive multi-scale model for fine-grained grading of diabetic retinopathy","https://scispace.com/paper/mafnet-a-novel-adaptive-multi-scale-model-for-fine-grained-6igj72n7ibb3","2025","Journal Article","Dental science reports","Lei Sun
Qinghua Peng
Xiaoxia Xiao
Jun Liu
Yang Li
Dan Shu
Jianxin Xue","10.1038/s41598-025-17158-z","https://scispace.compdf/mafnet-a-novel-adaptive-multi-scale-model-for-fine-grained-6igj72n7ibb3.pdf","Diabetic Retinopathy (DR) is a leading cause of blindness worldwide, and its early detection and accurate grading play a crucial role in clinical intervention. To address the dual limitations of existing methods in multi-scale lesions feature fusion and lesions relation modeling, this study proposes a novel adaptive multi-scale convolutional neural network model for fine-grained grading of DR, called MAFNet (Multi-scale Adaptive Fine-grained Network). The model is constructed through three core modules to establish a multi-scale feature integration framework: the Hierarchical Global Context Module (HGCM) effectively expands the receptive field by employing multi-scale pooling and dynamic feature fusion, capturing lesions features from micro to large-scale areas; the Multi-scale Adaptive Attention Module (MSAM) utilizes an adaptive attention mechanism to dynamically adjust the feature weights at different spatial locations, enhancing the representation of key lesions regions; and the Relational Multi-head Attention Module (RMA) uses a multi-head attention mechanism to model the complex relationships between features in parallel, improving the accuracy of fine-grained lesions identification. Furthermore, MAFNet adopts a multi-task learning framework, transforming the DR grading task into a dual-task structure of regression and classification, thereby effectively capturing the progression of DR. Extensive experiments on three publicly available datasets, DDR, Messidor-2, and APTOS, show that the quadratic weighted Kappa values of the MAFNet model reach 0.934, 0.917, and 0.936, respectively, significantly outperforming existing DR grading methods such as LANet and MPLNet, demonstrating its significant application value in automated DR grading. ","This study proposes MAFNet, a novel adaptive multi-scale convolutional neural network model for fine-grained diabetic retinopathy grading, outperforming existing methods with a weighted Kappa value of 0.934-0.936 on three public datasets."
"Deep Learning Framework with Feature Fusion for Enhanced Detection of Diabetic Retinopathy in Retinal Fundus Images","https://scispace.com/paper/deep-learning-framework-with-feature-fusion-for-enhanced-deq9x6ru5rx7","2025","Journal Article","","M. Praveen Kumar
V. Khanaa","10.1109/iccds64403.2025.11209536","","The condition called diabetic retinopathy (DR) is responsible for many cases of vision loss worldwide and should be caught early for proper treatment. An improved deep learning framework is introduced, which joins together different deep feature networks to find DR in retinal fundus photos. It utilizes ResNet, DenseNet, and Inception models, then combines their detected features using attention fusion. The framework performed well on benchmark datasets with an accuracy of 97.85%, precision of 96.72%, recall of 95.68%, specificity of 98.12%, F1 score of 96.20%, and AUC of 98.45% using Adam optimizer and fine-tuning. These results perform much better than those from using any single model. It provides an effective and reliable method to detect DR, assist healthcare experts in choosing the best course of action, and prepare for future upgrades with cutting-edge methods.","A deep learning framework with feature fusion is proposed for diabetic retinopathy detection in retinal fundus images, achieving 97.85% accuracy, 96.72% precision, and 98.45% AUC using a combination of ResNet, DenseNet, and Inception models with attention fusion."
"Enhancing diabetic retinopathy classification accuracy through dual-attention mechanism in deep learning","https://scispace.com/paper/enhancing-diabetic-retinopathy-classification-accuracy-sbob8had2aci","2025","Journal Article","Computer methods in biomechanics and biomedical engineering. Imaging & visualization","Abdul Hannan
Zahid Mahmood
Rizwan Qureshi
Hazrat Ali","10.1080/21681163.2025.2539079","","ABSTRACT Automatic classification of Diabetic Retinopathy (DR) can assist ophthalmologists in devising personalised treatment. However, imbalanced data distribution in the dataset becomes a bottleneck in the generalisation of deep learning models trained for DR classification. In this work, we combine global attention block (GAB) and category attention block (CAB) into the deep learning model, thus effectively overcoming the imbalanced data distribution problem in DR classification. Our proposed approach is based on an attention-based deep learning model employing three pre-trained networks, namely, MobileNetV3-small, Efficientnet-b0, and DenseNet-169 as the backbone architecture. We evaluate the proposed method on two publicly available datasets of retinal fundoscopy images for DR. Experimental results show that on the APTOS dataset, the DenseNet-169 yielded 83.20% mean accuracy, followed by MobileNetV3-small and EfficientNet-b0, which yielded 82% and 80% accuracies, respectively. On the EYEPACS dataset, the EfficientNet-b0 yielded a mean accuracy of 80%, while the DenseNet-169 and MobileNetV3-small yielded 75.43% and 76.68% accuracies, respectively. In addition, we also compute an F1-score of 82.0%, a precision of 82.1%, a sensitivity of 83.0%, a specificity of 95.5%, and a kappa score of 88.2% for the experiments. The proposed approach achieves competitive performance that is at par with recently reported works on DR classification.","This study proposes a dual-attention mechanism to enhance diabetic retinopathy classification accuracy using deep learning models, achieving competitive performance on two publicly available datasets with mean accuracy ranging from 75.43% to 83.20%."
"Diabetic retinopathy classification using a multi-attention residual refinement architecture","https://scispace.com/paper/diabetic-retinopathy-classification-using-a-multi-attention-h6p4siy06kbv","2025","Journal Article","Dental science reports","Zijian Wang
Yi Wang
Chun Ma
Xuan Bao
Ya Li","10.1038/s41598-025-15269-1","","Diabetic Retinopathy (DR) is a complication caused by diabetes that can destroy the retina, leading to blurred vision and even blindness. We propose a multi-attention residual refinement architecture that enhances conventional CNN performance through three strategic modifications: class-specific multi-attention for diagnostic feature weighting, space-to-depth preprocessing for improved spatial information preservation, and Squeeze-and-Excitation blocks for enhanced representational capacity. Our framework demonstrates universal applicability across different CNN architectures (ResNet, DenseNet, EfficientNet, MobileNet), consistently achieving 2-5% performance improvements on the EyePACS dataset while maintaining computational efficiency. The attention mechanism provides interpretable visualizations that align with clinical pathological patterns, validating the model's diagnostic reasoning. ","A multi-attention residual refinement architecture enhances CNN performance for Diabetic Retinopathy classification, achieving 2-5% improvements on the EyePACS dataset, while maintaining efficiency and providing interpretable visualizations that align with clinical pathological patterns."
"Gated Feature Fusion Networks for Diabetic Retinopathy Grading","https://scispace.com/paper/gated-feature-fusion-networks-for-diabetic-retinopathy-bz14qrbdex30","2025","Journal Article","","Abdul Basit
Amriti Gupta
Ruchika Malhotra","10.1109/incet64471.2025.11140825","","Diabetic retinopathy (DR) is a leading cause of vision loss worldwide, underscoring the critical need for effective DR screening and intervention. Screening via direct ophthalmoscopy is notoriously known for being extremely cumbersome and subjective. This has led to the design of automated systems aimed at fundus image analysis and interpretation. In this work, we propose a novel approach for hierarchical feature fusion, which merges multi-level outputs from ResNet50 and GoogLeNet employing a gated classifier. Intricate lesion details as well as broader retinal features are aimed to be captured by this dual-stream architecture, and the shortcomings of single-model approaches are overcome. Extensive experiments on benchmark DR datasets have validated the method’s effectiveness, with state-of-the-art accuracies of 86.1% on APTOS2019, 88.0% on EyePACS, 84.2% on DDR, 79% on IDRiD, and 81% on Messidor. The strength and improved generalization of the proposed method are thereby confirmed, and its capability to enhance automated DR screening and support clinical decision-making is demonstrated.","This study proposes a novel gated feature fusion network for diabetic retinopathy grading, achieving state-of-the-art accuracies on five benchmark datasets (86.1-81%) by merging multi-level outputs from ResNet50 and GoogLeNet."
"DRDnet22: Advanced convolutional techniques for early diabetic retinopathy detection in retinal images","https://scispace.com/paper/drdnet22-advanced-convolutional-techniques-for-early-3p7f06b45no3","2024","Journal Article","","Md. Sakib Ali Mazumder
F. M. Javed Mehedi Shamrat
Imran Mahmud
Sharmin Sharmin
Tanzim Hossain
Ekramul Kabir Biplab","10.1109/icccnt61001.2024.10724287","","Diabetic Retinopathy (DR) is a prevalent eye complication among individuals with diabetes. Early detection of DR can prevent vision loss and lower associated problems. Manual diagnosis via retinal fundus images requires the expertise of medical professionals to assess several complex characteristics, including visual acuity tests, pupil dilation, and optical consistency tomography. The process is challenging, time-consuming, and prone to errors. This paper proposes a deep learning (DL) technique, DRDnet22, to detect and categorize DR into five distinct stages. The APTOS 2019 dataset is utilized in this study, which contains 3662 images. The study employs dense block and transition layer with global average pooling (GAP) techniques, and the combination of distinct Convolutional Networks (ConvNets) results in an enhanced representation beyond the utilization of features from a single ConvNet alone. To conduct an ablation analysis, the conventional pre-trained model’s performance was compared. The performance evaluation points out that the proposed model achieved 81.6% accuracy, which is an advantage over other DCNN models. Despite facing a few inaccuracies, the model’s competence in spotting vital features underscores its diagnostic potential.","This study proposes DRDnet22, a deep learning model using dense blocks and global average pooling, achieving 81.6% accuracy in detecting and categorizing diabetic retinopathy stages from retinal images, outperforming conventional DCNN models."
"A Novel Dual Attention Approach for <scp>DNN</scp> Based Automated Diabetic Retinopathy Grading","https://scispace.com/paper/a-novel-dual-attention-approach-for-scp-dnn-scp-based-3yjwl8ay7kbr","2024","Journal Article","International Journal of Imaging Systems and Technology","Tareque Bashar Ovi
Nomaiya Bashree
Hussain Nyeem
Md. Abdul Wahed
Faiaz Hasanuzzaman Rhythm
Ayat Subah Alam","10.1002/ima.23175","","ABSTRACT Diabetic retinopathy (DR) poses a serious threat to vision, emphasising the need for early detection. Manual analysis of fundus images, though common, is error‐prone and time‐intensive. Existing automated diagnostic methods lack precision, particularly in the early stages of DR. This paper introduces the Soft Convolutional Block Attention Module‐based Network (Soft‐CBAMNet), a deep learning network designed for severity detection, which features Soft‐CBAM attention to capture complex features from fundus images. The proposed network integrates both the convolutional block attention module (CBAM) and the soft‐attention components, ensuring simultaneous processing of input features. Following this, attention maps undergo a max‐pooling operation, and refined features are concatenated before passing through a dropout layer with a dropout rate of 50%. Experimental results on the APTOS dataset demonstrate the superior performance of Soft‐CBAMNet, achieving an accuracy of 85.4% in multiclass DR grading. The proposed architecture has shown strong robustness and general feature learning capability, achieving a mean AUC of 0.81 on the IDRID dataset. Soft‐CBAMNet's dynamic feature extraction capability across all classes is further justified by the inspection of intermediate feature maps. The model excels in identifying all stages of DR with increased precision, surpassing contemporary approaches. Soft‐CBAMNet presents a significant advancement in DR diagnosis, offering improved accuracy and efficiency for timely intervention. ","This paper proposes Soft-CBAMNet, a deep learning network for automated diabetic retinopathy grading, achieving 85.4% accuracy on the APTOS dataset and 0.81 mean AUC on the IDRID dataset, outperforming contemporary approaches with improved accuracy and efficiency."
"Lesion-aware network for diabetic retinopathy diagnosis","https://scispace.com/paper/lesion-aware-network-for-diabetic-retinopathy-diagnosis-w4yxe8mz6px0","2024","Repository","","Xia Xue
Zhan Kun
Fang, Yuming
Jiang Wen-hui
Shen Fei","10.48550/arxiv.2408.07264","","Deep learning brought boosts to auto diabetic retinopathy (DR) diagnosis, thus, greatly helping ophthalmologists for early disease detection, which contributes to preventing disease deterioration that may eventually lead to blindness. It has been proved that convolutional neural network (CNN)-aided lesion identifying or segmentation benefits auto DR screening. The key to fine-grained lesion tasks mainly lies in: (1) extracting features being both sensitive to tiny lesions and robust against DR-irrelevant interference, and (2) exploiting and re-using encoded information to restore lesion locations under extremely imbalanced data distribution. To this end, we propose a CNN-based DR diagnosis network with attention mechanism involved, termed lesion-aware network, to better capture lesion information from imbalanced data. Specifically, we design the lesion-aware module (LAM) to capture noise-like lesion areas across deeper layers, and the feature-preserve module (FPM) to assist shallow-to-deep feature fusion. Afterward, the proposed lesion-aware network (LANet) is constructed by embedding the LAM and FPM into the CNN decoders for DR-related information utilization. The proposed LANet is then further extended to a DR screening network by adding a classification layer. Through experiments on three public fundus datasets with pixel-level annotations, our method outperforms the mainstream methods with an area under curve of 0.967 in DR screening, and increases the overall average precision by 7.6%, 2.1%, and 1.2% in lesion segmentation on three datasets. Besides, the ablation study validates the effectiveness of the proposed sub-modules. ",""
"Automatic Severity Classification of Diabetic Retinopathy Based on DenseNet and Convolutional Block Attention Module","https://scispace.com/paper/automatic-severity-classification-of-diabetic-retinopathy-ofvwozxfy48r","2024","Repository","","Mohamed M. Farag
Mariam Fouad
Amr T. Abdel Hamid","10.60692/zpd7r-gvk91","","Diabetic Retinopathy (DR) - a complication developed due to heightened blood glucose levels- is deemed one of the most sight-threatening diseases. Unfortunately, DR screening is manually acquired by an ophthalmologist, a process that can be considered erroneous and time-consuming. Accordingly, automated DR diagnostics have become a focus of research in recent years due to the tremendous increase in diabetic patients. Moreover, the recent accomplishments demonstrated by Convolutional Neural Networks (CNN) settle them as state-of-the-art for DR stage identification. This paper proposes a new automatic deep-learning-based approach for severity detection by utilizing a single Color Fundus photograph (CFP). The proposed technique employs DenseNet169's encoder to construct a visual embedding. Furthermore, Convolutional Block Attention Module (CBAM) is introduced on top of the encoder to reinforce its discriminative power. Finally, the model is trained using cross-entropy loss on the Kaggle Asia Pacific Tele-Ophthalmology Society's (APTOS) dataset. On the binary classification task, we accomplished (97% accuracy - 97% sensitivity - 98.3% specificity - 0.9455, Quadratic Weighted Kappa score (QWK)) compared to the state-of-the-art. Moreover, Our network showed high competency (82% accuracy - 0.888 (QWK)) for severity grading. The significant contribution of the proposed framework is that it efficiently grades the severity level of diabetic retinopathy while reducing the time and space complexity required, which demonstrates it as a promising candidate for autonomous diagnosis. ",""
"A Hybrid Convolutional Neural Network Model for Automatic Diabetic Retinopathy Classification From Fundus Images","https://scispace.com/paper/a-hybrid-convolutional-neural-network-model-for-automatic-81dgkj3oxywn","2024","Repository","","Ghulam Ali
Aqsa Dastgir
MUHAMMAD WASEEM IQBAL
Muhammad Anwar
Muhammad Faheem","10.60692/9kq3p-hwf22","","Objective: Diabetic Retinopathy (DR) is a retinal disease that can cause damage to blood vessels in the eye, that is the major cause of impaired vision or blindness, if not treated early. Manual detection of diabetic retinopathy is time-consuming and prone to human error due to the complex structure of the eye. Methods & Results: various automatic techniques have been proposed to detect diabetic retinopathy from fundus images. However, these techniques are limited in their ability to capture the complex features underlying diabetic retinopathy, particularly in the early stages. In this study, we propose a novel approach to detect diabetic retinopathy using a convolutional neural network (CNN) model. The proposed model extracts features using two different deep learning (DL) models, Resnet50 and Inceptionv3, and concatenates them before feeding them into the CNN for classification. The proposed model is evaluated on a publicly available dataset of fundus images. The experimental results demonstrate that the proposed CNN model achieves higher accuracy, sensitivity, specificity, precision, and f1 score compared to state-of-the-art methods, with respective scores of 96.85%, 99.28%, 98.92%, 96.46%, and 98.65%. ",""
"An Ensemble Deep Learning-Based Model Combined With Attention Module for Diabetic Retinopathy Classification","https://scispace.com/paper/an-ensemble-deep-learning-based-model-combined-with-v2tb7xkyslm2","2024","Journal Article","","Linfeng Cheng","10.1109/icaml64299.2024.00034","","This paper introduces a novel ensemble learning approach to address the binary classification problem of Diabetic Retinopathy (DR) using the Diabetic Retinopathy $224 \times 224$ (2019 Data) dataset. The background section briefly outlines the importance of diabetes and the early prediction and assessment of DR, which is a leading cause of blindness worldwide. The proposed framework leverages optimized ResNet models with attention mechanisms. The paper discusses in detail the data preprocessing and partitioning of the dataset into training, validation, and test sets. It also delves into the specific design of the ResNet models, including the incorporation of attention blocks to accentuate relevant input features. The attention blocks are used to selectively focus on the most informative regions of the retinal images, potentially enhancing the model's ability to detect subtle signs of DR. Furthermore, the paper describes the method of constructing a hybrid ensemble model by combining these attention-enhanced ResNet variants. The ensemble approach is employed to leverage the complementary strengths of multiple models, aiming to achieve superior performance compared to individual models. The experimental results demonstrate the ensemble model's impressive performance on the DR classification task, outperforming other typical models. The paper concludes by highlighting the clinical utility of the proposed approach in aiding physicians with accurate DR diagnosis and prognosis, ultimately mitigating the risk of vision loss for high-risk individuals.","This paper proposes an ensemble deep learning model with attention mechanisms for Diabetic Retinopathy classification, leveraging optimized ResNet models to selectively focus on informative regions of retinal images, achieving superior performance compared to individual models."
"A Hybrid Convolutional Neural Network Model for Automatic Diabetic Retinopathy Classification From Fundus Images","https://scispace.com/paper/a-hybrid-convolutional-neural-network-model-for-automatic-ii71ihatsh4n","2024","Repository","","Ghulam Ali
Aqsa Dastgir
MUHAMMAD WASEEM IQBAL
Muhammad Anwar
Muhammad Faheem","10.60692/yw353-yea29","","Objective: Diabetic Retinopathy (DR) is a retinal disease that can cause damage to blood vessels in the eye, that is the major cause of impaired vision or blindness, if not treated early. Manual detection of diabetic retinopathy is time-consuming and prone to human error due to the complex structure of the eye. Methods & Results: various automatic techniques have been proposed to detect diabetic retinopathy from fundus images. However, these techniques are limited in their ability to capture the complex features underlying diabetic retinopathy, particularly in the early stages. In this study, we propose a novel approach to detect diabetic retinopathy using a convolutional neural network (CNN) model. The proposed model extracts features using two different deep learning (DL) models, Resnet50 and Inceptionv3, and concatenates them before feeding them into the CNN for classification. The proposed model is evaluated on a publicly available dataset of fundus images. The experimental results demonstrate that the proposed CNN model achieves higher accuracy, sensitivity, specificity, precision, and f1 score compared to state-of-the-art methods, with respective scores of 96.85%, 99.28%, 98.92%, 96.46%, and 98.65%. ",""
"Two-stage deep learning classification for diabetic retinopathy using gradient weighted class activation mapping","https://scispace.com/paper/two-stage-deep-learning-classification-for-diabetic-51f070epre","2024","Journal Article","Automatika","Abderaouf M. Moustari
Youcef Brik
Bilal Attallah
Rafik Bouaouina","10.1080/00051144.2024.2363692","","The fundus images of patients with Diabetic Retinopathy (DR) often display numerous lesions scattered across the retina. Current methods typically utilize the entire image for network learning, which has limitations since DR abnormalities are usually localized. Training Convolutional Neural Networks (CNNs) on global images can be challenging due to excessive noise. Therefore, it's crucial to enhance the visibility of important regions and focus the recognition system on them to improve accuracy. This study investigates the task of classifying the severity of diabetic retinopathy in eye fundus images by employing appropriate preprocessing techniques to enhance image quality. We propose a novel two-branch attention-guided convolutional neural network (AG-CNN) with initial image preprocessing to address these issues. The AG-CNN initially establishes overall attention to the entire image with the global branch and then incorporates a local branch to compensate for any lost discriminative cues. We conduct extensive experiments using the APTOS 2019 DR dataset. Our baseline model, DenseNet-121, achieves average accuracy/AUC values of 0.9746/0.995, respectively. Upon integrating the local branch, the AG-CNN improves the average accuracy/AUC to 0.9848/0.998, representing a significant advancement in state-of-the-art performance within the field.","A novel two-branch attention-guided convolutional neural network (AG-CNN) with initial image preprocessing with initial image preprocessing to address the task of classifying the severity of diabetic retinopathy in eye fundus images by employing appropriate preprocessing techniques to enhance image quality."
