"Paper Title","Paper Link","Publication Year","Publication Type","Publication Title","Author Names","DOI","PDF Link","Abstract","TL;DR"
"Efficacy and safety of subcutaneous semaglutide in adults with overweight or obese: a subgroup meta-analysis of randomized controlled trials","https://scispace.com/paper/efficacy-and-safety-of-subcutaneous-semaglutide-in-adults-wf2bq9a8","2023","Journal Article","Frontiers in Endocrinology","Rui Zhang
Qingtao Hou
Bing Li
Ling Deng
Yu-Mei Yang
Tingting Li
Xiaohui Yao
Liang Yang
Xiangkun Lin
Yi-qian Liao
Lin Wang
Yu-ping Liu
Jing Tan
Zhengwei Wan
Ping Shuai","10.3389/fendo.2023.1132004","https://scispace.com/pdf/efficacy-and-safety-of-subcutaneous-semaglutide-in-adults-wf2bq9a8.pdf","Introduction Semaglutide shows significant performance on weight reduction in several clinical trials. However, it is not clear what kind of administration frequency or dosage will achieve better effects. This study aims to explore the different therapeutic effect of semaglutide on weight control under the diverse administration circumstances. Methods The PubMed, Embase, Web of Science, Cochrane Library, and the Clinical Trials.gov were searched from inception until 6 June, 2022 to include randomized controlled trials evaluating the Efficacy and safety of subcutaneous semaglutide in overweight or obese adults. Random effects or fixed effects model was conducted based on the heterogeneity among trials. Subgroup analysis was performed to identify the detailed effects under different intervention situations. Results and discussion Our study included 13 RCTs involving 5,838 participants with 3,794 ones in semaglutide group and 2,044 in placebo group. Semaglutide was associated with a significant reduction on weight loss related outcomes, including the absolute value of weight loss (WMD -8·97, 95% CI -10·73 to -7·21), percentage of weight loss (WMD -10·00, 95% CI -11·99 to -8·00), body mass index (WMD-3·19, 95% CI -4·02 to -2·37) and waist circumference (WMD -7·21,95% CI -8·87 to -5·56). Subgroup analyses illustrated participants with high weekly dosage, long-term treatment duration and severe baseline BMI (Class II obesity) had a more remarkably decreasing on the main outcomes of weight loss (P for interaction<0·05). Total adverse reactions occurred more frequently in the daily administration group than that in the weekly group (P for interaction =0·01). During the treatment, the incidence rate of hypoglycemia was higher in the group without lifestyle intervention compared with that with lifestyle intervention (P for interaction =0·04). Interpretation Subcutaneous semaglutide had significant benefits on weight loss with reasonable safety in overweight or obese adults. Moreover, additional benefits on cardiometabolic profiles were also seen. We recommended semaglutide treatment to be coupled with lifestyle interventions, and target dose of 2·0 mg or more subcutaneously once weekly. Clinicians can choose suitable treatment schemes based on diverse individual situations. Systematic review registration https://www.crd.york.ac.uk/PROSPERO/display_record.php?RecordID=337099, identifier PROSPERO (CRD42022337099). Graphical Abstract","In this article , the authors explored the different therapeutic effect of semaglutide on weight control under the diverse administration circumstances and found that semaglanutide was associated with a significant reduction on weight loss related outcomes."
"Efficacy of Different Doses and Forms of the GLP-1 Receptor Agonist Semaglutide in Weight Reduction Among Non-diabetic Obese or Overweight Populations","https://scispace.com/paper/efficacy-of-different-doses-and-forms-of-the-glp-1-receptor-5key5aal938e","2024","Journal Article","Cureus","Nazeefa Fatima
Abhinav Anand
Aadi R Palvia
Avneet Kaur
Gibran A Azeez
Mounika Thirunagari
Samia Rauf Butt","10.7759/cureus.68786","","Disorders linked to increased body weight are on the rise and obesity is a global epidemic associated with a rising risk for developing comorbidities, such as hypertension or type 2 diabetes. There is a significant need to develop a multimodal approach targeting obesity within clinical medicine. Pharmacological options to produce weight loss have been a popular research area and the novel glucagon-like Peptide-1 receptor agonists (GLP-1 RA) are highly effective glycemic control agents that have shown a substantial weight loss effect. This systematic review explores the efficacy of semaglutide, a GLP-1 RA agent, in a non-diabetic population, looking at endpoints of changes in weight and waist circumference and the percentage of patients achieving a clinically effective weight loss of at least 5%. This study was conducted following the Preferred Reporting Items for Systematic Reviews and Meta-Analyses (PRISMA) 2020 guidelines. A comprehensive search was undertaken to find applicable papers using three databases, including PubMed, PubMed Central, and Cochrane Library. The included articles were narrowed down from an initial pool of 423 papers using filters, automation tools, inclusion/exclusion criteria, and quality appraisal tools. In this systematic review, we have analyzed 10 high-quality studies published in the last five years, including nine randomized control trials (RCTs) and a retrospective cohort study. The aim was to combine the results of these studies, encompassing 6623 participants, to showcase the effectiveness of GLP-1 RAs in the non-diabetic obese or overweight population. The consolidated data from the literature in this systematic review endorses the use of semaglutide as a highly efficient weight-reducing agent, contributing positive insight to both clinicians and researchers in the field of obesity treatment. ","This systematic review of 10 high-quality studies (6623 participants) evaluates the efficacy of semaglutide, a GLP-1 receptor agonist, in non-diabetic obese or overweight populations, demonstrating significant weight loss and reduction in waist circumference."
"Semaglutide - for the treatment of obesity","https://scispace.com/paper/semaglutide-for-the-treatment-of-obesity-5c244c8cf41c","2025","Repository","","S. D. Aminov","10.5281/zenodo.14993618","","&lt;p&gt;&lt;em&gt;&lt;span&gt;Obesity is a growing global health issue that significantly increases the risk of metabolic disorders, cardiovascular diseases, and mortality. Traditional weight management strategies, including lifestyle modifications and pharmacotherapy, often yield limited long-term success. Recent advancements have highlighted the effectiveness of Semaglutide, a glucagon-like peptide-1 (GLP-1) receptor agonist, in promoting weight loss. This review explores the mechanisms, clinical efficacy, and safety profile of Semaglutide in obesity treatment. In the STEP 5 trial, Semaglutide 2.4 mg administered subcutaneously once weekly resulted in a significant reduction in body weight, maintained over 104 weeks compared to placebo (n=152). Additionally, Semaglutide improved cardiometabolic risk factors, demonstrating a favorable benefit-risk ratio for long-term weight control. With an approximate 15% reduction in body weight by week 68, Semaglutide has shown the most effective weight loss outcomes among current anti-obesity medications, accompanied by improvements in cardiovascular risk factors and overall physical health.&lt;/span&gt;&lt;/em&gt;&lt;/p&gt; ",""
"Semaglutide for the treatment of overweight and obesity: A review","https://scispace.com/paper/semaglutide-for-the-treatment-of-overweight-and-obesity-a-gzlityzr","2022","Journal Article","Diabetes, Obesity and Metabolism","Natasha C. Bergmann
Melanie J. Davies
Ildiko Lingvay
Filip K. Knop","10.1111/dom.14863","https://onlinelibrary.wiley.com/doi/pdfdirect/10.1111/dom.14863","Obesity is a chronic, relapsing disease associated with multiple complications and a substantial morbidity, mortality and health care burden. Pharmacological treatments for obesity provide a valuable adjunct to lifestyle intervention, which often achieves only limited weight loss that is difficult to maintain. The Semaglutide Treatment Effect in People with obesity (STEP) clinical trial programme is evaluating once‐weekly subcutaneous semaglutide 2.4 mg (a glucagon‐like peptide‐1 analogue) in people with overweight or obesity. Across STEP 1, 3, 4 and 8, semaglutide 2.4 mg was associated with mean weight losses of 14.9%‐17.4% in individuals with overweight or obesity without type 2 diabetes from baseline to week 68; 69%‐79% of participants achieved ≥10% weight loss with semaglutide 2.4 mg (vs. 12%‐27% with placebo) and 51%‐64% achieved ≥15% weight loss (vs. 5%‐13% with placebo). In STEP 5, mean weight loss was −15.2% with semaglutide 2.4 mg versus −2.6% with placebo from baseline to week 104. In STEP 2 (individuals with overweight or obesity, and type 2 diabetes), mean weight loss was −9.6% with semaglutide 2.4 mg versus −3.4% with placebo from baseline to week 68. Improvements in cardiometabolic risk factors, including high blood pressure, atherogenic lipids and benefits on physical function and quality of life were seen with semaglutide 2.4 mg. The safety profile of semaglutide 2.4 mg was consistent across trials, primarily gastrointestinal adverse events. The magnitude of weight loss reported in the STEP trials offers the potential for clinically relevant improvement for individuals with obesity‐related diseases.","The magnitude of weight loss reported in the STEP trials offers the potential for clinically relevant improvement for individuals with obesity-related diseases."
"Abstract 9: Once-weekly subcutaneous semaglutide 2.4 mg reduces body weight in adults with overweight or obesity regardless of baseline characteristics (STEP 1)","https://scispace.com/paper/abstract-9-once-weekly-subcutaneous-semaglutide-2-4-mg-1vx4mkq5","2022","","Indian Journal of Endocrinology and Metabolism","Swaroop Hassan Suresh
Robert F. Kushner
W. Timothy Garvey
Dan Hesse
Anna Koroleva
Soo-Youn Lim
Ildiko Lingway
Ofri Mosenzon Signe O R Wallenstein
Thomas A. Wadden
Carel W. le Roux","10.4103/2230-8210.342310","","Background: Semaglutide is a long-acting, subcutaneous (s.c.), glucagon-like peptide-1 analogue that is currently being investigated for obesity management in adults with overweight or obesity in the phase 3 STEP clinical trial program. Varying degrees of weight loss were observed with once-weekly s.c. semaglutide 2.4 mg in STEP 1, and a post-hoc analysis was conducted to investigate weight loss in subgroups of participants based on their baseline characteristics. Methods: STEP 1 was a randomized, double-blind, placebo-controlled, phase 3 trial (NCT03548935). Adults aged ≥18 years with either body mass index (BMI) ≥27 kg/ m2 with ≥1 weight-related comorbidity or BMI ≥30 kg/m2, without type 2 diabetes, were randomized 2:1 to 68 weeks’ treatment with once-weekly s.c. semaglutide 2.4 mg or placebo, as adjunct to lifestyle intervention. A descriptive evaluation of categorical weight loss with semaglutide from baseline to week 68 (≥20%, 15-<20%, 10-<15%, 5-<10%) by baseline characteristics (age, sex, race [White, Asian, Black or African American, other], body weight, BMI, waist circumference, and glycemic status [normo-glycemia, pre-diabetes]) was conducted. Mean percent weight loss with semaglutide from baseline to week 68 was analyzed separately by sex (male, female) and baseline body weight (≥115 kg, 100-<115 kg, 90-<100 kg, <90 kg) using a mixed model for repeated measurements analysis with treatment, subgroup (of sex or baseline body weight), and the interaction between treatment and subgroup as factors, and baseline body weight as a covariate, all nested within visit (based on the trial product estimand [treatment effect assuming treatment adherence and without use of rescue intervention] for the on-treatment period). Results: STEP 1 included 1,961 randomized participants (mean age 46 years, body weight 105.3 kg, BMI 37.9 kg/ m2; 74.1% female). For categorical weight loss, the observed proportions of participants with ≥20%, 15-<20%, 10-<15%, and 5-<10% weight loss at week 68 were 34.8%, 19.9%, 20.0%, and 17.5% with semaglutide vs 2.0%, 3.0%, 6.8%, and 21.2% with placebo, respectively. The distribution of participants across weight loss groups did not appear to be affected by any baseline characteristics, except sex and baseline body weight. Mean percent weight loss at week 68 with semaglutide was greater among females than males, and in participants with lower vs higher baseline body weight. Sex and baseline body weight were independently associated with weight loss with semaglutide vs placebo at week 68 (p<0.001 for both tests for subgroup interactions). Conclusion: In STEP 1, weight loss with once-weekly s.c. semaglutide 2.4 mg was seen in all subgroups evaluated, and was generally not influenced by baseline characteristics. The exception was sex and baseline body weight; female sex and a low baseline body weight were associated with a greater response to semaglutide.","Weight loss with once-weekly s.c. semaglutide 2.4 mg was seen in all subgroups evaluated, and was generally not influenced by baseline characteristics, except sex and baseline body weight."
"Body Composition Changes with Semaglutide: A Systematic Review and Meta-Analysis","https://scispace.com/paper/body-composition-changes-with-semaglutide-a-systematic-wqvtwyv0sqeu","2025","Repository","","Guilherme Giorelli
Milton Mizumoto
Silvia Sartoretto
Socorro Giorelli
Paulo Giorelli
Alessandra Bedin-Pochini
Diogo Toledo
Gabriel Barreto
Bryan Saunders
Guilherme Giorelli
Milton Mizumoto
Silvia Sartoretto
Socorro Giorelli
Paulo Giorelli
Alessandra Bedin-Pochini
Diogo Toledo
Gabriel Barreto
Bryan Saunders","10.1101/2025.09.29.25336760","https://scispace.compdf/body-composition-changes-with-semaglutide-a-systematic-wqvtwyv0sqeu.pdf","Abstract Introduction Semaglutide is an effective intervention for weight loss, but the relative contributions of fat and fat-free mass (FFM) to total weight loss remain unclear. Methods This was a systematic review and meta-analysis of randomized controlled trials (RCTs) evaluating semaglutide use in adults living with overweight or obesity. Searches were performed in PubMed, Web of Science, Embase, and Scopus through April 2025. Eligible trials reported baseline and post-treatment measures of body mass, fat mass, and FFM. Data extraction followed PRISMA guidelines, and risk of bias and certainty of evidence were assessed. Random-effects models were applied, with linear or quadratic functions fitted as appropriate. Results Seven RCTs involving 452 participants (259 semaglutide, 193 placebo) met the inclusion criteria. Semaglutide produced significant non-linear weight loss (0.04 kg/day; 95% CI 0.03–0.05; p&lt;0.0001), primarily due to fat mass reduction (0.03 kg/day; 95% CI 0.01–0.05; p=0.007). FFM declined linearly at a smaller rate (0.007 kg/day; 95% CI 0.003–0.010; p=0.0001). Certainty of evidence was moderate. Conclusion Semaglutide induces substantial reductions in body and fat mass, with modest FFM loss. Clinical strategies combining semaglutide with resistance exercise and nutritional support may help preserve lean mass and optimize long-term outcomes. ",""
"Efficacy and safety of once‐weekly subcutaneous semaglutide on weight loss in patients with overweight or obesity without diabetes mellitus—A systematic review and meta‐analysis of randomized controlled trials","https://scispace.com/paper/efficacy-and-safety-of-once-weekly-subcutaneous-semaglutide-37yh7eq32s","2024","Journal Article","Obesity Reviews","Sharath Kommu
Richard L. Berg","10.1111/obr.13792","","Summary Semaglutide is found to be efficient for weight loss in patients with overweight or obesity with diabetes mellitus (DM). With a wide range of adverse events reported, the efficacy and safety of once‐weekly subcutaneous semaglutide in individuals without DM, with overweight or obesity, is unclear. We conducted a comprehensive meta‐analysis of randomized studies on once‐weekly semaglutide in this patient population. We identified nine studies with 11,641 patients in the semaglutide group and 10,479 in the placebo group. We observed that semaglutide resulted in significant benefits, including change in body weight (%): mean difference (MD) of −11.49% ( p &lt; 0.0001), change in absolute body weight: MD of −11.74 kg ( p &lt; 0.0001), and change in waist circumference: MD of −9.06 cm ( p &lt; 0.0001). Gastrointestinal side effects are predominant including nausea: odds ratio (OR) of 4.06 ( p &lt; 0.0001), vomiting: OR of 4.43 ( p &lt; 0.0001), diarrhea: OR of 2.10 ( p &lt; 0.0001), constipation: OR of 2.43 ( p &lt; 0.0001), gallbladder disorders: OR of 1.26 ( p = 0.010), and cholelithiasis: OR of 2.06 ( p = 0.04). Serious adverse events were not statistically significant: OR of 1.06 ( p = 0.82). However, the percentage of participants discontinuing due to adverse events and gastrointestinal side effects was statistically significant: ORs of 2.22 ( p &lt; 0.0001) and 3.77 ( p &lt; 0.0001), respectively. This study shows that in patients with overweight or obesity without DM, once‐weekly subcutaneous semaglutide can significantly decrease body weight without risk of serious adverse events when compared with a placebo. However, gastrointestinal side effects are predominant with semaglutide, which can result in medication discontinuation. ","Once-weekly subcutaneous semaglutide is effective and safe for weight loss in patients with overweight or obesity without diabetes mellitus, but gastrointestinal side effects are common."
"Abstract 15741: Long-Term Efficacy and Safety of Once-Weekly Semaglutide for Weight Loss in Individuals With Obesity or Overweight but Without Diabetes: A Systematic Review and Meta-Analysis of Randomized Controlled Trials","https://scispace.com/paper/abstract-15741-long-term-efficacy-and-safety-of-once-weekly-21d17cwz1e","2023","Journal Article","Circulation","Areesha Moiz
Jeremy Y. Levett
Kristian B. Filion
Katya Peri
Pauline Reynier
Mark J. Eisenberg","10.1161/circ.148.suppl_1.15741","","
 BACKGROUND:
 Randomized controlled trials (RCTs) have demonstrated that semaglutide, a GLP-1 receptor agonist, results in clinically important weight loss among individuals with type 2 diabetes. However, its effect on sustained weight loss among those without diabetes is unclear.
 
 
 Objective:
 To examine the long-term efficacy and safety of once-weekly semaglutide use for weight loss among individuals with obesity or overweight but without diabetes.
 
 
 Methods:
 We systematically searched MEDLINE, Embase, and the Cochrane Libraries to identify RCTs that randomized participants with obesity or overweight but without diabetes to a once-weekly 2.4 mg subcutaneous dose of semaglutide versus placebo. Inclusion was restricted to RCTs that reported change in body weight at a follow-up duration of ≥ 68 weeks. The primary outcome was relative change in body weight from baseline to 68 weeks. Random-effects models with inverse variance weighting estimated weighted mean differences (WMDs) and relative risks (RRs) with 95% confidence intervals (CIs).
 
 
 Results:
 Three RCTs (n=2,783, 6.0% overweight [BMI 27 to 29.9 kg/m
 2
 ] and 94.0% obese [BMI ≥30 kg/m
 2
 ]) were included. Compared to placebo, once-weekly semaglutide was associated with decreased relative (WMD: -12.0%; 95% CI -13.9%, -10.2%; Table 1) and absolute body weight (WMD: -12.2; 95% CI -13.8, -10.6 kg) at 68 weeks. A total of 86.5% of participants randomized to semaglutide achieved ≥5% weight loss compared to 34.8% with placebo (RR: 2.41; 95% CI 1.26, 4.64). The incidence of gastrointestinal adverse events was higher with semaglutide (RR: 1.45; 95% CI 1.14, 1.84); however, the majority of these events were transient, mild-to-moderate in severity, and did not require treatment discontinuation. A low incidence of serious adverse events was reported (9.5%).
 CONCLUSIONS:
 Among individuals with obesity or overweight but without diabetes, semaglutide is efficacious for sustained weight loss.
 
 
 
","Among individuals with obesity or overweight but without diabetes, semaglutide is efficacious for sustained weight loss."
"Effects of once-weekly semaglutide in obese/overweight patients: A systematic review and meta-analysis","https://scispace.com/paper/effects-of-once-weekly-semaglutide-in-obese-overweight-1u4t0zdz","2022","Posted Content","","","10.21203/rs.3.rs-2346356/v1","","Abstract Background: Pharmacological options for management of overweight or obesity in adults are limited, several large scale trials about semaglutide published recently require updated evidence synthesis. Objective： To investigate the safety and efficacy of once-weekly glucagon-like peptide-1 (GLP-1) receptor agonist semaglutide in patients with overweight or obesity. Methods: Database including PubMed, Embase, Cochrane Library, and Scopus were searched up until Jan 27, 2022. Randomised controlled trials with ≥12 weeks of treatment evaluating once-weekly semaglutide or placebo in obese/overweight adults. Primary outcome was change from baseline in weight. Secondary endpoints included proportion of patients achieving body weight targets and change from baseline in weight, body mass index (BMI), waist circumferences (WC), glucose, blood lipids and blood pressure levels, gastrointestinal adverse effects. Subgroup analysis was performed according to different dosages of semaglutide. Odds ratio (OR) and weighted mean difference (WMD) with 95% confidence intervals (CI) were used to evaluate the overall outcomes. Intertrial heterogeneity across studies was examined by I 2 and Q statistics. Results: Finally, 9 studies comprising a total of 5324 patients were included in the meta-analysis. Compared with placebo, semaglutide was more effective in reducing body weight (WMD: 5.52 kg, 95% CI:-7.35kg, -5.78kg, P &lt;0.00001) and percentage of body weight by 10.88% (95% CI:-12.98%, -8.79%). The proportion of patients achieving body weight targets was significantly higher in semaglutide-treated patients compared to placebo. Semaglutide also reduced BMI and WC, and benefited glycaemic, blood pressure and triglyceride regulation. And, semaglutide has a beneficial effect on health-related quality of life. However, the incidence of gastrointestinal side effects was significantly higher in patients treated with semaglutide. Conclusions: Once weekly semaglutide could be an optimal therapeutic choice for obesity or overweight patients. ","In this article , the safety and efficacy of semaglutide in patients with overweight or obesity was investigated by using randomized controlled trials with ≥ 12 weeks of treatment evaluating once-weekly glucagon-like peptide-1 (GLP-1) receptor agonist."
"Two-year effects of semaglutide in adults with overweight or obesity: the STEP 5 trial","https://scispace.com/paper/two-year-effects-of-semaglutide-in-adults-with-overweight-or-1ia6zfqk","2022","Journal Article","Nature Medicine","W. Timothy Garvey
Rachel L. Batterham
Meena Bhatta
Silvio Buscemi
Louise Næser Christensen
Juan P. Frias
Esteban Jódar
Kristian Kandler
Georgia Rigas
Thomas A. Wadden
Sean Wharton","10.1038/s41591-022-02026-4","https://scispace.com/pdf/two-year-effects-of-semaglutide-in-adults-with-overweight-or-1ia6zfqk.pdf","Abstract The STEP 5 trial assessed the efficacy and safety of once-weekly subcutaneous semaglutide 2.4 mg versus placebo (both plus behavioral intervention) for long-term treatment of adults with obesity, or overweight with at least one weight-related comorbidity, without diabetes. The co-primary endpoints were the percentage change in body weight and achievement of weight loss of ≥5% at week 104. Efficacy was assessed among all randomized participants regardless of treatment discontinuation or rescue intervention. From 5 October 2018 to 1 February 2019, 304 participants were randomly assigned to semaglutide 2.4 mg ( n = 152) or placebo ( n = 152), 92.8% of whom completed the trial (attended the end-of-trial safety visit). Most participants were female (236 (77.6%)) and white (283 (93.1%)), with a mean (s.d.) age of 47.3 (11.0) years, body mass index of 38.5 (6.9) kg m –2 and weight of 106.0 (22.0) kg. The mean change in body weight from baseline to week 104 was −15.2% in the semaglutide group ( n = 152) versus −2.6% with placebo ( n = 152), for an estimated treatment difference of −12.6 %-points (95% confidence interval, −15.3 to −9.8; P &lt; 0.0001). More participants in the semaglutide group than in the placebo group achieved weight loss ≥5% from baseline at week 104 (77.1% versus 34.4%; P &lt; 0.0001). Gastrointestinal adverse events, mostly mild-to-moderate, were reported more often with semaglutide than with placebo (82.2% versus 53.9%). In summary, in adults with overweight (with at least one weight-related comorbidity) or obesity, semaglutide treatment led to substantial, sustained weight loss over 104 weeks versus placebo. NCT03693430 ","The STEP 5 trial as discussed by the authors assessed the efficacy and safety of once-weekly subcutaneous semaglutide 2.4 mg versus placebo (both plus behavioral intervention) for longterm treatment of adults with obesity, or overweight with at least one weight-related comorbidity, without diabetes."
"Efficacy and safety of once weekly semaglutide 2·4 mg for weight management in a predominantly east Asian population with overweight or obesity (STEP 7): a double-blind, multicentre, randomised controlled trial.","https://scispace.com/paper/efficacy-and-safety-of-once-weekly-semaglutide-2-4-mg-for-27f3ev89mb","2024","Journal Article","The Lancet Diabetes & Endocrinology","Yiming Mu
Xiaolei Bao
Freddy G Eliaschewitz
Morten Rix Hansen
Bom Taeck Kim
Anna Koroleva
Ronald C W Ma
Tao Yang
Ning Zu
Ming Liu","10.1016/s2213-8587(23)00388-1","","Data on the benefits of the once weekly GLP-1 receptor agonist semaglutide 2·4 mg for weight management in people from east Asia are insufficient. The objective of this study was to determine the efficacy and safety of once weekly semaglutide 2·4 mg versus placebo for weight management in a predominantly east Asian adult population.This randomised phase 3a, double-blind multicentre controlled trial (STEP 7) recruited participants from 23 hospitals and trial centres in China, Hong Kong, Brazil, and South Korea. Adults with overweight or obesity, with or without type 2 diabetes, were randomly assigned (2:1) to receive a subcutaneous injection of either semaglutide 2·4 mg or placebo once a week for 44 weeks, plus a diet and physical activity intervention. Randomisation was done in blocks of six with an interactive web response system and was stratified by diagnosis of type 2 diabetes. Participants, investigators, and the trial sponsor were masked to treatment allocation until after database lock. Primary endpoints were percentage change in mean bodyweight and proportion of participants having reached a weight reduction of at least 5% of bodyweight from baseline to week 44. Safety was assessed in all participants who received at least one dose of study drug. This study is registered with ClinicalTrials.gov, NCT04251156, and is now complete.From Dec 8, 2020, to Aug 23, 2022, 448 participants were screened, of whom 375 were randomly assigned to either the semaglutide 2·4 mg group (n=249) or the placebo group (n=126). Estimated mean percentage change in bodyweight from baseline to week 44 was -12·1% (SE 0·5) with semaglutide 2·4 mg versus -3·6% (0·7) with placebo (estimated treatment difference -8·5 percentage points [95% CI -10·2 to -6·8]; p<0·0001). At week 44, the proportion of participants who lost 5% or more of their bodyweight was higher in the semaglutide 2·4 mg group than in the placebo group (203/238 [85%] vs 36/116 [31%]); odds ratio 13·1 (95% CI 7·4-23·1; p<0·0001). Adverse events were reported by 231 (93%) of 249 participants in the semaglutide 2·4 mg group and 108 (86%) of 126 participants in the placebo group, the most common of which were gastrointestinal disorders (168/249, 67% vs 45/126, 36%).The results of this study support the use of semaglutide 2·4 mg for weight management in people of east Asian ethnicity with overweight or obesity and with or without type 2 diabetes.Novo Nordisk.For the Mandarin, Portuguese and South Korean translations of the abstract see Supplementary Materials section. ","The results of this study support the use of semaglutide 2·4 mg for weight management in people of east Asian ethnicity with overweight or obesity and with or without type 2 diabetes."
"Effect of Subcutaneous Semaglutide vs Placebo as an Adjunct to Intensive Behavioral Therapy on Body Weight in Adults With Overweight or Obesity: The STEP 3 Randomized Clinical Trial.","https://scispace.com/paper/effect-of-subcutaneous-semaglutide-vs-placebo-as-an-adjunct-4xpus2aoql","2021","Journal Article","JAMA","Thomas A. Wadden
Timothy S. Bailey
Liana K. Billings
Melanie J. Davies
Melanie J. Davies
Juan P. Frias
Anna Koroleva
Ildiko Lingvay
Patrick M. O'Neil
Domenica Rubino
Dorthe Skovgaard
Signe O R Wallenstein
W. Timothy Garvey
Step Investigators","10.1001/JAMA.2021.1831","https://scispace.com/pdf/effect-of-subcutaneous-semaglutide-vs-placebo-as-an-adjunct-4xpus2aoql.pdf","Importance Weight loss improves cardiometabolic risk factors in people with overweight or obesity. Intensive lifestyle intervention and pharmacotherapy are the most effective noninvasive weight loss approaches. Objective To compare the effects of once-weekly subcutaneous semaglutide, 2.4 mg vs placebo for weight management as an adjunct to intensive behavioral therapy with initial low-calorie diet in adults with overweight or obesity. Design, setting, and participants Randomized, double-blind, parallel-group, 68-week, phase 3a study (STEP 3) conducted at 41 sites in the US from August 2018 to April 2020 in adults without diabetes (N = 611) and with either overweight (body mass index ≥27) plus at least 1 comorbidity or obesity (body mass index ≥30). Interventions Participants were randomized (2:1) to semaglutide, 2.4 mg (n = 407) or placebo (n = 204), both combined with a low-calorie diet for the first 8 weeks and intensive behavioral therapy (ie, 30 counseling visits) during 68 weeks. Main outcomes and measures The co-primary end points were percentage change in body weight and the loss of 5% or more of baseline weight by week 68. Confirmatory secondary end points included losses of at least 10% or 15% of baseline weight. Results Of 611 randomized participants (495 women [81.0%], mean age 46 years [SD, 13], body weight 105.8 kg [SD, 22.9], and body mass index 38.0 [SD, 6.7]), 567 (92.8%) completed the trial, and 505 (82.7%) were receiving treatment at trial end. At week 68, the estimated mean body weight change from baseline was -16.0% for semaglutide vs -5.7% for placebo (difference, -10.3 percentage points [95% CI, -12.0 to -8.6]; P Conclusions and relevance Among adults with overweight or obesity, once-weekly subcutaneous semaglutide compared with placebo, used as an adjunct to intensive behavioral therapy and initial low-calorie diet, resulted in significantly greater weight loss during 68 weeks. Further research is needed to assess the durability of these findings. Trial registration ClinicalTrials.gov Identifier: NCT03611582.","Among adults with overweight or obesity, once-weekly subcutaneous semaglutide compared with placebo, used as an adjunct to intensive behavioral therapy and initial low-calorie diet, resulted in significantly greater weight loss during 68 weeks."
"Long-Term Efficacy and Safety of Once-Weekly Semaglutide for Weight Loss in Patients Without Diabetes: A Systematic Review and Meta-Analysis of Randomized Controlled Trials.","https://scispace.com/paper/long-term-efficacy-and-safety-of-once-weekly-semaglutide-for-26cnqgaokw","2024","Journal Article","American Journal of Cardiology","Areesha Moiz
Jeremy Y. Levett
Kristian B. Filion
Katya Peri
Pauline Reynier
Mark J. Eisenberg","10.1016/j.amjcard.2024.04.041","","<h2>ABSTRACT</h2> Semaglutide, a glucagon-like peptide-1 receptor agonist, has demonstrated clinically important weight loss effects in patients with type 2 diabetes. However, its effects on sustained weight loss among individuals without diabetes remains unclear. Our objective was to examine the long-term efficacy and safety of semaglutide use for weight loss among individuals with overweight/obesity and without diabetes. MEDLINE, Embase, and the Cochrane Libraries were systematically searched to identify randomized controlled trials (RCTs) that randomized participants with overweight/obesity but without diabetes to once-weekly 2.4 mg subcutaneous semaglutide versus placebo with follow-up of at least 68 weeks. The primary outcome was change in relative body weight from baseline to longest follow-up. Random-effects models with inverse variance weighting were used to estimate weighted mean differences (WMDs) and relative risks (RRs) with 95% confidence intervals (CIs). A total of 4 RCTs (n=3,087) were included. Of the 3 trials which provided BMI by category (n=2,783), 94.0% of participants had a baseline BMI ≥30 kg/m<sup>2</sup>. Compared to placebo, use of semaglutide was associated with substantial decreases in long-term relative (WMD: -12.1%; 95% CI -13.5, -10.7) and absolute body weight (WMD: -12.3 kg; 95% CI -13.6, -11.0). At longest follow-up, 33.4% of participants randomized to semaglutide achieved ≥20% weight loss compared to 2.2% with placebo (RR: 15.08; 95% CI 9.31, 24.43). The risk of gastrointestinal adverse events was higher among semaglutide participants than placebo (RR: 1:47; 95% CI 1.28, 1.68); however, the majority of these events were transient, mild-to-moderate in severity, and did not require treatment discontinuation. In conclusion, semaglutide is efficacious for sustained weight loss among individuals with overweight/obesity and without diabetes. ","In conclusion, semaglutide is efficacious for sustained weight loss among individuals with overweight/obesity and without diabetes."
