"Paper Title","Paper Link","Publication Year","Publication Type","Publication Title","Author Names","DOI","PDF Link","Snippet","Abstract"
"… of liraglutide on visceral and ectopic fat in adults with overweight and obesity at high cardiovascular risk: a randomised, double-blind, placebo-controlled, clinical trial","https://scispace.com/paper/WZ2G5LnUmb4J","","","","IJ Neeland
SP Marso
CR Ayers
B Lewis","","https://phdres.caregate.net/jclub-articles/Hsu.082421.pdf","… benefits seen on cardiovascular outcomes in previous trials with liraglutide among patients … The LEADER trial showed cardiovascular disease benefit with liraglutide 1·8 mg daily …",""
"Real-world cardiovascular effects of liraglutide: transportability analysis of the LEADER trial","https://scispace.com/paper/real-world-cardiovascular-effects-of-liraglutide-avl5zz1o1kkx","2025","Journal Article","medRxiv","PhD Kevin Josey
MS Wenhui Liu
MS Theodore Warsavage
PhD Morten Medici
PhD Kajsa Kvist
PharmD Catherine G. Derington
MD Jane E.B. Reusch
PhD Debashis Ghosh
MD PhD Sridharan Raghavan","10.1101/2025.05.12.25327466","","… , we found that the LEADER trial examining cardiovascular outcomes associated with … analyses in bridging the gap between clinical trial efficacy and real-world effectiveness. As …",""
"Effect of liraglutide on cardiovascular outcomes in elderly patients: a post hoc analysis of a randomized controlled trial","https://scispace.com/paper/effect-of-liraglutide-on-cardiovascular-outcomes-in-elderly-50j8tw6sr0","2019","Journal Article","Annals of Internal Medicine","Matthew P. Gilbert
Stephen C. Bain
Edward Franek
Esteban Jódar-Gimeno
Michael A. Nauck
Richard E. Pratley
Rosângela Roginski Réa
José Francisco Kerr Saraiva
Søren Rasmussen
Karen Tornøe
Bernt Johan von Scholten
John B. Buse","10.7326/M18-1569","https://cronfa-dev.swansea.ac.uk/Record/cronfa44926/Download/0044926-17102018105857.pdf","… and all-cause death with liraglutide versus placebo. The benefits … for which limited clinical trial data have been available. … The LEADER trial and this study were funded by Novo …","Background: Comorbidities and complications associated with type 2 diabetes mellitus (T2DM) increase with age, making treatment of elderly persons with this condition challenging. Clinical data on the effect of antihyperglycemic treatment on cardiovascular (CV) events in elderly persons are limited (1). The U.S. Food and Drug Administration and European Medicines Agency recommend collecting comprehensive data on elderly patients with diabetes, particularly those aged 75 years or older, to inform appropriate treatment of this growing population (2, 3). Glucagon-like peptide-1 agonists are among the newer classes of antihyperglycemic agents recommended to treat T2DM because they have high glycemic efficacy and low intrinsic risk for hypoglycemia and promote weight loss (4). The LEADER (Liraglutide Effect and Action in Diabetes: Evaluation of Cardiovascular Outcome Results) trial showed a 13% reduction in major adverse cardiovascular events (MACEs) with liraglutide versus placebo in patients with T2DM at high risk for CV events (5). According to eligibility criteria, patients younger than 60 years had CV disease and older patients had at least 1 risk factor for CV disease. Objective: To examine the CV effects of liraglutide versus placebo in patients aged 75 years or older and 60 to 74 years with risk factors for CV disease and in patients younger than 60 years with CV disease, focusing on the first 2 age subgroups. Methods and Findings: The study design, methods, and statistical analysis have been described previously (5). The primary outcome was time from randomization to the first MACE, defined as CV death, a nonfatal myocardial infarction, or a nonfatal stroke. Safety end points included the frequency of serious adverse events and medical events of special interest (5). Time-to-event analysis was adjusted for baseline covariates (including baseline CV status and a wider range of CV factors, such as smoking) (5). Of the 9340 patients randomly assigned in the LEADER trial, 836 were aged 75 years or older, 6183 were aged 60 to 74 years, and 2321 were younger than 60 years. Overall, the baseline characteristics were matched between the treatment groups across the age subgroups (Table). Major adverse cardiovascular events occurred more frequently in patients aged 75 years or older than those aged 60 to 74 years, regardless of treatment. Table. Baseline Demographic and Clinical Characteristics, by Age at Baseline* Patients aged 75 years or older had a 34% and 29% risk reduction in the frequency of MACEs and expanded MACE outcomes, respectively, with liraglutide versus placebo. These reductions seemed less prominent between the 2 treatment groups in patients aged 60 to 74 years (P for interaction across all age groups for MACEs and expanded MACE outcomes= 0.054 and 0.084, respectively) (Figure). Patients in the liraglutide group had fewer other CV outcomes than those in the placebo group, regardless of age subgroup (Figure). The risk reduction in all-cause death with liraglutide versus placebo was 35% in patients aged 75 years or older versus 6% in patients aged 60 to 74 years (P for interaction= 0.088) (Figure). Figure. First occurrence of a MACE and secondary outcomes, by age at baseline. AP= angina pectoris; CV= cardiovascular; HF= heart failure; MACE= major adverse cardiovascular event; MI= myocardial infarction. * For the interaction between treatment and the 3 subgroups by age. A significant value (P< 0.05) indicates that the treatment effect was not consistent across subgroups. Analyses were adjusted for baseline covariates (including CV status at baseline as defined in the primary analysis [5] and a wider range of CV factors, such as smoking). No adjustment was done for multiple testing. Secondary CV end points included an expanded composite MACE outcome that comprised a MACE (as defined by the primary end point) or coronary revascularization, hospitalization for unstable AP or HF, each component of the composite CV outcomes, and all-cause and non-CV death. 1197 patients were in the liraglutide group, and 1124 were in the placebo group. 3053 patients were in the liraglutide group, and 3130 were in the placebo group. 418 patients were in the liraglutide group, and 418 were in the placebo group. Overall, 63.5% and 61.7% of patients aged 75 years or older reported serious adverse events and nonserious medical events of special interest, respectively, versus 49.5% and 49.8% of patients aged 60 to 74 years. Across these 2 age subgroups, the treatment groups did not notably differ. The most common adverse events were neoplasms (10.3% vs. 14.2% in patients aged 60 to 74 years and 75 years or older, respectively) and gastrointestinal disorders (diarrhea, nausea, and vomiting in 1.2%, 2.4%, and 1.1% of patients aged 60 to 74 years and 2.8%, 2.9%, and 1.2% in those aged 75 years or older, respectively). In the liraglutide group versus the placebo group, more patients had gastrointestinal disorders (46.6% vs. 33.0%, respectively) and the incidence of acute gallstone disease was higher (10.0% vs. 6.3%, respectively), regardless of age subgroup. Discussion: This post hoc analysis of the LEADER trial (2) focused on elderly patients at high risk for CV events and showed that liraglutide significantly reduced the risk for MACEs, expanded MACE outcomes, and all-cause death in this population compared with placebo. Benefits seemed more pronounced in patients aged 75 years or older than in those aged 60 to 74 years. Our analysis provides important information about a population in which clinical trial data are limited. Limitations of this analysis include the relatively small subgroup of patients aged 75 years or older versus the overall population, short follow-up, and the exploratory nature of post hoc analyses. These results can help physicians make clinical decisions on optimal management of T2DM in elderly patients, a vulnerable population in which treatment options that evidently benefit important clinical end points are limited. Supplement 1. Protocol Supplement 2. LEADER Trial Investigators Who Did Not Author the Current Work"
"Effect of liraglutide on cardiovascular events in patients with type 2 diabetes mellitus and polyvascular disease: results of the LEADER trial","https://scispace.com/paper/effect-of-liraglutide-on-cardiovascular-events-in-patients-bt3260wnji","2018","Journal Article","Circulation","Subodh Verma
Deepak L. Bhatt
Stephen C. Bain
John B. Buse
Johannes F.E. Mann
Steven P. Marso
Michael A. Nauck
Neil Poulter
Richard E. Pratley
Bernard Zinman
Marie M. Michelsen
Tea Monk Fries
Søren Rasmussen
Lawrence A. Leiter","10.1161/CIRCULATIONAHA.118.033898","https://www.ahajournals.org/doi/pdf/10.1161/CIRCULATIONAHA.118.033898","… Liraglutide consistently appeared to reduce major cardiovascular outcomes in both patients … steering committees), Harvard Clinical Research Institute (clinical trial steering committee), …","The presence of polyvascular disease, defined as atherosclerosis involving >1 distinct vascular territory, is a strong, independent predictor of cardiovascular events.1–4 In the LEADER trial (Liraglutide Effect and Action in Diabetes: Evaluation of Cardiovascular Outcome Results),5 the human glucagon-like peptide 1 analog liraglutide reduced cardiovascular events in patients with type 2 diabetes mellitus at high cardiovascular risk. In this post hoc analysis of LEADER, we evaluated the effects of liraglutide stratified by a number of atherosclerotic vascular territories (coronary, cerebrovascular, and peripheral).

LEADER (ClinicalTrials.gov, NCT01179048) was a randomized trial of liraglutide (1.8 mg or maximum tolerated dose) versus placebo in 9340 patients with type 2 diabetes mellitus and high cardiovascular risk (median follow-up, 3.8 years).5 The primary outcome was a composite of cardiovascular death, nonfatal myocardial infarction, or nonfatal stroke (major adverse cardiovascular events [MACE]). The key secondary expanded outcome (expanded MACE) also included hospitalization for unstable angina, coronary revascularization, or hospitalization for heart failure.

The ethics committee or institutional review board at each participating center approved the trial protocol. Patients provided informed consent. Cardiovascular outcomes were prospectively adjudicated by an independent, blinded event adjudication committee. Atherosclerotic vascular territories included coronary (myocardial infarction, ≥50% coronary artery stenosis, percutaneous coronary intervention or coronary artery bypass graft surgery, angina pectoris, or asymptomatic ischemia), cerebrovascular (stroke, transient ischemic attack, ≥50% intracranial or carotid artery stenosis), and peripheral (≥50% peripheral artery stenosis) arteries. Information was extracted from patients’ baseline medical history. Risk groups were determined by number of vascular territories involved: polyvascular disease as ≥2, single vascular disease as 1, and a group with no documented atherosclerotic cardiovascular disease (ASCVD).

The hazard ratios (HRs) comparing risk groups were calculated using a Cox proportional hazards model with treatment and risk group as factors. The treatment effect of liraglutide versus …"
"Effects of liraglutide on cardiovascular outcomes in patients with diabetes with or without heart failure","https://scispace.com/paper/effects-of-liraglutide-on-cardiovascular-outcomes-in-2smcx0fziq","2020","Journal Article","Journal of the American College of Cardiology","Steven P. Marso
Florian M.M. Baeres
Stephen C. Bain
Bryan Goldman
Mansoor Husain
Michael A. Nauck
Neil R Poulter
Richard E. Pratley
Anne B. Thomsen
John B. Buse
Leader Trial Investigators","10.1016/J.JACC.2019.12.063","https://cronfa.swan.ac.uk/Record/cronfa53812/Download/53812__16837__fffdd667baa94b25932005d86f2b85a8.pdf","… Another randomized clinical trial, involving participants with … training can lead to weight loss and increased exercise capacity … analysis of LEADER data indicate that liraglutide should be …",""
"Efficacy of liraglutide for weight loss among patients with type 2 diabetes: the SCALE diabetes randomized clinical trial","https://scispace.com/paper/efficacy-of-liraglutide-for-weight-loss-among-patients-with-1so87q78gd","2015","Journal Article","JAMA","Melanie J. Davies
Richard M. Bergenstal
Bruce W. Bode
Robert F. Kushner
Andrew Lewin
Trine Vang Skjøth
Arne Haahr Andreasen
Christine B. Jensen
Ralph A. DeFronzo","10.1001/JAMA.2015.9676","https://jamanetwork.com/journals/jama/articlepdf/2428956/joi150093.pdf","… Liraglutide administered once daily at doses of 1.2 mg and 1.8 mg is approved for … Weight loss has also been observed with liraglutide at these doses. Liraglutide mediates weight loss …","Importance Weight loss of 5% to 10% can improve type 2 diabetes and related comorbidities. Few safe, effective weight-management drugs are currently available. Objective To investigate efficacy and safety of liraglutide vs placebo for weight management in adults with overweight or obesity and type 2 diabetes. Design, Setting, and Participants Fifty-six–week randomized (2:1:1), double-blind, placebo-controlled, parallel-group trial with 12-week observational off-drug follow-up period. The study was conducted at 126 sites in 9 countries between June 2011 and January 2013. Of 1361 participants assessed for eligibility, 846 were randomized. Inclusion criteria were body mass index of 27.0 or greater, age 18 years or older, taking 0 to 3 oral hypoglycemic agents (metformin, thiazolidinedione, sulfonylurea) with stable body weight, and glycated hemoglobin level 7.0% to 10.0%. Interventions Once-daily, subcutaneous liraglutide (3.0 mg) (n = 423), liraglutide (1.8 mg) (n = 211), or placebo (n = 212), all as adjunct to 500 kcal/d dietary deficit and increased physical activity (≥150 min/wk). Main Outcomes and Measures Three coprimary end points: relative change in weight, proportion of participants losing 5% or more, or more than 10%, of baseline weight at week 56. Results Baseline weight was 105.7 kg with liraglutide (3.0-mg dose), 105.8 kg with liraglutide (1.8-mg dose), and 106.5 kg with placebo. Weight loss was 6.0% (6.4 kg) with liraglutide (3.0-mg dose), 4.7% (5.0 kg) with liraglutide (1.8-mg dose), and 2.0% (2.2 kg) with placebo (estimated difference for liraglutide [3.0 mg] vs placebo, −4.00% [95% CI, −5.10% to −2.90%]; liraglutide [1.8 mg] vs placebo, −2.71% [95% CI, −4.00% to −1.42%]; P P P P  = .006). More gastrointestinal disorders were reported with liraglutide (3.0 mg) vs liraglutide (1.8 mg) and placebo. No pancreatitis was reported. Conclusions and Relevance Among overweight and obese participants with type 2 diabetes, use of subcutaneous liraglutide (3.0 mg) daily, compared with placebo, resulted in weight loss over 56 weeks. Further studies are needed to evaluate longer-term efficacy and safety. Trial Registration clinicaltrials.gov Identifier:NCT01272232"
"The impact of liraglutide on diabetes-related foot ulceration and associated complications in patients with type 2 diabetes at high risk for cardiovascular events: results …","https://scispace.com/paper/qpd73NCF7bwJ","","","","… Committee on behalf of the LEADER Trial","","https://pmc.ncbi.nlm.nih.gov/articles/PMC6150424/pdf/dc181094.pdf","… , such as glycemic control and weight loss, in the liraglutide group compared with placebo (16… monitored in a large population at risk for DFU within a randomized clinical trial population. …",""
"Effects of liraglutide on cardiovascular outcomes in type 2 diabetes patients with and without baseline metformin use: post hoc analyses of the LEADER trial","https://scispace.com/paper/effects-of-liraglutide-on-cardiovascular-outcomes-in-type-2-3wyqkygb99","2020","Journal Article","Diabetes Care","Matthew J Crowley
Matthew J Crowley
Darren K. McGuire
Anastasia-Stefania Alexopoulos
Anastasia-Stefania Alexopoulos
Thomas Jensen
Søren Rasmussen
Hans A. Saevereid
Subodh Verma
John B. Buse","10.2337/DC20-0437","https://pmc.ncbi.nlm.nih.gov/articles/PMC7440910/pdf/dc200437.pdf","… Using data from the LEADER trial, we sought to answer this question by exploring possible … efficacy of liraglutide related to baseline metformin treatment (3). The Liraglutide Effect and …","Glucagon-like peptide 1 receptor agonists (GLP-1RAs) reduce cardiovascular (CV) events among patients with type 2 diabetes and high CV risk. Because consensus professional society recommendations endorse metformin as the first-line medication for type 2 diabetes, the CV efficacy of GLP-1RAs has primarily been studied with background metformin therapy (1). However, the European Society of Cardiology now recommends GLP-1RAs as a first-line type 2 diabetes treatment for patients at high CV risk (2). These discordant recommendations raise the question of how background metformin might influence the CV benefits of GLP-1RAs. Using data from the LEADER trial, we sought to answer this question by exploring possible heterogeneity in the CV efficacy of liraglutide related to baseline metformin treatment (3).

The Liraglutide Effect and Action in Diabetes: Evaluation of Cardiovascular Outcome Results (LEADER) trial (NCT01179048, ClinicalTrials.gov) has been described elsewhere (3). Patients with type 2 diabetes and high CV risk underwent double-blind randomization to daily liraglutide versus placebo in addition to existing care.

Each patient contributed data from randomization until censoring. The primary outcome was time from randomization to first occurrence of a composite of CV death, myocardial infarction, or stroke. Prespecified secondary outcomes included an expanded composite (primary plus coronary revascularization or hospitalization for unstable angina or heart failure), the composite components, and all-cause death. All outcomes were centrally adjudicated.

Metformin treatment was identified at the baseline trial visit and each visit thereafter. Within each baseline metformin treatment subgroup, effect estimates for liraglutide versus placebo (hazard ratio [HR], 95% CI) were derived using Cox proportional hazards regression models; multivariable adjustment for baseline demographic and clinical factors was performed. Inverse probability for treatment weighting (IPTW) was used to account for imbalances in covariates between baseline metformin treatment subgroups (4). For multivariable analyses with IPTW, heterogeneity in the association between baseline metformin …"
"Cardiovascular outcomes in patients who experienced a myocardial infarction while treated with liraglutide versus placebo in the LEADER trial","https://scispace.com/paper/cardiovascular-outcomes-in-patients-who-experienced-a-1wldytd3fw","2018","Journal Article","Diabetes and Vascular Disease Research","Michael A. Nauck
Karen Tornøe
Søren Rasmussen
Marianne Bach Treppendahl
Steven P. Marso","10.1177/1479164118783935","https://journals.sagepub.com/doi/pdf/10.1177/1479164118783935","… liraglutide … LEADER, 3 the liraglutide dose/regimen used was probably not equivalent to animal studies, where administration was acute at the time of MI. MIs observed in a clinical trial …","Objective:Animal studies demonstrated that glucagon-like peptide-1 receptor agonists reduce myocardial necrosis following regional ischaemia induction. This effect may improve cardiovascular outcom..."
"Effects of liraglutide on clinical stability among patients with advanced heart failure and reduced ejection fraction: a randomized clinical trial","https://scispace.com/paper/effects-of-liraglutide-on-clinical-stability-among-patients-59fuhdlw44","2016","Journal Article","JAMA","Kenneth B. Margulies
Adrian F. Hernandez
Margaret M. Redfield
Michael M. Givertz
Guilherme H. Oliveira
Robert T. Cole
Douglas L. Mann
David J. Whellan
Michael S. Kiernan
G. Michael Felker
Steven McNulty
Kevin J. Anstrom
Monica R. Shah
Eugene Braunwald
Thomas P. Cappola","10.1001/JAMA.2016.10260","https://jamanetwork.com/journals/jama/articlepdf/2540402/joi160085.pdf","… A and B, y-axis scale in blue indicates range from 0% to 16%. The median duration of follow-… Severe adverse events observed with liraglutide and placebo are reported in eTable 4 in …","Importance Abnormal cardiac metabolism contributes to the pathophysiology of advanced heart failure with reduced left ventricular ejection fraction (LVEF). Glucagon-like peptide 1 (GLP-1) agonists have shown cardioprotective effects in early clinical studies of patients with advanced heart failure, irrespective of type 2 diabetes status. Objective To test whether therapy with a GLP-1 agonist improves clinical stability following hospitalization for acute heart failure. Design, Setting, and Participants Phase 2, double-blind, placebo-controlled randomized clinical trial of patients with established heart failure and reduced LVEF who were recently hospitalized. Patients were enrolled between August 2013 and March 2015 at 24 US sites. Interventions The GLP-1 agonist liraglutide (n = 154) or placebo (n = 146) via a daily subcutaneous injection; study drug was advanced to a dosage of 1.8 mg/d during the first 30 days as tolerated and continued for 180 days. Main Outcomes and Measures The primary end point was a global rank score in which all patients, regardless of treatment assignment, were ranked across 3 hierarchical tiers: time to death, time to rehospitalization for heart failure, and time-averaged proportional change in N-terminal pro-B-type natriuretic peptide level from baseline to 180 days. Higher values indicate better health (stability). Exploratory secondary outcomes included primary end point components, cardiac structure and function, 6-minute walk distance, quality of life, and combined events. Results Among the 300 patients who were randomized (median age, 61 years [interquartile range {IQR}, 52-68 years]; 64 [21%] women; 178 [59%] with type 2 diabetes; median LVEF of 25% [IQR, 19%-33%]; median N-terminal pro-B-type natriuretic peptide level of 2049 pg/mL [IQR, 1054-4235 pg/mL]), 271 completed the study. Compared with placebo, liraglutide had no significant effect on the primary end point (mean rank of 146 for the liraglutide group vs 156 for the placebo group, P  = .31). There were no significant between-group differences in the number of deaths (19 [12%] in the liraglutide group vs 16 [11%] in the placebo group; hazard ratio, 1.10 [95% CI, 0.57-2.14]; P  = .78) or rehospitalizations for heart failure (63 [41%] vs 50 [34%], respectively; hazard ratio, 1.30 [95% CI, 0.89-1.88]; P  = .17) or for the exploratory secondary end points. Prespecified subgroup analyses in patients with diabetes did not reveal any significant between-group differences. The number of investigator-reported hyperglycemic events was 16 (10%) in the liraglutide group vs 27 (18%) in the placebo group and hypoglycemic events were infrequent (2 [1%] vs 4 [3%], respectively). Conclusions and Relevance Among patients recently hospitalized with heart failure and reduced LVEF, the use of liraglutide did not lead to greater posthospitalization clinical stability. These findings do not support the use of liraglutide in this clinical situation. Trial Registration clinicaltrials.gov Identifier:NCT01800968"
