"Paper Title","Paper Link","Publication Year","Publication Type","Publication Title","Author Names","DOI","PDF Link","Abstract","TL;DR"
"Mayor pérdida de peso, mayor recuperación de normoglucemia y menor desarrollo de DM2 a los 3 años en respondedores precoces a liraglutida 3,0 mg en términos de pérdida de peso frente a no respondedores precoces: estudio SCALE obesidad y prediabetes","https://scispace.com/paper/mayor-perdida-de-peso-mayor-recuperacion-de-normoglucemia-y-4sw1l7qpo4","2017","","","ME Mendoza","","https://www.bmi-journal.com/index.php/bmi/article/download/518/1200","En el estudio “SCALE Obesidad y Prediabetes” (NCT01272219) se aleatorizo a pacientes con prediabetes y obesidad (IMC≥30 kg/m2) o sobrepeso con comorbilidades (≥27 kg/m2; dislipidemia/hipertension) a recibir liraglutida 3,0 mg o placebo junto con dieta y ejercicio durante 3 anos. Este analisis comparo a los pacientes respondedores precoces a liraglutida 3,0 mg (RPs; perdida de peso (PP) ≥5% en la semana 16) con aquellos que no respondieron precozmente (NRPs; PP<5% en la semana 16). De aquellos pacientes con datos en la semana 16, en el grupo de liraglutida 3,0 mg se observaron 68,0% RPs y 32,0% NRPs; en el de placebo, 22,3% fueron RPs y 77,7% NRPs. En la semana 160, en el grupo de liraglutida 3,0 mg se observo en los pacientes RPs mayor perdida de peso media y categorica, menor desarrollo de DM2, mas casos de recuperacion de la normoglucemia y mas mejoras tanto clinicas como notificadas por los pacientes frente a los pacientes NRPs. Los eventos adversos y los eventos adversos gastrointestinales fueron similares entre ambos grupos. En los pacientes tratados con liraglutida 3,0 mg durante 160 semanas, hubo mayores beneficios en los pacientes RPs frente a los NRPs.","En los pacients tratados con liraglutida 3,0 mg durante 160 semanas, hubo mayores beneficios en los pacientes RPs frente a los NRPs."
"Efficacy of Liraglutide for Weight Loss Among Patients With Type 2 Diabetes The SCALE Diabetes Randomized Clinical Trial","https://scispace.com/paper/efficacy-of-liraglutide-for-weight-loss-among-patients-with-1so87q78gd","2015","Journal Article","JAMA","Melanie J. Davies
Richard M. Bergenstal
Bruce W. Bode
Robert F. Kushner
Andrew Lewin
Trine Vang Skjøth
Arne Haahr Andreasen
Christine B. Jensen
Ralph A. DeFronzo","10.1001/JAMA.2015.9676","https://scispace.com/pdf/efficacy-of-liraglutide-for-weight-loss-among-patients-with-1so87q78gd.pdf","Importance Weight loss of 5% to 10% can improve type 2 diabetes and related comorbidities. Few safe, effective weight-management drugs are currently available. Objective To investigate efficacy and safety of liraglutide vs placebo for weight management in adults with overweight or obesity and type 2 diabetes. Design, Setting, and Participants Fifty-six–week randomized (2:1:1), double-blind, placebo-controlled, parallel-group trial with 12-week observational off-drug follow-up period. The study was conducted at 126 sites in 9 countries between June 2011 and January 2013. Of 1361 participants assessed for eligibility, 846 were randomized. Inclusion criteria were body mass index of 27.0 or greater, age 18 years or older, taking 0 to 3 oral hypoglycemic agents (metformin, thiazolidinedione, sulfonylurea) with stable body weight, and glycated hemoglobin level 7.0% to 10.0%. Interventions Once-daily, subcutaneous liraglutide (3.0 mg) (n = 423), liraglutide (1.8 mg) (n = 211), or placebo (n = 212), all as adjunct to 500 kcal/d dietary deficit and increased physical activity (≥150 min/wk). Main Outcomes and Measures Three coprimary end points: relative change in weight, proportion of participants losing 5% or more, or more than 10%, of baseline weight at week 56. Results Baseline weight was 105.7 kg with liraglutide (3.0-mg dose), 105.8 kg with liraglutide (1.8-mg dose), and 106.5 kg with placebo. Weight loss was 6.0% (6.4 kg) with liraglutide (3.0-mg dose), 4.7% (5.0 kg) with liraglutide (1.8-mg dose), and 2.0% (2.2 kg) with placebo (estimated difference for liraglutide [3.0 mg] vs placebo, −4.00% [95% CI, −5.10% to −2.90%]; liraglutide [1.8 mg] vs placebo, −2.71% [95% CI, −4.00% to −1.42%]; P P P P  = .006). More gastrointestinal disorders were reported with liraglutide (3.0 mg) vs liraglutide (1.8 mg) and placebo. No pancreatitis was reported. Conclusions and Relevance Among overweight and obese participants with type 2 diabetes, use of subcutaneous liraglutide (3.0 mg) daily, compared with placebo, resulted in weight loss over 56 weeks. Further studies are needed to evaluate longer-term efficacy and safety. Trial Registration clinicaltrials.gov Identifier:NCT01272232","This randomized, double-blind, placebo-controlled, parallel-group trial with 12-week observational off-drug follow-up period to investigate efficacy and safety of liraglutide vs placebo for weight management in adults with overweight or obesity and type 2 diabetes."
"Cardiovascular safety of liraglutide assessed in a patient-level pooled analysis of phase 2—3 liraglutide clinical development studies","https://scispace.com/paper/cardiovascular-safety-of-liraglutide-assessed-in-a-patient-21ye16oldr","2011","Journal Article","Diabetes and Vascular Disease Research","Steven P. Marso
Jason B. Lindsey
Joshua M. Stolker
John A. House
Gabriela Martinez Ravn
Kevin F. Kennedy
Troels M Jensen
John B. Buse","10.1177/1479164111408937","https://journals.sagepub.com/doi/pdf/10.1177/1479164111408937","We assessed the cardiovascular safety of liraglutide, a glucagon-like peptide-1 receptor agonist, using existing clinical data. Patient-level results from all completed phase 2 and 3 studies from the liraglutide clinical development programme were pooled to determine rates of major adverse cardiovascular events (MACE): cardiovascular death, myocardial infarction, stroke. MACE were identified by querying the study database using Medical Dictionary for Regulatory Activities (MedDRA) terms combined with serious adverse events recorded by study investigators. Broad, narrow, and custom groups of MedDRA queries were used. Candidate events from each query were independently adjudicated post hoc. In 15 studies (6638 patients; 4257 liraglutide treated), there were 114 patients with MACE identified using the broad MedDRA query. Of these, 44 were classified as serious adverse events and 39 were adjudicated as MACE. The incidence ratio for adjudicated broad/serious MACE associated with liraglutide was 0.73 (95% CI 0.38-1.41) versus all comparator drugs (metformin, glimepiride, rosiglitazone, insulin glargine, placebo), within cardiovascular safety limits defined by the United States Food & Drug Administration for diabetes therapies under current investigation.","The cardiovascular safety of liraglutide, a glucagon-like peptide-1 receptor agonist, is assessed, within cardiovascular safety limits defined by the United States Food & Drug Administration for diabetes therapies under current investigation."
"Liraglutide and Cardiovascular Outcomes in Type 2 Diabetes","https://scispace.com/paper/liraglutide-and-cardiovascular-outcomes-in-type-2-diabetes-4aknhhce16","2016","Journal Article","The New England Journal of Medicine","Steven P. Marso
Gilbert H. Daniels
Kirstine Brown-Frandsen
Peter Lommer Kristensen
Johannes F.E. Mann
Michael A. Nauck
Steven E. Nissen
Stuart J. Pocock
Neil R Poulter
Lasse Steen Ravn
William M. Steinberg
Mette Stockner
Bernard Zinman
Richard M. Bergenstal
John B. Buse","10.1056/NEJMOA1603827","https://scispace.com/pdf/liraglutide-and-cardiovascular-outcomes-in-type-2-diabetes-4aknhhce16.pdf","BackgroundThe cardiovascular effect of liraglutide, a glucagon-like peptide 1 analogue, when added to standard care in patients with type 2 diabetes, remains unknown. MethodsIn this double-blind trial, we randomly assigned patients with type 2 diabetes and high cardiovascular risk to receive liraglutide or placebo. The primary composite outcome in the time-to-event analysis was the first occurrence of death from cardiovascular causes, nonfatal myocardial infarction, or nonfatal stroke. The primary hypothesis was that liraglutide would be noninferior to placebo with regard to the primary outcome, with a margin of 1.30 for the upper boundary of the 95% confidence interval of the hazard ratio. No adjustments for multiplicity were performed for the prespecified exploratory outcomes. ResultsA total of 9340 patients underwent randomization. The median follow-up was 3.8 years. The primary outcome occurred in significantly fewer patients in the liraglutide group (608 of 4668 patients [13.0%]) than in the placebo ...","In the time-to-event analysis, the rate of the first occurrence of death from cardiovascular causes, nonfatal myocardial infarction, orNonfatal stroke among patients with type 2 diabetes mellitus was lower with liraglutide than with placebo."
"Efficacy and Safety of Liraglutide 3.0 mg in Individuals With Overweight or Obesity and Type 2 Diabetes Treated With Basal Insulin: The SCALE Insulin Randomized Controlled Trial.","https://scispace.com/paper/efficacy-and-safety-of-liraglutide-3-0-mg-in-individuals-2wm2z640e3","2020","Journal Article","Diabetes Care","W. Timothy Garvey
Andreas L. Birkenfeld
Andreas L. Birkenfeld
Dror Dicker
Dror Dicker
Geltrude Mingrone
Geltrude Mingrone
Geltrude Mingrone
Sue D. Pedersen
Altynai Satylganova
Dorthe Skovgaard
Danny Sugimoto
Camilla B. Jensen
Ofri Mosenzon","10.2337/DC19-1745","https://care.diabetesjournals.org/content/diacare/43/5/1085.full.pdf","OBJECTIVE Most individuals with type 2 diabetes also have obesity, and treatment with some diabetes medications, including insulin, can cause further weight gain. No approved chronic weight-management medications have been prospectively investigated in individuals with overweight or obesity and insulin-treated type 2 diabetes. The primary objective of this study was to assess the effect of liraglutide 3.0 mg versus placebo on weight loss in this population. RESEARCH DESIGN AND METHODS Satiety and Clinical Adiposity—Liraglutide Evidence (SCALE) Insulin was a 56-week, randomized, double-blind, placebo-controlled, multinational, multicenter trial in individuals with overweight or obesity and type 2 diabetes treated with basal insulin and less than or equal to two oral antidiabetic drugs. RESULTS Individuals were randomized to liraglutide 3.0 mg (n = 198) or placebo (n = 198), combined with intensive behavioral therapy (IBT). At 56 weeks, mean weight change was −5.8% for liraglutide 3.0 mg versus −1.5% with placebo (estimated treatment difference −4.3% [95% CI −5.5; −3.2]; P CONCLUSIONS In individuals with overweight or obesity and insulin-treated type 2 diabetes, liraglutide 3.0 mg as an adjunct to IBT was superior to placebo regarding weight loss and improved glycemic control despite lower doses of basal insulin and without increases in hypoglycemic events.","In individuals with overweight or obesity and insulin-treated type 2 diabetes, liraglutide 3.0 mg as an adjunct to IBT was superior to placebo regarding weight loss and improved glycemic control despite lower doses of basal insulin and without increases in hypoglycemic events."
"Liraglutide and cardiovascular outcomes in type 2 diabetes.","https://scispace.com/paper/liraglutide-and-cardiovascular-outcomes-in-type-2-diabetes-2uarm9j924","2016","Journal Article","Annals of Clinical Biochemistry","Ben Jones","10.1177/0004563216663075","","Type 2 diabetes mellitus (T2DM) substantially increases risk of cardiovascular disease (CVD). However, whether glucose-lowering agents improve CV health is controversial, especially since rosiglitazone was reported in 2007 to increase rate of CV events despite powerful anti-hyperglycaemic action. New diabetes drugs are now required to undergo extensive testing to demonstrate they are at least safe to use. This study is the CV safety trial for liraglutide, a glucagon-like peptide-1 analogue used to reduce weight and improve glycaemia in T2DM. In this trial, approximately 10,000 patients randomly received daily liraglutide or a placebo injection and were followed up for a median of 3.8 years. The study was designed to demonstrate non-inferiority, but the key result was a significant reduction in fatal/ non-fatal CVD from 15 to 13% in liraglutide-treated patients. This equates to a number-needed to treat of 66 patients for three years to prevent one event. It should be noted that as patients were treated to glycaemic, blood pressure and lipid targets, there were differences in other diabetes and CV medications in the treatment groups, which could have independently influenced the outcome. Nevertheless, this is an important study, as the results presented suggest liraglutide is one of the few diabetes drugs which actually improves CV outcomes.","Results presented suggest liraglutide is one of the few diabetes drugs which actually improves CV outcomes, and new diabetes drugs are now required to undergo extensive testing to demonstrate they are at least safe to use."
"Liraglutide and cardiovascular outcomes in adults with overweight or obesity: A post hoc analysis from SCALE randomized controlled trials.","https://scispace.com/paper/liraglutide-and-cardiovascular-outcomes-in-adults-with-awukwol6re4s","2017","Repository","","Davies M J
Aronne, L.J.
Thomsen, A.B.
Marso S.P
Davies M J
Aronne, L.J.
Thomsen, A.B.
Marso S.P","10.1111/dom.13125/abstract","","Additional Supporting Information may be found online in the supporting&#13;\ninformation tab for this article. ",""
"Liraglutide Improved Cardiometabolic Parameters More in Obese than in Non-obese Patients with Type 2 Diabetes: A Real-World 18-Month Prospective Study","https://scispace.com/paper/liraglutide-improved-cardiometabolic-parameters-more-in-b8vd7ll6","2022","Journal Article","Diabetes Therapy","Dragana Nikolic
Angelo Maria Patti
Rosaria Vincenza Giglio
Roberta Chianetta
Giuseppa Castellino
Antonio Magán-Fernández
Roberto Citarrella
Nikolaos Papanas
Andrej Janez
Anca Pantea Stoian
Ali A. Rizvi
Manfredi Rizzo","10.1007/s13300-022-01217-z","https://scispace.com/pdf/liraglutide-improved-cardiometabolic-parameters-more-in-b8vd7ll6.pdf","The glucagon-like peptide-1 agonist (GLP1-RA) liraglutide is currently approved for the treatment of both obesity and type 2 diabetes (T2DM). We investigated whether the effect of this agent on cardiometabolic parameters in subjects with T2DM varied in relation to the concomitant presence of obesity.One hundred thirty-five subjects (78 men and 57 women; age: 62 ± 10 years) naïve to incretin-based therapies were treated with low-dose liraglutide (1.2 mg/day) as an add-on to metformin for 18 months. Patients were divided into two subgroups based on their body-mass index (BMI): (a) obese (BMI ≥ 30) and (b) non-obese (BMI < 30). Clinical and laboratory analyses were assessed at baseline and every 6 months.During follow-up, significant improvements were seen in both groups in fasting glycemia, glycated hemoglobin, waist circumference, and carotid intima-media thickness (cIMT), while body weight, BMI, total cholesterol, and low-density lipoprotein cholesterol decreased significantly in obese subjects only. Correlation analysis revealed that changes in subclinical atherosclerosis (assessed by cIMT) were associated with changes in triglycerides (r = 0.488, p < 0.0001) in the obese group only.Liraglutide had beneficial actions on glycemic parameters and cardiometabolic risk factors in both non-obese and obese patients with T2DM, with a greater efficacy in the latter. These findings reinforce the benefits of liraglutide for the cardiometabolic outcomes of obese patients with T2DM in the real-world setting. This has critical importance during the current pandemic, since patients with diabetes and obesity are exposed globally to the most severe forms of COVID-19, related complications, and death.ClinicalTrials.gov identifier, NCT01715428. ","In this article , the effect of liraglutide on cardiometabolic parameters in subjects with Type 2 diabetes varied in relation to the concomitant presence of obesity."
"Abstract 12630: Cardiovascular Safety of Liraglutide: Pooled Analysis of Major Adverse Cardiovascular Events across Weight Management and Type 2 Diabetes Development Programs","https://scispace.com/paper/abstract-12630-cardiovascular-safety-of-liraglutide-pooled-5vy3621sy0","2015","Journal Article","Circulation","Ian D. Caterson
Stephen C. Bain
Jorge Luiz Gross
John A. House
Adam C. Salisbury
Florian M.M. Baeres
Morten Donsmark
Steven P. Marso","10.1161/CIRC.132.SUPPL_3.12630","","The cardiovascular safety of liraglutide in individuals with overweight/obesity and those with type 2 diabetes (T2D) is unknown. A meta-analysis of five phase II/III liraglutide (dose up to 3.0 mg)...","The cardiovascular safety of liraglutide in individuals with overweight/obesity and those with type 2 diabetes (T2D) is unknown as mentioned in this paper, and a meta-analysis of five phase II/III LIRAGLUTIDE (dose up to 3.0 mg) was conducted."
"221-LB: Effects of Liraglutide on Visceral and Ectopic Fat in Adults with Overweight/Obesity at High Cardiovascular Risk: A Randomized Clinical Trial","https://scispace.com/paper/221-lb-effects-of-liraglutide-on-visceral-and-ectopic-fat-in-pnijc1eqds","2021","Journal Article","Diabetes","Ian J. Neeland
Steven P. Marso
Colby Ayers
Ambarish Pandey
Parag H. Joshi","10.2337/DB21-221-LB","","Background: Visceral/ectopic fat is a modifiable cardiovascular (CV) risk factor. Liraglutide, a glucagon like peptide 1 receptor agonist, reduces weight and CV events compared with placebo. We investigated its effects on body fat distribution in a high-risk population with overweight/obesity. Methods: In this double blind, single center trial, we randomly assigned individuals ≥35 years with BMI ≥30 kg/m2 or ≥27 kg/m2 with metabolic syndrome to receive liraglutide or placebo for 40 wks in addition to reduced calorie diet and increased physical activity. Participants underwent a 6-minute neck to knee MRI scan for fat distribution at randomization and end of treatment. The primary outcome was relative percent change in visceral adipose tissue volume. Secondary endpoints included changes in adipose distribution and other biomarkers of CV risk. Results: Of 185 randomized participants, 128 completed the study and were included in the mITT analysis. The cohort was 92% female, 38% Black, and 24% Hispanic with mean age 50 yrs and BMI 38 kg/m2 with median follow up 36 wks. Liraglutide significantly reduced visceral and ectopic fat and inflammation compared with placebo (Table). Conclusions: Liraglutide reduced visceral/ectopic fat measured by MRI in adults with overweight/obese at high CV risk, with proportionally greater effects seen in the abdominal viscera and liver. Disclosure I. Neeland: Consultant; Self; Merck & Co., Inc. S. P. Marso: Consultant; Self; Novo Nordisk, Other Relationship; Self; Abbott Vascular, ASAHI Intecc, Boston Scientific Corporation. C. Ayers: None. A. Pandey: None. P. H. Joshi: Research Support; Self; Amgen Inc., AstraZeneca, NASA, Novartis AG, Novo Nordisk. Funding Novo Nordisk","Liraglutide significantly reduced visceral and ectopic fat and inflammation compared with placebo in adults with overweight/obese at high CV risk, with proportionally greater effects seen in the abdominal viscera and liver."
"Liraglutide 3.0 mg for weight management: weight-loss dependent and independent effects","https://scispace.com/paper/liraglutide-3-0-mg-for-weight-management-weight-loss-pv53lgbcy6i1","2016","Journal Article","","Pi Sunyer Xavier
Gaal Luc Van","10.6084/m9.figshare.4212120","","<b>Objective:</b> As an adjunct to a reduced-calorie diet and increased physical activity, treatment with liraglutide 3.0 mg for weight management provides a statistically significant and clinically meaningful weight loss of 5.7%–8.0% compared to 1.6%–2.6% with placebo. The objective of this <i>post hoc</i> analysis was to quantify the relative contribution of weight loss to the treatment effects of liraglutide 3.0 mg on key efficacy endpoints. <b>Methods:</b> The analysis utilized data from 4725 participants across three randomized, placebo-controlled, double-blind trials that evaluated the efficacy and safety of liraglutide 3.0 mg versus placebo, as an adjunct to a reduced-calorie diet and increased physical activity (ClinicalTrials.gov identifiers: NCT01272219, NCT01272232 and NCT01557166). The duration of two of the trials was 56 weeks; one trial was of 32 weeks’ duration. A mediation analysis was performed, which ranked the relative contribution of weight loss to the treatment effects of liraglutide 3.0 mg on key cardiometabolic efficacy endpoints, Apnea–Hypopnea Index (AHI) and health-related quality of life (QoL). A limitation of this type of analysis is that it cannot conclusively prove a causal relationship. <b>Results:</b> In individuals without type 2 diabetes mellitus (T2DM), endpoints predominantly driven by liraglutide-induced weight loss included waist circumference, diastolic blood pressure, triglycerides, high density lipoprotein cholesterol, AHI, and Impact of Weight on Quality of Life–Lite total and physical function scores. Endpoints predominantly independent of weight loss included the glycemic endpoints hemoglobin A1c and fasting plasma glucose in individuals with and without T2DM. Regardless of the degree of dependence on weight loss according to the mediation analysis, greater weight loss was associated with greater improvement in all endpoints. <b>Conclusion:</b> Treatment with liraglutide 3.0 mg contributes to improved cardiometabolic parameters, AHI and health-related QoL through both weight-loss dependent and weight-loss independent mechanisms. ",""
"Liraglutide 3.0 mg for weight management: weight-loss dependent and independent effects","https://scispace.com/paper/liraglutide-3-0-mg-for-weight-management-weight-loss-ju86frdf1fv2","2016","Repository","","Pi Sunyer Xavier
Gaal Luc Van","10.6084/m9.figshare.4212120.v1","","<b>Objective:</b> As an adjunct to a reduced-calorie diet and increased physical activity, treatment with liraglutide 3.0 mg for weight management provides a statistically significant and clinically meaningful weight loss of 5.7%–8.0% compared to 1.6%–2.6% with placebo. The objective of this <i>post hoc</i> analysis was to quantify the relative contribution of weight loss to the treatment effects of liraglutide 3.0 mg on key efficacy endpoints. <b>Methods:</b> The analysis utilized data from 4725 participants across three randomized, placebo-controlled, double-blind trials that evaluated the efficacy and safety of liraglutide 3.0 mg versus placebo, as an adjunct to a reduced-calorie diet and increased physical activity (ClinicalTrials.gov identifiers: NCT01272219, NCT01272232 and NCT01557166). The duration of two of the trials was 56 weeks; one trial was of 32 weeks’ duration. A mediation analysis was performed, which ranked the relative contribution of weight loss to the treatment effects of liraglutide 3.0 mg on key cardiometabolic efficacy endpoints, Apnea–Hypopnea Index (AHI) and health-related quality of life (QoL). A limitation of this type of analysis is that it cannot conclusively prove a causal relationship. <b>Results:</b> In individuals without type 2 diabetes mellitus (T2DM), endpoints predominantly driven by liraglutide-induced weight loss included waist circumference, diastolic blood pressure, triglycerides, high density lipoprotein cholesterol, AHI, and Impact of Weight on Quality of Life–Lite total and physical function scores. Endpoints predominantly independent of weight loss included the glycemic endpoints hemoglobin A1c and fasting plasma glucose in individuals with and without T2DM. Regardless of the degree of dependence on weight loss according to the mediation analysis, greater weight loss was associated with greater improvement in all endpoints. <b>Conclusion:</b> Treatment with liraglutide 3.0 mg contributes to improved cardiometabolic parameters, AHI and health-related QoL through both weight-loss dependent and weight-loss independent mechanisms. ",""
"Insights from the Liraglutide Clinical Development Program—the Liraglutide Effect and Action in Diabetes (LEAD) Studies","https://scispace.com/paper/insights-from-the-liraglutide-clinical-development-program-15blop9sf6","2009","Journal Article","Postgraduate Medicine","Janet B. McGill","10.3810/PGM.2009.05.1998","","Standard therapies for type 2 diabetes often fail to maintain glycemic control over the long term, in part because they do not target the underlying cause. Current treatments may also be associated with weight gain, hypoglycemia, and other adverse effects, and can be difficult to use. Disease progression is accompanied by a progressive decline in β-cell function, which begins early in the disease course, and an impaired incretin response. The recently developed glucagon-like peptide-1 (GLP-1) receptor agonists overcome some of the limitations of conventional treatments. This article summarizes the key results of the new GLP-1 receptor agonist (liraglutide) phase 3 Liraglutide Effect and Action in Diabetes (LEAD) studies. This series of 6 randomized controlled studies involved > 4400 patients with type 2 diabetes who were unable to maintain glycemic control with diet and exercise alone or with oral treatment, ˜2700 of whom received liraglutide. The studies demonstrated the efficacy and safety of li...","In addition to providing robust glycemic control in these studies, liraglutide reduced weight in most patients, improved β-cell function, lowered blood pressure and triglycerides, and was well tolerated with minimal risk of hypoglycemia."
"Weight loss with liraglutide, a once-daily human glucagon-like peptide-1 analogue for type 2 diabetes treatment as monotherapy or added to metformin, is primarily as a result of a reduction in fat tissue","https://scispace.com/paper/weight-loss-with-liraglutide-a-once-daily-human-glucagon-yp88wj3ksj","2009","Journal Article","Diabetes, Obesity and Metabolism","Johan Jendle
Michael A. Nauck
David R. Matthews
Anders Frid
Kjeld Hermansen
M Düring
Milan Zdravkovic
Boyd Josef Gimnicher Strauss
Alan J. Garber","10.1111/J.1463-1326.2009.01158.X","https://www.onlinelibrary.wiley.com/doi/pdf/10.1111/j.1463-1326.2009.01158.x","Aim The effect on body composition of liraglutide, a once-daily human glucagon-like peptide-1 analogue, as monotherapy or added to metformin was examined in patients with type 2 diabetes (T2D). Methods These were randomized, double-blind, parallel-group trials of 26 [Liraglutide Effect and Action in Diabetes-2 (LEAD-2)] and 52 weeks (LEAD-3). Patients with T2D, aged 18-80 years, body mass index (BMI) < 40 kg/m2 (LEAD-2), < 45 kg/m2 (LEAD-3) and HbA1c 7.0-11.0% were included. Patients were randomized to liraglutide 1.8, 1.2 or 0.6 mg/day, placebo or glimepiride 4 mg/day, all combined with metformin 1.5-2 g/day in LEAD-2 and to liraglutide 1.8, 1.2 or glimepiride 8 mg/day in LEAD-3. LEAD-2/3: total lean body tissue, fat tissue and fat percentage were measured. LEAD-2: adipose tissue area and hepatic steatosis were assessed. Results LEAD-2: fat percentage with liraglutide 1.2 and 1.8 mg/metformin was significantly reduced vs. glimepiride/metformin (p < 0.05) but not vs. placebo. Visceral and subcutaneous adipose tissue areas were reduced from baseline in all liraglutide/metformin arms. Except with liraglutide 0.6 mg/metformin, reductions were significantly different vs. changes seen with glimepiride (p < 0.05) but not with placebo. Liver-to-spleen attenuation ratio increased with liraglutide 1.8 mg/metformin possibly indicating reduced hepatic steatosis. LEAD-3: reductions in fat mass and fat percentage with liraglutide monotherapy were significantly different vs. increases with glimepiride (p < 0.01). Conclusion Liraglutide (monotherapy or added to metformin) significantly reduced fat mass and fat percentage vs. glimepiride in patients with T2D.","The effect on body composition of liraglutide, a once‐daily human glucagon‐like peptide‐1 analogue, as monotherapy or added to metformin was examined in patients with type 2 diabetes."
"Liraglutide 3.0 mg for weight management: weight-loss dependent and independent effects","https://scispace.com/paper/liraglutide-3-0-mg-for-weight-management-weight-loss-21db5ksbrx","2017","Journal Article","Current Medical Research and Opinion","Harold E. Bays
Xavier Pi-Sunyer
Joanna Uddén Hemmingsson
Birgitte Claudius
Christine B. Jensen
Luc Van Gaal","10.1080/03007995.2016.1251892","","Objective: As an adjunct to a reduced-calorie diet and increased physical activity, treatment with liraglutide 3.0 mg for weight management provides a statistically significant and clinically meaningful weight loss of 5.7%–8.0% compared to 1.6%–2.6% with placebo. The objective of this post hoc analysis was to quantify the relative contribution of weight loss to the treatment effects of liraglutide 3.0 mg on key efficacy endpoints.Methods: The analysis utilized data from 4725 participants across three randomized, placebo-controlled, double-blind trials that evaluated the efficacy and safety of liraglutide 3.0 mg versus placebo, as an adjunct to a reduced-calorie diet and increased physical activity (ClinicalTrials.gov identifiers: NCT01272219, NCT01272232 and NCT01557166). The duration of two of the trials was 56 weeks; one trial was of 32 weeks’ duration. A mediation analysis was performed, which ranked the relative contribution of weight loss to the treatment effects of liraglutide 3.0 mg on key ...","Treatment with liraglutide 3.0 mg contributes to improved cardiometabolic parameters, AHI and health-related QoL through both weight-loss dependent and weight- loss independent mechanisms."
"Liraglutide, a GLP-1 receptor agonist, prevents cardiovascular outcomes in patients with type 2 diabetes","https://scispace.com/paper/liraglutide-a-glp-1-receptor-agonist-prevents-cardiovascular-242x1nvsar","2017","","","Sheila A Doggrell","","","Commentary on: Marso S.P., Daniels G.H., Brown-Frandsen K., et al.(2016). Liraglutide and cardiovascular outcomes in type 2 diabetes . New England Journal of Medicine, 375:311–22.","Marso S.P., Daniels G.H., Brown-Frandsen K., et al. as mentioned in this paper, 2016, New England Journal of Medicine, 375:311-22."
"Improvements in health-related quality of life over 3 years with liraglutide 3.0 mg compared with placebo in participants with overweight or obesity.","https://scispace.com/paper/improvements-in-health-related-quality-of-life-over-3-years-4lk7i3d138","2018","Journal Article","Clinical obesity","Ronette L. Kolotkin
B. Gabriel Smolarz
Henrik H. Meincke
Ken Fujioka","10.1111/COB.12226","","Summary
Previously in the SCALE Obesity and Prediabetes trial, at 1 year, participants with obesity (or overweight with comorbidities) and prediabetes receiving liraglutide 3.0 mg experienced greater improvements in health-related quality of life (HRQoL) than those receiving placebo. The current study extends these findings by examining 3-year changes in HRQoL. HRQoL was assessed using the obesity-specific Impact of Weight on Quality of Life-Lite (IWQOL-Lite) questionnaire, as well as the Short-Form 36 v2 (SF-36) health survey. At 3 years, mean change (±standard deviation) in IWQOL-Lite total score from baseline for liraglutide (n = 1472) was 11.0 ± 14.2, vs. 8.1 ± 14.7 for placebo (n = 738) (estimated treatment difference [ETD] 3.4 [95% confidence interval (CI): 2.0, 4.7], P < 0.0001). Mean change in SF-36 physical component summary (PCS) score from baseline for liraglutide was 3.1 ± 7.3, vs. 2.6 ± 7.6 for placebo (ETD 0.87 [95% CI: 0.17, 1.6], P = 0.0156). Mean change in SF-36 mental component summary score did not significantly differ between groups. Both IWQOL-Lite total score and PCS score demonstrated an association between greater HRQoL improvement with higher weight loss. Liraglutide 3.0 mg was also associated with improved health utility (Short-Form-6D and EuroQol-5D, mapped from IWQOL-Lite and/or SF-36) vs. placebo. Liraglutide 3.0 mg, plus diet and exercise, is associated with long-term improvements in HRQoL with obesity or overweight with comorbidity vs. placebo.","Both IWQOL‐Lite total score and PCS score demonstrated an association between greater HRQoL improvement with higher weight loss, and liraglutide 3.0 mg, plus diet and exercise, is associated with long‐term improvements in HRZoL with obesity or overweight with comorbidity vs. placebo."
"Liraglutide for the prevention of major adverse cardiovascular events in diabetic patients","https://scispace.com/paper/liraglutide-for-the-prevention-of-major-adverse-48ghyrx0jw","2019","Journal Article","Expert Review of Cardiovascular Therapy","Sten Madsbad","10.1080/14779072.2019.1615444","","Introduction: The GLP-1 receptor agonist (GLP-1 RA) liraglutide has a half-life of approximately 13 h and is suitable for subcutaneous administration once daily. The use of liraglutide in people wi...","The GLP-1 receptor agonist liraglutide has a half-life of approximately 13h and is suitable for subcutaneous administration once daily."
